Area,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Community Hospital,Outside Devon,Total
E01015164,1,0,0,169,9,35,214
E01015165,0,0,1,155,1,32,189
E01015166,2,0,1,257,6,32,298
E01015167,0,0,3,171,3,29,206
E01015168,0,0,1,186,1,12,200
E01015169,1,0,0,170,3,27,201
E01015170,0,0,0,211,9,31,251
E01015171,3,0,1,220,3,28,255
E01015172,1,0,2,194,6,30,233
E01015173,3,0,1,184,7,32,227
E01015174,0,0,1,189,3,30,223
E01015175,1,0,0,119,3,21,144
E01015176,0,0,1,210,8,28,247
E01015177,0,0,0,153,1,28,182
E01015178,0,0,0,152,2,24,178
E01015179,1,1,1,182,3,10,198
E01015180,0,0,0,161,4,33,198
E01015181,0,0,0,193,7,33,233
E01015182,0,0,0,221,7,23,251
E01015183,22,0,201,6,8,33,270
E01015184,23,0,225,6,10,38,302
E01015185,43,0,222,11,11,27,314
E01015186,11,0,187,9,6,19,232
E01015187,11,0,244,7,11,26,299
E01015188,12,0,253,7,11,28,311
E01015189,71,0,134,5,6,27,243
E01015190,10,0,284,6,12,41,353
E01015191,18,0,216,12,6,21,273
E01015192,16,0,180,2,5,35,238
E01015193,5,0,182,19,2,16,224
E01015194,9,0,246,7,7,46,315
E01015195,9,0,306,7,9,35,366
E01015196,3,0,209,7,5,16,240
E01015197,32,0,275,10,11,32,360
E01015198,22,0,309,4,9,32,376
E01015199,4,0,223,6,14,31,278
E01015200,8,0,154,6,3,18,189
E01015201,10,0,176,9,11,38,244
E01015202,7,0,202,2,7,18,236
E01015203,12,0,192,7,7,27,245
E01015204,20,0,193,3,6,31,253
E01015205,7,0,269,3,7,23,309
E01015206,29,0,286,11,8,21,355
E01015207,12,0,180,15,5,48,260
E01015208,28,0,391,5,14,59,497
E01015209,56,0,209,2,12,29,308
E01015210,7,0,252,6,7,34,306
E01015211,15,0,203,3,9,27,257
E01015212,24,0,162,3,5,23,217
E01015213,26,0,171,21,8,22,248
E01015214,23,0,158,4,4,24,213
E01015215,13,0,213,3,7,23,259
E01015216,21,0,189,10,4,20,244
E01015217,17,0,246,5,12,18,298
E01015218,4,0,188,6,9,37,244
E01015219,10,0,191,2,12,29,244
E01015220,3,0,277,7,7,28,322
E01015221,18,0,236,8,3,31,296
E01015222,18,0,259,14,7,23,321
E01015223,15,0,216,3,5,21,260
E01015224,19,0,206,11,9,32,277
E01015225,4,3,205,7,8,19,246
E01015226,11,0,172,4,6,33,226
E01015227,8,0,179,5,10,39,241
E01015228,38,0,248,7,6,26,325
E01015229,25,0,251,7,5,25,313
E01015230,6,0,249,9,10,42,316
E01015231,8,0,210,3,6,15,242
E01015232,63,0,311,13,18,27,432
E01015233,0,0,206,2,5,22,235
E01015234,2,0,180,6,7,19,214
E01015235,5,0,259,3,12,37,316
E01015236,21,0,244,9,12,35,321
E01015237,12,0,144,5,2,31,194
E01015238,27,0,158,5,6,30,226
E01015239,29,0,342,9,14,34,428
E01015240,29,0,287,4,22,20,362
E01015241,27,0,288,6,17,31,369
E01015242,13,0,153,10,1,20,197
E01015243,3,0,207,9,12,22,253
E01015244,21,0,234,8,9,35,307
E01015245,10,0,167,11,8,31,227
E01015246,20,0,196,14,13,31,274
E01015247,11,0,229,16,2,39,297
E01015248,19,0,205,12,7,21,264
E01015249,16,0,194,2,7,16,235
E01015250,28,0,219,8,5,19,279
E01015251,13,0,186,7,7,28,241
E01015252,25,0,424,18,7,48,522
E01015253,20,0,184,6,5,35,250
E01015254,8,0,256,5,14,44,327
E01015255,27,0,177,11,2,21,238
E01015256,13,0,293,6,11,20,343
E01015257,6,0,208,11,6,17,248
E01015258,15,0,314,11,13,77,430
E01015259,6,0,170,7,2,24,209
E01015260,23,0,195,11,5,26,260
E01015261,15,0,291,6,12,29,353
E01015262,9,0,251,7,5,27,299
E01015263,18,0,250,3,5,23,299
E01015264,11,0,279,9,11,32,342
E01015265,23,0,238,7,13,40,321
E01015266,23,0,241,2,11,28,305
E01015267,7,0,249,3,12,26,297
E01015268,14,0,338,12,9,58,431
E01015269,33,0,270,9,11,36,359
E01015270,42,0,280,10,11,46,389
E01015271,16,0,197,16,12,33,274
E01019886,424,0,0,5,73,91,593
E01019887,238,0,0,0,55,41,334
E01019888,235,0,0,1,71,23,330
E01019889,227,0,0,20,67,27,341
E01019890,292,0,0,3,69,25,389
E01019891,186,0,0,4,16,11,217
E01019892,684,2,3,13,24,38,764
E01019893,711,1,2,5,26,25,770
E01019894,520,0,0,1,26,20,567
E01019895,340,0,0,1,22,9,372
E01019896,274,0,0,8,13,9,304
E01019897,243,0,0,3,17,13,276
E01019898,711,0,2,6,32,20,771
E01019899,186,0,0,2,83,22,293
E01019900,297,0,0,0,71,19,387
E01019901,211,0,0,5,34,15,265
E01019902,271,0,1,1,34,224,531
E01019903,538,0,2,4,46,65,655
E01019904,242,0,1,5,19,6,273
E01019905,319,0,0,2,25,19,365
E01019906,177,1,0,1,16,3,198
E01019907,386,0,1,10,28,8,433
E01019908,417,0,1,6,19,12,455
E01019909,301,0,0,10,19,10,340
E01019910,428,0,0,1,27,14,470
E01019911,343,0,1,2,14,8,368
E01019912,280,0,4,8,26,7,325
E01019913,782,0,0,6,32,9,829
E01019914,374,0,2,4,40,26,446
E01019915,343,0,0,2,32,14,391
E01019916,212,0,0,2,20,8,242
E01019917,371,0,0,9,18,7,405
E01019918,277,0,11,5,25,4,322
E01019919,334,0,1,4,25,9,373
E01019920,333,0,0,0,19,18,370
E01019921,195,0,1,2,18,13,229
E01019922,434,0,0,0,32,9,475
E01019923,339,0,1,1,12,10,363
E01019924,326,0,0,7,16,5,354
E01019925,171,0,0,4,26,19,220
E01019927,223,0,0,2,33,3,261
E01019928,225,0,0,1,33,9,268
E01019929,231,4,0,2,29,3,269
E01019930,251,0,0,0,38,12,301
E01019931,201,0,0,12,31,6,250
E01019932,289,0,0,5,51,24,369
E01019933,226,0,0,0,22,29,277
E01019934,356,0,0,0,53,19,428
E01019935,190,0,0,5,41,18,254
E01019936,217,0,1,3,45,16,282
E01019937,452,0,2,3,53,5,515
E01019938,370,0,0,0,36,90,496
E01019939,248,1,2,2,22,14,289
E01019940,247,0,0,3,29,34,313
E01019942,348,0,0,3,55,20,426
E01019943,225,0,0,1,32,8,266
E01019944,450,0,2,7,30,11,500
E01019945,615,0,0,3,21,8,647
E01019946,311,1,1,7,68,18,406
E01019947,345,0,0,0,81,23,449
E01019948,333,0,0,16,54,7,410
E01019949,265,1,0,1,76,16,359
E01019950,276,1,0,10,76,15,378
E01019951,288,0,3,8,60,23,382
E01019952,397,0,0,5,50,9,461
E01019953,243,1,0,2,38,10,294
E01019954,328,0,0,5,38,19,390
E01019955,267,0,0,3,34,8,312
E01019956,369,0,0,4,44,44,461
E01019957,335,0,1,3,72,24,435
E01019958,366,0,8,4,43,9,430
E01019959,180,2,0,1,25,26,234
E01019960,212,1,0,3,28,7,251
E01019961,169,0,0,1,56,280,506
E01019962,376,0,0,8,31,17,432
E01019963,251,0,1,5,17,8,282
E01019964,233,0,4,32,38,22,329
E01019965,347,0,1,4,20,18,390
E01019966,96,0,0,1,26,59,182
E01019967,102,0,0,0,12,103,217
E01019968,418,0,1,2,12,3,436
E01019969,225,0,0,2,10,9,246
E01019970,247,0,0,3,7,3,260
E01019971,233,0,1,2,16,7,259
E01019972,218,0,0,5,12,4,239
E01019973,222,0,1,29,9,3,264
E01019974,420,0,0,1,9,7,437
E01019975,292,1,1,4,10,9,317
E01019976,408,0,0,4,7,8,427
E01019977,241,0,0,2,15,7,265
E01019980,326,1,0,2,21,11,361
E01019981,547,0,0,5,7,16,575
E01019982,361,0,3,2,16,5,387
E01019983,448,0,2,1,18,2,471
E01019984,556,0,1,0,11,7,575
E01019985,186,0,1,3,13,8,211
E01019986,208,0,0,8,4,13,233
E01019987,166,0,1,6,6,10,189
E01019988,246,0,0,4,12,9,271
E01019989,116,0,1,0,7,5,129
E01019990,189,0,0,1,15,9,214
E01019991,229,1,0,2,22,15,269
E01019992,297,0,2,2,16,27,344
E01019993,264,0,0,0,5,4,273
E01019994,219,0,0,0,11,9,239
E01019995,658,0,2,17,17,8,702
E01019996,142,0,0,2,9,14,167
E01019997,203,0,1,3,7,4,218
E01019998,219,0,2,2,16,10,249
E01019999,312,0,0,0,8,8,328
E01020000,249,0,1,1,19,4,274
E01020001,239,0,0,2,9,8,258
E01020002,464,0,0,13,16,10,503
E01020003,417,0,1,4,7,8,437
E01020004,225,0,0,0,10,5,240
E01020005,436,1,2,1,22,21,483
E01020006,378,0,2,0,16,9,405
E01020007,232,1,0,1,6,3,243
E01020008,114,1,0,3,9,9,136
E01020009,320,0,0,0,8,7,335
E01020010,605,1,0,0,11,24,641
E01020011,259,0,1,5,8,9,282
E01020012,220,1,0,4,15,6,246
E01020013,442,0,0,2,11,7,462
E01020014,497,2,1,1,18,7,526
E01020015,470,0,1,4,22,16,513
E01020016,324,1,4,2,20,13,364
E01020017,226,0,6,4,16,10,262
E01020018,230,0,1,3,9,14,257
E01020019,70,0,0,0,2,0,72
E01020020,117,0,0,8,8,1,134
E01020021,277,0,1,5,7,3,293
E01020022,129,0,1,1,13,4,148
E01020023,315,0,2,5,13,11,346
E01020024,273,0,0,2,8,13,296
E01020025,201,0,0,1,8,3,213
E01020026,501,0,0,2,17,11,531
E01020027,227,0,0,1,17,8,253
E01020029,230,0,1,1,12,5,249
E01020030,364,0,1,8,14,5,392
E01020031,253,2,1,0,11,5,272
E01020032,239,0,0,4,8,13,264
E01020033,549,0,5,2,15,9,580
E01020035,506,0,0,4,24,8,542
E01020036,244,2,1,4,13,9,273
E01020037,445,0,1,3,15,3,467
E01020038,429,0,1,2,14,16,462
E01020039,493,0,1,2,13,6,515
E01020040,632,0,0,0,16,8,656
E01020041,521,3,1,7,50,12,594
E01020042,303,0,1,6,40,6,356
E01020043,479,1,1,3,45,15,544
E01020044,418,3,1,5,45,13,485
E01020045,386,1,0,2,40,36,465
E01020046,90,2,0,0,19,124,235
E01020047,400,12,1,2,70,15,500
E01020048,380,2,4,1,61,26,474
E01020049,199,7,0,1,40,28,275
E01020050,292,61,0,25,55,77,510
E01020051,396,3,1,0,69,14,483
E01020052,201,3,1,4,35,11,255
E01020053,332,4,1,3,44,13,397
E01020054,327,1,1,9,70,27,435
E01020055,277,0,0,4,40,11,332
E01020056,244,2,2,17,70,15,350
E01020057,231,2,0,4,59,9,305
E01020058,413,3,0,7,59,23,505
E01020059,269,1,0,1,57,32,360
E01020060,318,4,4,2,37,6,371
E01020061,307,2,1,4,43,16,373
E01020062,206,1,0,3,54,10,274
E01020063,477,3,1,6,56,32,575
E01020064,210,3,0,4,56,11,284
E01020065,552,4,2,2,49,19,628
E01020066,362,9,0,6,91,17,485
E01020067,597,2,0,0,57,13,669
E01020068,206,1,0,2,21,15,245
E01020069,253,2,0,6,35,7,303
E01020070,515,5,0,39,51,13,623
E01020071,420,0,0,7,44,7,478
E01020072,374,40,0,17,19,4,454
E01020073,197,47,0,2,31,9,286
E01020074,88,2,1,1,19,258,369
E01020075,122,0,0,1,12,265,400
E01020076,515,4,0,4,39,7,569
E01020077,233,1,0,4,62,7,307
E01020078,308,2,0,3,36,11,360
E01020079,434,1,0,3,50,6,494
E01020080,296,3,0,0,55,13,367
E01020081,199,4,1,23,40,6,273
E01020082,203,0,2,15,16,6,242
E01020083,504,3,2,6,46,12,573
E01020084,56,232,0,0,0,9,297
E01020085,26,166,0,4,1,25,222
E01020086,54,235,0,4,0,29,322
E01020087,80,213,0,2,21,60,376
E01020088,40,266,0,8,2,22,338
E01020089,65,348,3,5,3,16,440
E01020090,44,244,0,5,4,23,320
E01020091,60,253,0,4,2,7,326
E01020092,24,237,0,2,1,10,274
E01020093,19,176,0,3,1,11,210
E01020094,52,361,0,1,10,6,430
E01020095,28,188,0,6,5,12,239
