Area,March 2013 - Feb 2014,March 2014 - Feb 2015,March 2015 - Feb 2016,March 2016 - Feb 2017,March 2017 - Feb 2018
DIV7,104,86,66,68,46
DIV8,61,55,42,39,39
DIV9,38,36,22,14,31
DIV10,22,28,22,20,24
DIV11,35,31,30,32,27
DIV12,29,38,28,26,26
DIV13,29,24,16,26,17
DIV14,42,30,20,25,19
DIV15,62,67,53,54,38
DIV16,49,39,35,38,37
DIV17,38,43,43,42,35
DIV18,26,23,19,17,16
DIV19,65,57,54,39,51
DIV20,26,35,28,30,22
DIV21,31,21,19,23,24
DIV22,45,47,43,43,34
DIV23,166,147,144,124,107
DIV24,96,85,82,91,59
DIV25,58,37,42,46,51
DIV26,18,32,20,22,20
DIV27,48,46,42,39,33
DIV28,83,66,58,57,53
DIV29,54,48,49,49,44
DIV30,105,84,68,55,60
DIV31,43,31,28,19,21
DIV32,53,48,35,33,34
DIV33,36,33,16,14,16
DIV34,46,50,46,47,49
DIV35,95,76,66,78,73
DIV36,79,63,51,62,59
DIV37,50,32,25,30,28
DIV38,51,59,52,48,48
DIV39,32,29,33,37,32
DIV40,85,82,65,75,59
DIV41,24,15,13,10,13
DIV42,29,27,25,29,29
DIV43,39,40,25,38,35
DIV44,24,26,23,33,34
DIV45,59,51,41,39,36
DIV46,98,105,116,104,67
DIV47,87,76,64,63,37
DIV48,48,41,28,19,19
DIV49,68,57,56,57,34
DIV50,75,59,57,63,53
DIV51,46,46,40,41,33
DIV52,48,46,37,28,17
DIV53,45,46,43,41,41
DIV54,35,40,45,45,41
DIV55,23,31,25,22,17
DIV56,39,37,35,38,36
DIV57,102,78,81,72,58
DIV58,32,30,31,26,29
CHSCTAXE,102,98,96,127,110
CHSCTBARNSTAPLE,227,177,156,149,117
CHSCTBIDEFORD,226,195,145,153,126
CHSCTBRAUNTON,159,133,105,93,101
CHSCTCREDITON,77,81,76,76,54
CHSCTCULLOMPTON,100,93,90,84,74
CHSCTDAWLISH,146,121,116,101,89
CHSCTEXETERCHALL,306,268,236,273,204
CHSCTEXETERSYCAMORE,430,407,380,361,268
CHSCTEXMOUTH,216,199,191,172,148
CHSCTHONITON,101,83,81,85,84
CHSCTIVYBRIDGE,117,99,75,74,92
CHSCTKINGSBRIDGE,44,39,22,21,23
CHSCTNABBOT,268,234,200,213,209
CHSCTOKE,94,102,93,81,77
CHSCTSMOLTON,72,68,46,56,53
CHSCTTAVISTOCK,100,93,75,54,64
CHSCTTEIGN,90,96,70,74,76
CHSCTTIVERTON,152,135,126,131,106
CHSCTTORRINGTON,107,102,92,80,67
CHSCTTOTNES,65,63,51,52,52
Eastern,1572,1464,1353,1384,1124
Northern,790,672,550,529,458
Southern,1235,1150,985,989,931
Western,1922,1711,1428,1313,1223
