Area,0 to 15,16 to 64,65 to 84,85 and over,Total
E01020179,0.1214,0.5134,0.3217,0.0435,1
E01020180,0.18509,0.58329,0.2026,0.02901,1
E01020181,0.15127,0.56062,0.24711,0.04099,1
E01020182,0.18796,0.64312,0.14742,0.0215,1
E01020183,0.12227,0.55328,0.25956,0.06489,1
E01020184,0.13568,0.59833,0.23431,0.03168,1
E01020185,0.13647,0.51529,0.31693,0.03132,1
E01020186,0.11111,0.44514,0.40252,0.04123,1
E01020187,0.1944,0.57057,0.20099,0.03405,1
E01020188,0.15308,0.54754,0.27011,0.02926,1
E01020189,0.16361,0.55383,0.23601,0.04654,1
E01020190,0.18792,0.52097,0.25881,0.0323,1
E01020191,0.12434,0.72636,0.12674,0.02256,1
E01020192,0.12332,0.53753,0.29357,0.04558,1
E01020193,0.16776,0.60878,0.19659,0.02687,1
E01020194,0.18312,0.61688,0.18052,0.01948,1
E01020195,0.19338,0.58814,0.1875,0.03098,1
E01020196,0.16106,0.58171,0.21593,0.0413,1
E01020197,0.13823,0.53239,0.30174,0.02765,1
E01020198,0.19302,0.61538,0.17877,0.01282,1
E01020199,0.1834,0.59954,0.18688,0.03018,1
E01020200,0.10214,0.52368,0.33333,0.04085,1
E01020201,0.11232,0.43132,0.37677,0.07959,1
E01020202,0.14873,0.4662,0.32504,0.06003,1
E01020203,0.13528,0.44934,0.3379,0.07747,1
E01020204,0.22577,0.6454,0.10381,0.02502,1
E01020205,0.12795,0.54462,0.26706,0.06037,1
E01020206,0.17308,0.59814,0.19629,0.03249,1
E01020207,0.23889,0.60538,0.10803,0.0477,1
E01020208,0.18583,0.61538,0.16756,0.03123,1
E01020209,0.20182,0.60824,0.18087,0.00908,1
E01020210,0.12877,0.55909,0.27547,0.03667,1
E01020211,0.21714,0.62222,0.14476,0.01587,1
E01020212,0.20546,0.62039,0.15409,0.02006,1
E01020213,0.15981,0.57923,0.23399,0.02697,1
E01020214,0.14562,0.56186,0.25322,0.0393,1
E01020215,0.12173,0.54545,0.29584,0.03698,1
E01020216,0.20417,0.6397,0.13085,0.02528,1
E01020217,0.17133,0.57925,0.1993,0.05012,1
E01020218,0.1691,0.67457,0.1253,0.03102,1
E01020219,0.19241,0.65819,0.13922,0.01018,1
E01020220,0.22402,0.59039,0.16156,0.02402,1
E01020221,0.16807,0.61681,0.1944,0.02073,1
E01020222,0.18644,0.59241,0.19774,0.02341,1
E01020223,0.15894,0.59163,0.23133,0.0181,1
E01020224,0.2183,0.65088,0.11798,0.01284,1
E01020225,0.18395,0.67259,0.12287,0.0206,1
E01020226,0.14165,0.50631,0.26087,0.09116,1
E01020227,0.13975,0.5735,0.22158,0.06517,1
E01020228,0.10451,0.51742,0.3004,0.07767,1
E01020229,0.16371,0.55351,0.25159,0.03118,1
E01020230,0.15744,0.57616,0.23331,0.03309,1
E01020231,0.13385,0.57765,0.25146,0.03704,1
E01020232,0.2098,0.61307,0.16605,0.01107,1
E01020233,0.10152,0.45858,0.37981,0.06009,1
E01020234,0.19456,0.59116,0.18231,0.03197,1
E01020235,0.13245,0.52695,0.27695,0.06365,1
E01020236,0.12045,0.56589,0.28618,0.02749,1
E01020237,0.16549,0.58339,0.21829,0.03284,1
E01020238,0.1725,0.53736,0.24483,0.04531,1
E01020239,0.15914,0.49327,0.29216,0.05542,1
E01020240,0.17795,0.56501,0.19473,0.06231,1
E01020241,0.16286,0.64114,0.17314,0.02286,1
E01020242,0.21992,0.61019,0.15621,0.01369,1
E01020243,0.16792,0.57895,0.22222,0.03091,1
E01020244,0.16992,0.55893,0.22993,0.04121,1
E01020245,0.14167,0.59987,0.22017,0.03829,1
E01020246,0.15091,0.63682,0.19071,0.02156,1
E01020247,0.18818,0.5579,0.20989,0.04403,1
E01020248,0.141,0.55832,0.27237,0.02831,1
E01020249,0.1044,0.56898,0.28486,0.04176,1
E01020250,0.14437,0.55258,0.25762,0.04543,1
E01020251,0.15856,0.61492,0.19587,0.03065,1
E01020252,0.18854,0.61121,0.14787,0.05237,1
E01020253,0.18531,0.66314,0.13435,0.01721,1
E01020254,0.20503,0.60326,0.15692,0.03479,1
E01020255,0.155,0.5681,0.25132,0.02558,1
E01020256,0.18127,0.59164,0.18935,0.03774,1
E01020257,0.14657,0.59631,0.22278,0.03434,1
E01020258,0.13778,0.58329,0.23207,0.04687,1
E01020259,0.11882,0.57849,0.26453,0.03816,1
E01020260,0.12988,0.451,0.34741,0.07171,1
E01020261,0.13579,0.53311,0.2917,0.0394,1
E01020262,0.1165,0.55414,0.26736,0.06199,1
E01020263,0.11679,0.47917,0.34975,0.05429,1
E01020264,0.11322,0.55301,0.2356,0.09817,1
E01020265,0.15814,0.55085,0.25867,0.03233,1
E01020266,0.15658,0.57517,0.2408,0.02745,1
E01020267,0.1369,0.56063,0.26467,0.03781,1
E01020268,0.16398,0.46989,0.29624,0.06989,1
E01020269,0.06282,0.5659,0.29333,0.07796,1
E01020270,0.1763,0.58035,0.22197,0.02139,1
E01020271,0.18244,0.61596,0.16203,0.03958,1
E01020272,0.23817,0.61283,0.12724,0.02175,1
E01020273,0.16997,0.56314,0.24027,0.02662,1
E01020274,0.16016,0.59512,0.23333,0.01138,1
E01020275,0.10748,0.6035,0.26194,0.02707,1
E01020276,0.14851,0.53069,0.28383,0.03696,1
E01020277,0.21366,0.59034,0.1751,0.0209,1
E01020278,0.18094,0.60413,0.19915,0.01579,1
E01020279,0.23013,0.60604,0.15377,0.01007,1
E01020280,0.16862,0.66772,0.14478,0.01888,1
E01020281,0.16619,0.6068,0.20115,0.02586,1
E01020282,0.2,0.5281,0.22659,0.04532,1
E01020283,0.16837,0.54657,0.24719,0.03787,1
E01020284,0.222,0.62592,0.13252,0.01956,1
E01020285,0.23377,0.62958,0.11664,0.02001,1
E01020286,0.15282,0.59442,0.22545,0.02731,1
E01020287,0.14196,0.55967,0.26445,0.03392,1
E01020288,0.14269,0.58338,0.24865,0.02529,1
E01020289,0.12706,0.54638,0.30623,0.02033,1
E01020290,0.13493,0.53345,0.29274,0.03888,1
E01020291,0.1687,0.57552,0.23386,0.02192,1
E01020292,0.14494,0.57595,0.24241,0.03671,1
E01020293,0.1573,0.59551,0.22347,0.02372,1
E01020294,0.19636,0.52756,0.22232,0.05376,1
E01020295,0.16469,0.51303,0.25237,0.06991,1
E01020296,0.14021,0.55096,0.28474,0.02409,1
E01020297,0.18308,0.53404,0.24983,0.03305,1
E01020298,0.12872,0.48847,0.33333,0.04947,1
E01020299,0.11547,0.52436,0.31091,0.04926,1
E01020300,0.10989,0.49503,0.30926,0.08582,1
E01020301,0.17262,0.5824,0.22298,0.022,1
E01020302,0.16452,0.55413,0.25027,0.03108,1
E01020303,0.11567,0.56405,0.2898,0.03047,1
E01020304,0.17401,0.58249,0.21356,0.02994,1
E01020305,0.15208,0.60301,0.20248,0.04244,1
E01020306,0.20147,0.58022,0.18901,0.0293,1
E01020307,0.20978,0.56276,0.19505,0.03241,1
E01020308,0.13644,0.60043,0.23714,0.02599,1
E01020309,0.15205,0.60266,0.22142,0.02386,1
E01020310,0.09296,0.5009,0.3565,0.04964,1
E01020311,0.16035,0.54089,0.27318,0.02558,1
E01020312,0.10839,0.51355,0.34774,0.03032,1
E01020313,0.18552,0.59517,0.18414,0.03517,1
E01020314,0.14078,0.57126,0.25073,0.03723,1
E01020315,0.16261,0.52864,0.24621,0.06254,1
E01020316,0.14079,0.55193,0.27516,0.03212,1
E01020317,0.13037,0.52865,0.2937,0.04728,1
E01020318,0.1397,0.53281,0.29305,0.03444,1
E01020319,0.13782,0.58529,0.25649,0.0204,1
E01020320,0.13404,0.54234,0.2866,0.03702,1
E01020321,0.16546,0.59847,0.19566,0.04041,1
E01020322,0.19693,0.56661,0.20647,0.02998,1
E01020323,0.13031,0.66885,0.18356,0.01728,1
E01020324,0.10656,0.564,0.282,0.04743,1
E01020325,0.16045,0.5976,0.21731,0.02464,1
E01020326,0.17517,0.5977,0.19494,0.03218,1
E01020327,0.17373,0.5606,0.22388,0.04179,1
E01020328,0.23316,0.61552,0.13384,0.01748,1
E01020329,0.13288,0.57169,0.25587,0.03956,1
E01020330,0.16868,0.54396,0.23407,0.0533,1
E01020331,0.14171,0.54394,0.27351,0.04084,1
E01020332,0.14489,0.6047,0.2023,0.04811,1
E01020333,0.18499,0.5456,0.23762,0.03179,1
E01020334,0.18201,0.5871,0.19969,0.0312,1
E01020335,0.13857,0.48804,0.29491,0.07848,1
E01020336,0.11178,0.46362,0.37284,0.05176,1
E01020337,0.20347,0.55764,0.20347,0.03542,1
E01020338,0.20461,0.5809,0.19061,0.02388,1
E01020339,0.16192,0.56702,0.24496,0.0261,1
E01020340,0.16552,0.59221,0.22509,0.01718,1
E01020341,0.13636,0.49315,0.32441,0.04608,1
E01020342,0.18435,0.62096,0.17917,0.01552,1
E01032628,0.17016,0.5541,0.23168,0.04407,1
E01032657,0.09263,0.74915,0.12982,0.0284,1
E01032658,0.08267,0.78038,0.11474,0.02221,1
E01033232,0.22637,0.71331,0.04913,0.01119,1
E01033233,0.03729,0.86484,0.07841,0.01947,1
E01033234,0.19451,0.66355,0.13318,0.00876,1
E01033235,0.10598,0.51633,0.3004,0.07729,1
E01033236,0.138,0.46314,0.3242,0.07467,1
E07000040,0.15906,0.54039,0.25288,0.04767,1
E07000041,0.15506,0.68553,0.1328,0.02661,1
E07000042,0.18306,0.58476,0.2005,0.03168,1
E07000043,0.17271,0.57823,0.21441,0.03466,1
E07000044,0.15724,0.56561,0.24193,0.03522,1
E07000045,0.16253,0.57745,0.22196,0.03806,1
E07000046,0.16353,0.56853,0.2355,0.03244,1
E07000047,0.16055,0.56737,0.23662,0.03546,1
E10000008,0.16339,0.58653,0.21419,0.03588,1
E06000026,0.17912,0.63962,0.15703,0.02424,1
E06000027,0.16769,0.57093,0.22409,0.03729,1
IMDQ1,0.18729,0.64539,0.14395,0.02337,1
IMDQ2,0.17273,0.61088,0.18555,0.03083,1
IMDQ3,0.16129,0.59589,0.2104,0.03241,1
IMDQ4,0.1688,0.57016,0.22262,0.03842,1
IMDQ5,0.14668,0.56376,0.24646,0.0431,1
E02003122,0.15834,0.55229,0.25236,0.03702,1
E02003123,0.19845,0.60417,0.17522,0.02216,1
E02003124,0.21981,0.61384,0.14324,0.02311,1
E02003125,0.16951,0.62537,0.18149,0.02363,1
E02003126,0.17062,0.61408,0.19276,0.02254,1
E02003127,0.22156,0.60582,0.15318,0.01944,1
E02003128,0.20106,0.61085,0.16292,0.02516,1
E02003129,0.20013,0.56422,0.2039,0.03176,1
E02003130,0.20865,0.62185,0.15007,0.01944,1
E02003131,0.19232,0.59248,0.19553,0.01967,1
E02003132,0.20446,0.61349,0.15552,0.02653,1
E02003133,0.17896,0.60038,0.1979,0.02276,1
E02003134,0.21218,0.62844,0.14218,0.01721,1
E02003135,0.23409,0.66069,0.09668,0.00853,1
E02003136,0.15834,0.53959,0.25391,0.04816,1
E02003137,0.17597,0.57334,0.19687,0.05382,1
E02003138,0.19024,0.67625,0.11581,0.0177,1
E02003139,0.21486,0.64803,0.12863,0.00848,1
E02003140,0.18913,0.58283,0.19367,0.03438,1
E02003141,0.16065,0.69994,0.12018,0.01923,1
E02003142,0.19268,0.64087,0.14551,0.02094,1
E02003143,0.18276,0.61044,0.1805,0.0263,1
E02003144,0.07198,0.83822,0.07187,0.01794,1
E02003145,0.15558,0.67061,0.14489,0.02892,1
E02003146,0.14599,0.76152,0.07931,0.01318,1
E02003147,0.23284,0.65565,0.10138,0.01014,1
E02003148,0.0925,0.79676,0.09796,0.01277,1
E02003149,0.16628,0.73503,0.08512,0.01356,1
E02003150,0.14708,0.70845,0.12266,0.02181,1
E02003151,0.14985,0.51143,0.27899,0.05973,1
E02003152,0.18883,0.57478,0.20708,0.0293,1
E02003153,0.18577,0.57829,0.20201,0.03393,1
E02003154,0.19463,0.56373,0.21478,0.02686,1
E02003155,0.16616,0.56197,0.22387,0.04801,1
E02003156,0.21439,0.61239,0.15226,0.02097,1
E02003157,0.19279,0.63323,0.15909,0.01489,1
E02003158,0.15512,0.5408,0.24727,0.05681,1
E02003159,0.20271,0.62546,0.14912,0.02272,1
E02003161,0.15313,0.67807,0.14169,0.02711,1
E02003163,0.07872,0.526,0.32621,0.06907,1
E02003164,0.15532,0.54638,0.24978,0.04852,1
E02003165,0.19239,0.57047,0.20452,0.03262,1
E02003166,0.22626,0.58418,0.1719,0.01766,1
E02003167,0.13772,0.58264,0.22588,0.05376,1
E02003168,0.14304,0.56067,0.26368,0.03261,1
E02003169,0.12221,0.48562,0.33333,0.05883,1
E02003170,0.12907,0.51764,0.31126,0.04204,1
E02003171,0.16247,0.53909,0.25569,0.04275,1
E02004129,0.15185,0.53184,0.28027,0.03604,1
E02004130,0.14455,0.54396,0.25568,0.05581,1
E02004131,0.16446,0.57828,0.21628,0.04098,1
E02004132,0.18071,0.56955,0.21987,0.02987,1
E02004133,0.15951,0.54784,0.24915,0.0435,1
E02004134,0.24229,0.60412,0.13317,0.02043,1
E02004135,0.14044,0.50619,0.30215,0.05122,1
E02004136,0.18374,0.53613,0.24305,0.03708,1
E02004137,0.13066,0.50318,0.31936,0.0468,1
E02004138,0.10648,0.44466,0.36493,0.08393,1
E02004139,0.15367,0.50029,0.28633,0.05971,1
E02004140,0.08626,0.41671,0.3781,0.11892,1
E02004141,0.16593,0.56033,0.23791,0.03582,1
E02004142,0.14409,0.61571,0.2095,0.0307,1
E02004143,0.15648,0.56234,0.24859,0.03258,1
E02004144,0.17076,0.53337,0.25311,0.04276,1
E02004145,0.12584,0.44194,0.3553,0.07692,1
E02004146,0.18816,0.602,0.18437,0.02547,1
E02004147,0.16412,0.65839,0.14925,0.02824,1
E02004148,0.13032,0.47089,0.30458,0.0942,1
E02004149,0.07646,0.78145,0.11809,0.02399,1
E02004150,0.18691,0.69224,0.1047,0.01615,1
E02004151,0.18695,0.60394,0.1694,0.03971,1
E02004152,0.0604,0.85158,0.06523,0.02279,1
E02004153,0.2027,0.66693,0.12193,0.00844,1
E02004154,0.1503,0.73749,0.09116,0.02104,1
E02004155,0.18981,0.60914,0.16656,0.03449,1
E02004156,0.0838,0.8089,0.08965,0.01765,1
E02004157,0.15864,0.65758,0.14108,0.04269,1
E02004158,0.18448,0.67869,0.11245,0.02437,1
E02004159,0.19942,0.64375,0.14265,0.01417,1
E02004160,0.17317,0.59091,0.19583,0.0401,1
E02004161,0.19911,0.64927,0.12625,0.02537,1
E02004162,0.16129,0.64299,0.16034,0.03538,1
E02004163,0.17539,0.54739,0.23001,0.0472,1
E02004164,0.15386,0.56967,0.24465,0.03183,1
E02004165,0.16639,0.56218,0.23085,0.04058,1
E02004166,0.18631,0.57235,0.20983,0.0315,1
E02004167,0.22826,0.60525,0.14455,0.02194,1
E02004168,0.18758,0.59827,0.1847,0.02945,1
E02004169,0.18435,0.5883,0.19707,0.03029,1
E02004170,0.19666,0.60996,0.16353,0.02984,1
E02004171,0.18087,0.57986,0.20798,0.03129,1
E02004172,0.16551,0.5785,0.22762,0.02837,1
E02004173,0.17345,0.58339,0.21498,0.02818,1
E02004174,0.18645,0.58282,0.18785,0.04288,1
E02004175,0.17271,0.60817,0.19286,0.02626,1
E02004176,0.13157,0.55473,0.27492,0.03878,1
E02004177,0.17673,0.5857,0.20323,0.03434,1
E02004178,0.17403,0.55736,0.2337,0.03492,1
E02004179,0.18202,0.57867,0.20009,0.03923,1
E02004180,0.17419,0.5789,0.21665,0.03026,1
E02004181,0.17677,0.58822,0.20176,0.03325,1
E02004182,0.19024,0.60954,0.1693,0.03093,1
E02004183,0.15722,0.55285,0.24708,0.04285,1
E02004184,0.21495,0.62224,0.13976,0.02305,1
E02004185,0.15377,0.51366,0.28039,0.05218,1
E02004186,0.18002,0.58602,0.20693,0.02703,1
E02004187,0.16581,0.57844,0.21765,0.03809,1
E02004188,0.14296,0.55731,0.26238,0.03735,1
E02004189,0.16101,0.65056,0.17178,0.01666,1
E02004190,0.15863,0.57335,0.23371,0.03431,1
E02004191,0.15819,0.58792,0.21716,0.03672,1
E02004192,0.14286,0.53902,0.2864,0.03173,1
E02004193,0.19118,0.6097,0.17183,0.02729,1
E02004194,0.17829,0.5764,0.2118,0.03351,1
E02004195,0.12765,0.57371,0.25494,0.0437,1
E02004196,0.16553,0.55439,0.24802,0.03206,1
E02004197,0.14233,0.50921,0.30974,0.03872,1
E02004198,0.16066,0.5575,0.2317,0.05015,1
E02004199,0.13391,0.48192,0.34175,0.04243,1
E02004200,0.12313,0.51777,0.31288,0.04622,1
E02004201,0.13813,0.54692,0.27383,0.04112,1
E02004202,0.17731,0.59743,0.19109,0.03417,1
E02004203,0.13952,0.56739,0.24945,0.04363,1
E02004204,0.17349,0.57244,0.2212,0.03287,1
E02004205,0.16752,0.57721,0.22731,0.02796,1
E02004206,0.13086,0.52104,0.28867,0.05944,1
E02004207,0.16704,0.56108,0.23405,0.03783,1
E02004208,0.15899,0.54544,0.25712,0.03844,1
E02004209,0.17133,0.59942,0.19373,0.03552,1
E02004210,0.15044,0.58771,0.20378,0.05808,1
E02004211,0.1288,0.51048,0.30741,0.05331,1
E02004212,0.18047,0.61754,0.18226,0.01973,1
E02004213,0.18466,0.63836,0.14392,0.03307,1
E02004214,0.19188,0.63,0.14933,0.0288,1
E02004215,0.16854,0.5991,0.18251,0.04985,1
E02004216,0.1572,0.57573,0.23588,0.03119,1
E02004217,0.1755,0.58518,0.21005,0.02927,1
E02004218,0.14788,0.57645,0.24133,0.03433,1
E02004219,0.1549,0.54703,0.25546,0.04261,1
E02004220,0.13853,0.54439,0.27933,0.03775,1
E02004221,0.11016,0.49493,0.33419,0.06072,1
E02004222,0.17647,0.60768,0.1872,0.02866,1
E02004223,0.21078,0.60099,0.1682,0.02003,1
E02004224,0.14829,0.55544,0.25703,0.03925,1
E02004225,0.18632,0.58024,0.20057,0.03287,1
E02004226,0.14027,0.56537,0.26575,0.02861,1
E02004227,0.16825,0.57065,0.22961,0.03149,1
E02004228,0.1484,0.56524,0.25927,0.02708,1
E02004229,0.17168,0.57735,0.21646,0.03451,1
E02004230,0.18233,0.57622,0.20499,0.03647,1
E02004231,0.14175,0.59493,0.2394,0.02391,1
E02004232,0.15216,0.57638,0.2416,0.02986,1
E02004233,0.17075,0.55262,0.23544,0.04119,1
E02004234,0.13964,0.55167,0.26976,0.03894,1
E02004235,0.14827,0.54689,0.26523,0.03961,1
E02006840,0.19135,0.57504,0.20253,0.03109,1
TOWN01,0.1755,0.58518,0.21005,0.02927,1
TOWN02,0.15288,0.53851,0.26639,0.04222,1
TOWN03,0.18232,0.5831,0.20169,0.03289,1
TOWN04,0.16445,0.56633,0.23455,0.03467,1
TOWN05,0.18067,0.57012,0.20941,0.0398,1
TOWN06,0.17584,0.58174,0.20883,0.03359,1
TOWN07,0.19221,0.59076,0.18767,0.02935,1
TOWN08,0.12889,0.54469,0.28776,0.03866,1
TOWN09,0.15249,0.55229,0.25303,0.04218,1
TOWN10,0.16055,0.67004,0.14196,0.02744,1
TOWN11,0.15667,0.56063,0.23621,0.04649,1
TOWN12,0.16122,0.57829,0.22897,0.03152,1
TOWN13,0.15997,0.56839,0.24198,0.02965,1
TOWN14,0.15408,0.55099,0.25178,0.04316,1
TOWN15,0.16892,0.58037,0.22008,0.03064,1
TOWN16,0.16834,0.58631,0.21776,0.02759,1
TOWN17,0.15229,0.53357,0.26944,0.0447,1
TOWN18,0.08563,0.59817,0.26606,0.05015,1
TOWN19,0.14354,0.5753,0.24334,0.03782,1
TOWN20,0.16872,0.59102,0.20572,0.03454,1
TOWN21,0.16691,0.57199,0.22908,0.03202,1
TOWN22,0.18923,0.56365,0.21514,0.03198,1
TOWN23,0.1214,0.46631,0.33952,0.07276,1
TOWN24,0.12654,0.47173,0.32519,0.07654,1
TOWN25,0.15676,0.56929,0.23641,0.03754,1
TOWN26,0.15483,0.56132,0.24603,0.03783,1
TOWN27,0.14703,0.54367,0.25821,0.05109,1
TOWN28,0.18064,0.58034,0.20697,0.03205,1
TOWN29,0.15736,0.56895,0.23575,0.03794,1
DIV1,0.17248,0.61592,0.17518,0.03642,1
DIV2,0.16737,0.61408,0.19178,0.02678,1
DIV3,0.15517,0.54451,0.25725,0.04307,1
DIV4,0.17919,0.60271,0.18429,0.03381,1
DIV5,0.19752,0.59014,0.1833,0.02904,1
DIV6,0.15596,0.5925,0.22731,0.02423,1
DIV7,0.18932,0.59788,0.19107,0.02173,1
DIV8,0.18275,0.58149,0.20179,0.03398,1
DIV9,0.15387,0.54979,0.25081,0.04553,1
DIV10,0.18067,0.57012,0.20941,0.0398,1
DIV11,0.22617,0.58829,0.16171,0.02383,1
DIV12,0.16471,0.57672,0.22979,0.02878,1
DIV13,0.16414,0.57688,0.22883,0.03015,1
DIV14,0.15175,0.56711,0.2493,0.03184,1
DIV15,0.18493,0.58849,0.19394,0.03264,1
DIV16,0.16446,0.57185,0.22963,0.03405,1
DIV17,0.19606,0.60537,0.17006,0.0285,1
DIV18,0.13634,0.5539,0.2729,0.03686,1
DIV19,0.15085,0.55167,0.25521,0.04227,1
DIV20,0.08697,0.77494,0.11519,0.0229,1
DIV21,0.1689,0.59017,0.20374,0.03719,1
DIV22,0.12831,0.45786,0.3274,0.08643,1
DIV23,0.16845,0.5989,0.20129,0.03136,1
DIV24,0.19739,0.66768,0.11863,0.0163,1
DIV25,0.16027,0.56243,0.23176,0.04554,1
DIV26,0.16592,0.54367,0.24823,0.04218,1
DIV27,0.16313,0.57216,0.23284,0.03187,1
DIV28,0.17677,0.63899,0.15027,0.03397,1
DIV29,0.15997,0.56839,0.24198,0.02965,1
DIV30,0.17482,0.59635,0.19832,0.03051,1
DIV31,0.14559,0.54255,0.26866,0.04319,1
DIV32,0.19118,0.6097,0.17183,0.02729,1
DIV33,0.14825,0.52245,0.28273,0.04657,1
DIV34,0.15933,0.57612,0.2241,0.04046,1
DIV35,0.19129,0.62,0.15803,0.03067,1
DIV36,0.17004,0.59168,0.20151,0.03678,1
DIV37,0.1243,0.51959,0.30684,0.04927,1
DIV38,0.16809,0.57629,0.22226,0.03335,1
DIV39,0.17265,0.54649,0.24401,0.03685,1
DIV40,0.19825,0.61736,0.15191,0.03248,1
DIV41,0.14746,0.54713,0.26714,0.03826,1
DIV42,0.12315,0.47306,0.33604,0.06775,1
DIV43,0.12248,0.46317,0.3321,0.08226,1
DIV44,0.16366,0.5491,0.25063,0.03661,1
DIV45,0.16135,0.57123,0.22701,0.0404,1
DIV46,0.10379,0.76072,0.10599,0.0295,1
DIV47,0.0955,0.81273,0.07277,0.019,1
DIV48,0.17075,0.55262,0.23544,0.04119,1
DIV49,0.15518,0.56426,0.23337,0.04719,1
DIV50,0.20597,0.59722,0.17097,0.02583,1
DIV51,0.16637,0.56578,0.22946,0.03839,1
DIV52,0.16107,0.57209,0.23631,0.03053,1
DIV53,0.1592,0.58559,0.21895,0.03626,1
DIV54,0.1926,0.58185,0.19065,0.03489,1
DIV55,0.16159,0.54326,0.2623,0.03285,1
DIV56,0.17969,0.57997,0.20941,0.03093,1
DIV57,0.19586,0.65135,0.13607,0.01671,1
DIV58,0.14205,0.56675,0.25515,0.03606,1
CHSCTAXE,0.1343,0.49352,0.30868,0.0635,1
CHSCTBARNSTAPLE,0.1848,0.5929,0.19173,0.03056,1
CHSCTBIDEFORD,0.16758,0.56081,0.23513,0.03648,1
CHSCTBRAUNTON,0.16928,0.57723,0.21822,0.03528,1
CHSCTCREDITON,0.17146,0.57751,0.21729,0.03373,1
CHSCTCULLOMPTON,0.1856,0.58708,0.19636,0.03095,1
CHSCTDAWLISH,0.14993,0.55205,0.25256,0.04547,1
CHSCTEXETERCHALL,0.18823,0.61631,0.16615,0.0293,1
CHSCTEXETERSYCAMORE,0.13893,0.72277,0.11357,0.02473,1
CHSCTEXMOUTH,0.15667,0.56063,0.23621,0.04649,1
CHSCTHONITON,0.16518,0.55277,0.24255,0.03949,1
CHSCTIVYBRIDGE,0.1694,0.57271,0.22671,0.03118,1
CHSCTKINGSBRIDGE,0.15229,0.53357,0.26944,0.0447,1
CHSCTNABBOT,0.16752,0.59394,0.20341,0.03513,1
CHSCTOKE,0.16265,0.58088,0.22352,0.03295,1
CHSCTSMOLTON,0.15736,0.56363,0.24325,0.03576,1
CHSCTTAVISTOCK,0.15693,0.57128,0.23691,0.03489,1
CHSCTTEIGN,0.16902,0.5708,0.22596,0.03423,1
CHSCTTIVERTON,0.18111,0.58214,0.20499,0.03176,1
CHSCTTORRINGTON,0.15873,0.57306,0.23778,0.03043,1
CHSCTTOTNES,0.14406,0.55975,0.25671,0.03948,1
Eastern,0.16324,0.60079,0.1998,0.03617,1
Northern,0.1689,0.5742,0.22317,0.03374,1
Southern,0.16321,0.57169,0.22751,0.03759,1
Western,0.17472,0.62253,0.17587,0.02689,1
