Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020041,24,39,48,46,18,175
E01020042,6,12,19,22,10,69
E01020043,13,14,38,32,16,112
E01020044,9,12,25,32,15,93
E01020045,10,10,27,31,15,92
E01020046,10,10,26,30,12,88
E01020047,12,17,30,37,25,121
E01020048,22,33,46,37,20,159
E01020049,7,6,18,26,14,72
E01020050,9,15,27,42,25,119
E01020051,8,8,22,31,25,94
E01020052,18,24,39,37,21,139
E01020053,15,21,30,27,17,109
E01020054,15,28,39,36,15,133
E01020055,18,22,39,41,24,143
E01020056,12,16,34,43,17,122
E01020057,21,33,48,40,17,160
E01020058,9,13,25,24,10,81
E01020059,12,9,35,41,16,114
E01020060,11,14,25,26,18,94
E01020061,16,18,35,33,18,120
E01020062,6,10,17,21,9,64
E01020063,15,18,39,40,22,135
E01020064,16,16,34,26,13,105
E01020065,33,28,36,37,15,149
E01020066,25,35,54,44,16,173
E01020067,22,28,50,30,14,144
E01020068,8,8,22,33,15,85
E01020069,10,8,24,30,13,85
E01020070,15,15,37,50,26,142
E01020071,11,14,31,32,18,106
E01020072,10,9,26,34,14,93
E01020073,13,11,31,41,27,123
E01020074,12,10,36,45,19,122
E01020075,12,14,34,35,17,112
E01020076,11,12,28,36,12,98
E01020077,8,11,26,31,13,90
E01020078,11,20,30,26,16,103
E01020079,11,16,27,27,16,97
E01020080,6,6,17,25,14,67
E01020081,12,16,24,26,17,95
E01020082,7,9,18,23,11,68
E01020083,14,18,42,39,17,130
E01020084,9,11,23,22,15,80
E01020085,12,16,36,22,9,94
E01020086,6,8,17,17,10,59
E01020087,14,16,37,56,33,154
E01020088,10,14,29,39,19,111
E01020089,14,18,45,38,20,134
E01020090,6,7,22,24,12,71
E01020091,8,8,24,20,14,74
E01020092,5,6,14,18,13,56
E01020093,7,11,25,19,14,76
E01020094,22,30,35,35,31,154
E01020095,18,22,35,27,13,115
E01020096,19,28,34,26,22,130
E01020097,18,18,48,61,32,177
E01020098,11,11,30,44,23,118
E01020099,7,6,17,31,15,76
E01020100,7,7,18,30,17,79
E01020101,7,10,21,23,15,78
E01020102,13,16,30,27,9,96
E01020103,21,29,39,37,13,139
E01020104,18,26,28,22,6,102
E01020105,11,16,24,23,14,87
E01020106,5,6,13,20,18,62
E01020107,8,11,18,29,24,90
E01020108,12,13,38,39,20,123
E01020109,9,8,25,25,13,79
E01020110,26,50,39,22,15,152
E01020111,19,15,31,39,17,121
E01020112,22,25,42,39,22,149
E01020113,19,22,35,34,22,132
E01020114,12,13,25,28,15,93
E01020115,6,8,20,21,12,68
E01020116,14,18,31,40,19,123
E01020117,7,8,22,30,16,84
E01020118,15,17,31,28,13,104
E01020119,6,7,19,30,17,80
E01020120,12,9,31,35,17,105
E01020121,12,14,32,36,16,110
E01020122,10,16,26,34,16,101
E01020123,9,10,23,24,14,79
E01020124,8,13,17,25,16,78
E01020125,5,6,15,16,12,53
E01020126,8,13,27,49,27,125
E01020127,13,10,31,36,16,106
E01020128,6,6,19,18,9,58
E01020129,12,15,26,23,13,90
E01020130,20,27,33,31,10,122
E01020131,18,19,45,60,25,169
E01020132,11,14,29,28,18,100
E01020133,9,16,25,24,13,87
E01020134,11,16,26,23,12,89
E01020135,13,20,34,30,23,120
E01020136,11,13,28,28,16,98
E01020137,12,13,21,29,14,88
E01020138,18,16,49,59,37,178
E01020139,12,20,31,28,15,107
E01020140,10,11,21,24,18,84
E01020141,25,31,53,34,15,158
E01020142,13,20,36,48,20,136
E01020143,13,16,36,47,19,130
E01020144,7,11,23,24,3,68
E01020145,21,26,33,38,15,133
E01020146,8,14,22,20,8,73
E01020147,8,11,25,43,22,108
E01020148,6,7,18,23,10,64
E01020149,7,11,21,22,11,73
E01020150,8,8,28,38,21,103
E01020151,3,5,13,23,16,61
E01020152,5,8,17,30,19,78
E01020153,4,4,13,26,16,63
E01020154,21,21,23,22,7,93
E01020155,10,14,23,21,13,80
E01020156,10,10,32,40,22,114
E01020157,13,11,36,49,21,131
E01020158,9,11,26,36,15,97
E01020159,8,9,25,30,13,84
E01020160,11,12,32,40,14,109
E01020161,18,19,33,36,27,133
E01020162,8,10,22,21,6,67
E01020163,9,9,23,25,7,73
E01020164,12,9,25,28,10,86
E01020165,7,12,21,22,5,68
E01020166,7,7,17,20,8,59
E01020167,8,6,18,19,5,55
E01020168,11,14,23,33,25,106
E01020169,18,20,36,42,19,135
E01020170,11,10,30,46,24,122
E01020171,8,7,22,38,25,101
E01020172,8,13,21,33,21,96
E01020173,4,6,11,23,13,56
E01020174,7,7,19,30,20,82
E01020175,7,9,21,40,28,105
E01020176,6,6,17,21,13,63
E01020177,9,7,22,26,14,78
E01020178,8,8,27,35,28,106
E01020179,8,10,24,36,26,104
