Area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01020037,10,15,15,15,15,15,15,20,25,25,15,20,20,15,15
E01020038,10,5,5,5,5,5,10,5,10,10,10,10,15,10,5
E01020039,15,15,15,15,20,25,20,20,15,30,20,25,20,20,25
E01020040,10,10,10,10,10,15,10,10,5,10,10,10,10,10,10
E01020041,5,5,10,10,10,10,10,10,20,20,20,15,15,15,10
E01020042,0,0,5,5,10,5,5,10,5,10,10,5,10,10,10
E01020043,5,10,10,10,10,10,10,10,15,20,20,15,10,15,15
E01020044,5,0,0,5,5,5,5,5,5,0,5,5,5,5,0
E01020045,0,0,0,0,5,5,5,5,5,10,10,10,10,10,5
E01020046,5,5,5,5,5,5,5,5,5,5,10,10,15,10,5
E01020047,5,5,5,5,10,5,5,10,15,15,10,10,10,10,5
E01020048,5,10,10,10,10,15,10,10,10,20,15,15,20,20,20
E01020049,0,0,0,0,5,5,10,5,10,5,5,10,5,10,5
E01020050,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
E01020051,5,10,10,10,5,10,5,5,0,5,5,10,5,5,5
E01020052,5,5,10,5,10,10,10,10,10,20,25,25,25,25,25
E01020053,5,5,5,15,10,15,15,10,15,10,20,10,15,15,15
E01020054,10,5,5,5,10,10,10,10,15,15,15,25,25,20,20
E01020055,5,5,5,15,5,10,10,10,15,20,15,15,10,10,10
E01020056,10,10,10,10,15,10,10,15,15,10,10,10,5,5,5
E01020057,10,10,15,15,15,15,15,15,20,15,15,25,20,20,20
E01020058,10,10,10,5,10,10,10,15,15,10,15,10,15,15,10
E01020059,0,5,5,10,10,5,10,10,5,10,10,10,10,10,10
E01020060,5,5,0,5,5,0,5,5,10,10,15,10,10,15,10
E01020061,5,10,10,5,10,15,10,15,15,15,20,25,15,15,10
E01020062,5,5,5,5,0,5,10,5,10,10,10,15,15,10,10
E01020063,10,5,15,15,15,15,15,20,20,20,20,20,25,25,25
E01020064,0,0,5,10,10,10,10,10,10,5,10,10,10,10,10
E01020065,5,5,0,5,5,10,10,10,5,10,10,15,15,15,20
E01020066,5,10,10,10,10,10,15,20,15,20,25,20,25,25,20
E01020067,10,10,10,10,10,15,15,20,15,15,20,20,20,15,15
E01020068,0,5,5,0,0,5,5,5,5,5,5,10,10,15,10
E01020069,5,5,5,0,5,5,10,5,10,10,15,10,15,10,10
E01020070,5,5,5,10,10,10,10,15,10,20,15,15,15,20,10
E01020071,5,5,5,5,5,5,10,5,10,5,10,5,10,10,0
E01020072,5,5,10,5,5,10,10,10,15,10,10,10,10,10,10
E01020073,5,5,5,10,15,10,10,15,15,15,20,20,15,10,10
E01020074,10,10,10,10,15,15,15,15,15,15,15,15,10,15,15
E01020075,0,5,10,5,5,5,5,10,5,5,10,5,10,10,10
E01020076,0,5,0,0,0,5,10,10,5,0,5,5,0,5,5
E01020077,0,5,5,10,5,5,5,5,5,5,5,10,10,0,5
E01020078,10,10,10,10,10,10,10,15,10,15,15,15,15,20,10
E01020079,10,10,5,5,5,0,0,5,5,10,15,15,15,15,15
E01020080,5,5,5,5,10,5,5,10,10,10,10,10,5,10,5
E01020081,5,5,5,5,5,10,5,5,5,5,0,5,10,15,10
E01020082,0,5,5,5,0,5,0,10,10,5,5,10,10,5,5
E01020083,5,0,5,5,0,5,5,10,15,10,15,15,15,15,15
E01020084,5,5,5,5,5,5,5,10,10,10,15,15,15,10,10
E01020085,10,10,10,5,10,10,5,5,10,10,5,10,5,5,5
E01020086,5,10,5,5,5,5,5,5,5,10,10,15,10,15,15
E01020087,5,5,10,5,10,15,10,5,10,10,15,15,15,10,5
E01020088,10,10,10,10,5,5,5,10,15,15,5,10,15,10,10
E01020089,10,15,20,15,10,15,15,15,15,15,15,20,20,25,20
E01020090,5,5,10,10,10,10,10,10,10,15,10,10,15,10,10
E01020091,5,5,5,5,5,5,5,5,5,5,5,10,5,10,5
E01020092,5,0,5,0,5,5,5,5,10,10,10,10,10,5,10
E01020093,10,10,10,10,10,15,10,10,15,20,20,15,10,10,10
E01020094,10,10,10,10,15,15,20,15,15,10,10,10,15,15,15
E01020095,10,10,10,10,5,10,15,10,15,15,10,10,10,15,10
E01020096,5,5,5,5,10,10,10,10,15,20,20,20,25,15,15
E01020097,10,10,5,10,5,5,10,15,5,10,15,5,15,15,10
E01020098,5,5,5,5,10,5,5,10,10,10,15,15,10,10,10
E01020099,5,10,5,5,0,5,10,5,10,10,10,10,10,15,15
E01020100,5,10,5,10,10,5,10,5,5,10,5,5,5,5,5
E01020101,10,10,10,10,10,15,15,15,10,15,20,20,20,10,10
E01020102,5,5,10,10,10,15,10,10,15,15,15,15,20,10,15
E01020103,5,5,15,15,15,20,15,10,15,15,20,25,25,25,25
E01020104,10,15,15,10,10,15,10,15,20,25,25,25,15,15,15
E01020105,5,5,10,10,5,5,5,5,5,5,5,15,10,10,15
E01020106,5,5,0,0,5,0,0,5,5,5,5,5,5,5,0
E01020107,5,5,5,5,5,5,5,5,10,10,15,10,10,5,10
E01020108,0,10,0,5,5,10,10,5,10,10,15,10,10,10,5
E01020109,0,5,0,5,5,0,5,0,5,0,0,5,5,5,0
E01020110,5,5,10,10,10,5,10,5,10,10,10,10,10,10,5
E01020111,10,10,0,5,5,10,10,10,5,15,15,15,15,15,10
E01020112,10,5,5,10,0,5,5,5,5,5,5,20,15,10,10
E01020113,5,5,5,5,15,10,10,5,10,5,10,10,10,10,10
E01020114,10,10,10,5,5,5,10,15,15,15,15,15,10,5,5
E01020115,5,0,10,5,5,5,5,10,5,10,10,5,5,5,5
E01020116,5,5,10,5,10,10,10,15,15,15,15,20,20,20,20
E01020117,10,10,15,15,15,15,20,15,15,10,15,15,15,20,20
E01020118,5,5,5,10,5,10,10,10,10,15,15,10,10,15,15
E01020119,0,5,5,5,5,5,5,5,5,10,5,10,10,10,10
E01020120,5,10,15,10,10,10,10,10,5,10,10,10,10,10,10
E01020121,10,15,10,15,15,15,15,20,20,15,20,15,10,10,10
E01020122,5,5,10,10,0,5,5,10,5,5,5,5,10,10,5
E01020123,5,5,5,5,10,10,10,10,10,15,20,15,15,15,10
E01020124,5,5,5,10,10,10,15,10,10,5,5,5,10,5,5
E01020125,5,0,5,0,5,5,5,5,5,5,5,10,5,5,5
E01020126,0,5,0,5,5,5,0,5,0,5,5,5,10,10,5
E01020127,5,10,5,10,10,10,10,10,10,10,10,15,15,10,5
E01020128,5,0,5,5,0,5,5,0,5,5,0,5,5,10,5
E01020129,5,5,5,5,5,5,5,0,5,5,5,10,5,10,5
E01020130,10,5,10,10,5,5,5,5,5,10,10,10,10,10,10
E01020131,5,5,5,10,10,10,15,10,15,10,10,15,15,15,15
E01020132,5,5,5,5,5,5,5,5,10,10,10,10,15,10,10
E01020133,5,5,5,5,5,10,10,5,10,5,10,15,10,15,15
E01020134,5,5,10,5,10,10,10,10,15,15,10,15,15,15,15
E01020135,5,5,5,5,10,10,15,15,15,15,15,15,20,25,20
E01020136,5,5,0,10,5,10,10,10,15,10,15,15,20,15,15
E01020137,10,10,10,10,15,15,10,10,10,10,10,15,10,15,15
E01020138,5,10,10,10,10,5,5,10,10,10,15,20,15,25,15
E01020139,5,5,5,0,10,5,10,10,15,10,15,15,15,20,15
E01020140,5,5,5,5,0,10,5,10,10,10,10,10,10,10,5
E01020141,5,10,10,10,10,5,10,15,15,15,15,20,25,30,20
E01020142,0,5,5,10,5,0,5,5,10,10,15,15,15,15,10
E01020143,10,10,10,15,15,15,20,15,20,20,20,20,15,20,15
E01020144,5,10,10,15,20,15,10,10,15,15,15,15,20,15,15
E01020145,10,10,10,10,10,15,15,15,10,15,15,15,15,15,10
E01020146,5,5,5,5,5,5,5,10,10,5,15,10,5,10,5
E01020147,15,15,10,10,10,10,15,10,15,10,15,20,15,10,10
E01020148,5,0,5,0,5,5,5,5,5,10,5,5,5,5,10
E01020149,5,5,5,5,10,5,5,5,15,10,10,10,5,10,10
E01020150,10,15,10,10,10,15,15,15,15,15,20,15,20,20,10
E01020151,0,5,5,10,5,0,0,5,0,5,5,5,10,10,5
E01020152,5,5,5,5,10,5,5,5,5,5,5,10,10,10,5
E01020153,5,0,5,5,5,0,5,5,5,5,5,5,10,10,10
E01020154,5,5,5,5,5,10,10,15,10,10,15,15,20,20,20
E01020155,5,0,5,5,5,0,10,10,10,10,10,10,15,15,10
E01020156,10,5,10,10,10,10,10,5,10,15,10,5,10,5,5
E01020157,10,10,15,15,10,10,10,10,10,10,10,10,15,15,10
E01020158,5,5,10,5,5,10,5,15,10,10,15,15,15,15,10
E01020159,5,5,5,5,0,0,5,10,5,10,10,10,10,10,15
E01020160,5,0,0,5,5,5,10,5,10,10,10,15,15,15,15
E01020161,10,10,20,15,10,15,15,15,20,20,25,20,15,15,15
E01020162,5,10,10,5,10,10,20,15,15,20,15,15,15,15,10
E01020163,5,10,15,15,15,20,20,25,20,20,25,25,20,15,15
E01020164,5,10,10,5,5,10,5,10,10,15,10,15,15,15,20
E01020165,5,5,5,10,10,5,10,5,5,10,10,5,10,5,0
E01020166,5,5,10,5,10,10,10,10,10,15,10,5,10,10,10
E01020167,5,10,10,10,10,15,10,5,5,10,15,15,10,10,5
E01020168,10,10,5,10,10,15,15,10,10,10,15,20,20,15,15
E01020169,10,10,10,10,10,5,15,15,10,10,10,10,10,10,15
E01020170,0,5,10,10,15,15,15,10,10,10,15,15,10,15,10
E01020171,5,5,5,5,5,0,5,5,5,5,10,5,10,0,0
E01020172,5,5,10,10,10,5,10,10,5,5,5,10,10,10,5
E01020173,0,0,0,5,5,0,5,5,10,5,5,5,5,5,0
E01020174,5,5,10,10,10,10,10,5,10,10,10,5,10,10,10
E01020175,5,5,10,5,5,5,5,5,10,10,10,10,10,10,10
E01020176,5,5,5,5,5,5,5,10,5,5,5,10,10,5,5
E01020177,10,10,5,5,10,10,10,15,20,20,25,20,25,25,20
E01020178,5,5,10,10,10,10,5,10,10,10,10,10,15,10,5
E01020179,5,5,5,5,5,5,5,5,5,5,5,10,10,10,5
E01020180,10,5,10,10,10,15,20,15,20,15,15,20,20,20,25
E01020181,10,15,10,10,10,15,15,15,15,15,15,15,20,15,15
E01020182,5,5,5,10,10,15,15,15,15,10,15,15,20,15,20
E01020183,5,5,5,10,5,10,10,10,10,10,10,10,15,15,10
E01020184,5,10,10,10,10,10,5,15,15,15,15,15,15,15,15
E01020185,5,5,5,5,5,10,10,5,0,5,5,5,5,5,5
E01020186,5,5,5,10,5,5,0,5,10,10,5,5,5,5,5
E01020187,5,5,5,5,5,10,15,10,10,10,10,15,15,15,15
E01020188,5,5,0,5,10,5,5,5,5,10,10,5,10,15,5
E01020189,10,15,15,10,10,10,15,15,20,30,25,30,25,25,20
E01020190,10,10,10,5,10,15,15,15,15,15,15,10,15,20,15
E01020191,5,5,5,5,5,10,5,10,10,10,10,15,15,15,10
E01020192,10,5,10,5,10,10,15,10,10,15,10,5,5,10,5
E01020193,0,5,5,10,5,5,5,5,10,10,10,10,15,15,10
E01020194,5,5,5,5,0,5,5,10,5,10,5,5,5,5,5
E01020195,10,10,15,10,10,10,10,10,10,10,10,20,15,20,10
E01020196,5,5,5,10,10,10,15,15,10,10,15,20,20,15,15
E01020197,10,10,5,5,5,10,10,5,5,10,10,10,10,10,10
E01020198,0,5,10,15,15,15,20,15,20,15,20,15,15,20,10
E01020199,10,15,15,10,15,15,15,15,10,10,10,20,15,15,10
E01020200,0,0,0,0,0,5,5,5,0,5,5,5,10,5,0
E01020201,0,0,5,5,5,5,5,10,5,5,10,10,15,15,10
E01020202,5,5,5,10,10,10,15,10,15,15,10,15,10,10,10
E01020203,5,5,5,5,10,10,5,5,5,10,5,10,15,10,10
E01020204,5,10,10,15,15,10,15,15,15,10,10,15,15,15,15
E01020205,0,5,5,10,10,5,10,10,10,10,5,10,5,10,5
E01020206,5,10,10,5,10,15,10,10,10,15,10,5,10,5,10
E01020207,5,0,0,0,0,10,5,5,5,5,0,5,0,0,0
E01020208,10,15,15,10,15,15,10,15,15,10,10,5,10,5,10
E01020209,5,10,5,5,5,15,10,5,15,15,15,10,10,10,10
E01020210,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5
E01020211,5,15,10,10,10,10,15,15,15,20,15,20,10,25,20
E01020212,5,10,10,15,5,5,10,10,10,15,20,25,25,20,20
E01020213,5,5,5,0,10,10,10,5,10,10,20,15,15,15,15
E01020214,5,10,5,5,5,10,10,10,10,10,10,10,10,5,5
E01020215,5,5,10,10,10,5,5,10,5,5,5,5,5,10,5
E01020216,10,15,15,20,20,20,20,20,20,25,25,25,30,25,25
E01020217,15,5,10,15,10,10,5,5,10,10,10,10,5,5,5
E01020218,10,10,10,10,10,10,5,10,10,15,15,20,20,25,15
E01020219,5,5,5,10,10,10,10,10,15,15,15,25,25,25,25
E01020220,5,5,0,0,5,5,10,5,10,10,15,10,15,10,10
E01020221,0,10,10,10,10,10,10,10,10,10,10,15,15,15,10
E01020222,0,5,5,5,5,5,0,5,0,5,10,5,0,10,5
E01020223,5,5,5,10,5,5,10,15,10,10,15,15,20,15,15
E01020224,0,5,5,5,10,5,5,10,10,5,5,5,5,10,10
E01020225,5,5,5,10,10,10,10,5,10,10,15,15,15,20,10
E01020226,0,0,5,0,0,5,10,5,0,5,0,0,5,5,5
E01020227,5,5,5,0,0,0,5,5,10,5,5,10,5,10,10
E01020228,5,5,5,10,5,5,5,15,15,10,10,10,15,15,10
E01020229,5,10,5,5,10,10,10,5,10,15,10,10,15,15,20
E01020230,5,10,15,5,15,10,15,15,15,15,15,10,20,15,15
E01020231,0,5,5,5,5,5,5,10,10,10,5,10,15,10,15
E01020232,10,10,15,15,10,15,10,15,15,15,15,20,20,15,10
E01020233,0,5,5,0,5,5,10,10,5,10,10,10,10,5,5
E01020234,5,10,5,10,10,15,15,15,10,10,15,15,15,20,15
E01020235,5,5,10,5,5,5,0,5,5,5,5,10,10,15,10
E01020236,5,5,10,5,5,10,5,10,5,10,10,15,10,15,10
E01020237,5,0,5,5,10,5,5,5,5,10,10,10,10,10,5
E01020238,10,10,5,0,10,0,5,5,10,5,5,5,10,5,5
E01020239,5,5,5,0,0,0,0,5,0,0,0,0,5,5,5
E01020240,5,5,0,0,5,5,5,10,10,10,10,10,15,10,5
E01020241,5,5,5,0,5,5,10,5,10,10,10,10,10,10,15
E01020242,5,5,5,0,5,5,5,5,5,10,10,10,10,5,5
E01020243,5,0,0,10,5,5,5,5,5,5,10,10,5,10,5
E01020244,5,5,5,10,10,10,10,5,5,5,10,10,10,15,10
E01020245,0,5,5,5,10,10,5,5,5,15,10,10,10,10,10
E01020246,5,5,0,0,5,5,5,5,5,0,0,5,5,5,5
E01020247,0,5,5,10,15,10,10,15,15,20,20,15,15,15,15
E01020248,5,5,5,5,5,0,5,5,5,10,5,10,10,10,10
E01020249,5,5,5,5,10,15,10,5,10,10,10,15,15,20,15
E01020250,5,5,10,10,5,10,10,15,15,10,10,15,20,15,15
E01020251,0,5,5,5,0,5,5,5,5,10,10,10,10,10,5
E01020252,10,10,10,10,10,15,10,10,10,10,10,15,20,20,10
E01020253,5,10,5,10,10,10,15,10,10,10,5,10,5,10,5
E01020254,0,0,5,15,10,15,10,10,10,10,10,15,10,10,10
E01020255,5,0,0,10,10,10,10,10,10,15,15,15,15,20,15
E01020256,5,5,5,0,0,5,5,5,10,10,10,10,5,10,5
E01020257,0,0,5,5,5,5,10,5,5,5,5,10,5,5,5
E01020258,5,10,5,5,5,10,5,15,15,15,15,10,15,15,15
E01020259,0,5,5,5,5,5,10,5,5,5,5,10,10,10,5
E01020260,0,0,0,0,0,5,5,0,5,5,5,5,5,10,5
E01020261,5,5,10,5,5,5,5,5,5,10,5,5,5,10,5
E01020262,0,5,0,0,5,5,5,0,5,5,5,5,5,0,0
E01020263,0,0,5,10,10,10,10,5,5,5,5,5,5,5,5
E01020264,10,10,10,10,5,10,10,5,5,5,10,5,5,5,5
E01020265,0,5,5,5,5,5,5,5,15,15,10,15,15,15,15
E01020266,5,5,10,10,15,15,15,15,10,10,10,15,10,15,15
E01020267,5,5,5,5,10,0,0,5,5,5,5,5,5,5,10
E01020268,0,0,5,0,5,5,5,5,5,0,10,5,10,10,5
E01020269,10,10,10,15,15,15,15,15,15,15,10,20,20,25,20
E01020270,5,5,10,5,10,10,15,20,15,15,15,15,15,20,15
E01020271,10,5,10,15,15,15,15,15,15,15,15,15,15,20,15
E01020272,10,10,5,15,20,20,20,20,25,25,20,25,25,30,25
E01020273,5,5,5,0,5,5,5,5,5,5,5,5,10,15,5
E01020274,0,5,0,5,5,5,5,5,5,5,5,0,5,0,5
E01020275,5,10,10,5,10,15,10,20,10,10,15,15,15,15,10
E01020276,5,5,10,5,5,5,10,10,5,10,10,15,10,15,10
E01020277,10,10,10,10,20,20,20,20,15,10,15,25,25,25,15
E01020278,0,5,5,10,5,5,10,10,10,15,15,15,10,5,5
E01020279,5,10,5,10,5,10,15,10,15,25,30,35,35,30,20
E01020280,0,5,5,5,5,10,10,20,20,20,20,15,25,20,25
E01020281,5,10,10,15,15,15,10,15,20,15,20,20,20,20,20
E01020282,5,5,10,5,5,5,5,5,10,15,10,10,10,15,5
E01020283,5,5,5,10,10,15,5,5,5,5,5,10,10,10,5
E01020284,10,10,10,10,10,15,15,10,15,15,20,15,15,10,15
E01020285,10,5,10,10,5,10,20,20,25,25,35,30,30,25,25
E01020286,5,10,10,15,15,15,15,20,20,15,15,15,15,20,10
E01020287,10,5,0,5,5,5,5,10,10,10,10,15,10,10,10
E01020288,5,5,5,5,5,5,5,5,10,10,10,15,15,10,10
E01020289,10,15,10,15,10,10,10,10,15,10,10,10,15,10,10
E01020290,0,10,5,10,5,10,10,10,10,15,10,15,15,15,10
E01020291,5,5,10,5,10,10,5,10,10,5,10,10,10,10,15
E01020292,5,5,5,5,10,15,10,15,10,15,15,15,15,15,20
E01020293,10,5,10,15,15,10,10,10,15,15,15,25,20,25,15
E01020294,5,10,10,15,10,10,15,15,20,20,20,20,20,15,20
E01020295,5,5,5,0,10,5,5,10,10,5,15,15,20,15,15
E01020296,5,0,0,5,5,5,0,0,0,5,5,5,10,5,5
E01020297,10,10,15,15,15,15,15,15,20,15,10,10,10,15,10
E01020298,5,5,5,5,5,5,5,10,10,10,5,5,10,10,5
E01020299,10,5,5,10,10,10,10,15,15,15,10,10,5,10,10
E01020300,0,5,0,5,10,5,5,5,5,10,10,10,10,15,10
E01020301,0,5,10,10,15,20,20,20,20,20,20,20,20,20,25
E01020302,10,10,10,15,20,20,15,15,10,10,15,20,15,15,10
E01020303,5,10,5,5,10,10,10,10,15,15,10,10,10,10,10
E01020304,10,10,10,10,10,10,10,5,10,10,15,15,15,15,10
E01020305,5,10,5,10,5,5,10,5,10,10,10,5,10,10,5
E01020306,0,10,10,5,5,10,5,10,10,5,5,5,10,5,5
E01020307,10,5,10,10,10,10,5,10,15,20,15,15,10,15,15
E01020308,5,0,5,5,5,5,5,5,5,10,5,10,10,10,10
E01020309,0,5,5,0,5,5,15,5,5,10,15,10,15,15,15
E01020310,5,5,10,5,10,10,10,10,15,15,15,15,20,15,15
E01020311,5,10,5,5,5,10,10,10,10,15,15,10,15,10,10
E01020312,5,15,10,10,15,15,10,15,15,10,10,5,5,5,5
E01020313,5,10,10,10,15,15,15,15,15,15,25,15,20,15,10
E01020314,5,5,5,5,5,5,10,10,5,10,10,10,10,5,10
E01020315,0,5,10,10,10,10,5,5,5,10,10,10,10,15,10
E01020316,5,5,5,5,10,5,10,10,5,10,10,10,15,15,10
E01020317,0,5,5,5,0,0,5,10,5,5,10,10,10,15,10
E01020318,0,5,0,5,5,0,0,5,5,10,10,5,5,10,10
E01020319,10,5,5,5,5,5,10,10,5,5,10,5,5,10,10
E01020320,5,10,10,10,10,10,10,15,10,10,5,5,15,15,10
E01020321,5,5,5,10,5,5,10,5,10,15,15,20,15,20,10
E01020322,5,5,5,0,5,5,5,15,15,10,15,10,10,10,5
E01020323,10,15,15,20,10,15,15,20,20,30,20,20,20,20,10
E01020324,5,5,5,10,10,10,10,15,10,5,10,10,15,5,5
E01020325,0,5,0,5,0,10,5,10,15,10,10,10,5,10,5
E01020326,5,0,5,5,5,10,15,15,20,15,20,20,15,15,15
E01020327,5,5,10,5,5,0,5,5,5,10,15,15,15,15,5
E01020328,10,10,5,10,10,10,10,20,20,25,20,20,25,20,10
E01020329,0,0,5,5,5,10,10,0,5,5,10,10,10,10,5
E01020330,0,5,5,5,5,10,10,10,10,5,10,10,10,15,10
E01020331,5,5,0,5,5,5,5,5,10,10,5,10,10,10,5
E01020332,5,5,0,5,10,10,10,15,10,10,10,10,15,15,15
E01020333,5,10,5,5,5,5,10,10,15,10,15,15,10,5,5
E01020334,10,10,5,10,10,10,10,15,15,20,20,20,15,20,10
E01020335,10,10,10,10,15,10,10,10,10,10,10,10,10,15,10
E01020336,10,5,5,10,10,5,10,5,10,10,10,10,0,5,0
E01020337,5,5,0,5,5,10,10,10,15,10,10,10,15,10,10
E01020338,5,10,5,10,10,10,10,10,15,25,25,25,30,20,15
E01020339,10,10,5,5,5,10,10,5,10,5,5,10,10,10,10
E01020340,5,5,5,10,5,5,10,10,15,15,15,15,10,15,15
E01020341,0,0,5,10,5,10,5,5,5,5,5,10,10,15,10
E01020342,15,10,10,10,10,10,15,15,20,30,30,25,25,25,25
E01032628,5,10,5,10,5,5,10,5,10,15,15,15,10,10,10
E01032657,3,3,3,6,6,6,9,9,12,11,9,11,13,13,13
E01032658,2,2,2,4,4,4,6,6,8,9,6,9,12,12,12
E01033232,0,0,1,1,3,6,9,11,12,10,11,13,14,16,16
E01033233,10,15,15,10,10,10,20,15,15,20,20,15,15,5,10
E01033234,0,0,4,4,7,9,11,14,13,10,9,12,11,14,14
E01033235,5,3,5,5,8,8,8,5,8,8,6,8,6,9,9
E01033236,5,2,5,5,7,7,7,5,7,7,4,7,4,6,6
E07000040,370,415,450,480,510,565,615,675,715,735,815,845,850,825,725
E07000041,510,495,550,585,635,705,800,810,850,910,935,1015,965,1020,875
E07000042,215,250,280,305,330,360,375,435,460,480,545,555,550,555,470
E07000043,350,395,420,430,440,490,515,510,590,625,660,735,725,715,620
E07000044,300,330,380,395,410,425,485,490,520,560,600,600,650,620,525
E07000045,385,500,530,565,650,705,725,740,770,840,830,940,980,1030,840
E07000046,205,260,270,305,335,375,370,410,455,480,505,535,555,530,460
E07000047,165,205,175,235,230,250,285,325,350,375,405,390,395,410,295
E10000008,2500,2850,3055,3300,3540,3875,4170,4395,4710,5005,5295,5615,5670,5705,4810
E06000026,1340,1455,1555,1725,1815,1960,2145,2345,2465,2590,2760,2880,2925,2950,2400
E06000027,640,690,765,860,905,905,1040,1110,1315,1260,1360,1465,1480,1470,1280
IMDQ1,897,1002,1077,1184,1244,1394,1576,1651,1788,1804,1891,2064,2097,2122,1807
IMDQ2,1220,1350,1430,1605,1660,1785,1955,2105,2290,2425,2610,2715,2760,2790,2255
IMDQ3,1183,1308,1368,1536,1651,1786,1889,1989,2177,2236,2454,2596,2608,2578,2258
IMDQ4,775,885,971,981,1093,1156,1234,1386,1472,1550,1641,1713,1754,1761,1436
IMDQ5,405,450,529,579,612,619,701,719,763,840,819,872,856,874,734
E02003122,35,40,40,45,40,50,55,45,50,60,55,65,60,65,50
E02003123,75,75,70,65,75,85,85,80,90,90,90,105,105,105,80
E02003124,50,55,55,60,65,80,90,95,95,105,100,100,110,115,100
E02003125,55,65,60,75,70,70,75,85,85,85,95,100,100,105,90
E02003126,45,60,60,60,65,70,70,65,85,80,95,80,80,85,75
E02003127,80,70,75,60,75,70,100,125,125,115,120,120,125,115,85
E02003128,60,75,75,75,75,95,90,100,110,110,110,115,130,130,110
E02003129,30,25,25,30,35,30,30,50,50,60,60,55,60,60,65
E02003130,70,70,105,105,100,105,120,135,135,135,150,145,170,165,120
E02003131,45,55,50,65,60,70,70,70,85,75,90,90,95,95,85
E02003132,40,45,45,65,65,55,75,85,100,110,110,130,130,120,110
E02003133,45,55,55,45,45,60,65,60,60,65,80,80,90,80,80
E02003134,55,60,65,80,85,90,100,115,95,100,100,105,100,105,80
E02003135,45,45,55,70,75,80,75,80,85,105,90,105,105,115,90
E02003136,20,30,40,30,35,30,50,60,50,60,60,70,60,65,60
E02003137,30,25,15,25,30,40,35,35,35,40,45,55,50,55,35
E02003138,20,20,30,35,30,35,25,40,45,50,55,55,50,50,40
E02003139,35,40,40,55,45,45,45,50,50,55,45,55,50,70,45
E02003140,35,35,45,35,50,50,55,60,65,75,70,65,80,65,50
E02003141,40,30,45,50,50,70,65,70,70,80,85,95,95,85,70
E02003142,50,60,60,75,80,90,105,120,120,140,130,140,150,130,100
E02003143,40,50,45,50,60,70,75,75,80,85,80,80,80,90,70
E02003144,20,15,20,25,30,30,30,40,50,55,65,60,45,60,45
E02003145,30,30,35,50,45,50,55,45,55,60,75,95,95,85,65
E02003146,25,35,45,40,50,45,55,65,60,50,70,60,75,70,55
E02003147,50,60,55,55,70,75,80,95,95,100,105,125,115,120,100
E02003148,25,30,30,40,35,35,55,40,50,55,75,65,70,70,65
E02003149,45,45,45,55,50,50,65,70,90,90,115,100,90,115,85
E02003150,35,50,55,60,75,80,85,110,95,110,135,140,135,140,115
E02003151,30,35,35,45,45,45,50,50,70,45,50,60,60,55,60
E02003152,50,40,40,50,60,70,60,70,80,85,95,105,90,95,75
E02003153,30,30,40,50,45,40,55,60,55,60,60,60,75,70,45
E02003154,35,50,55,65,55,50,60,70,80,75,80,80,100,110,90
E02003155,20,25,15,25,30,35,30,30,45,40,45,60,60,50,50
E02003156,45,50,65,60,55,55,65,85,105,90,110,115,130,120,105
E02003157,40,50,45,50,55,50,65,55,55,70,70,80,85,80,70
E02003158,15,25,20,45,40,55,55,55,55,50,60,60,55,65,55
E02003159,35,30,40,50,40,60,70,65,70,75,80,90,85,80,70
E02003161,30,35,50,55,50,50,60,60,65,70,75,80,80,80,80
E02003163,30,25,40,30,35,30,35,40,55,45,40,50,50,50,35
E02003164,25,25,25,40,45,40,55,60,75,70,65,70,70,70,60
E02003165,40,45,45,40,50,50,55,70,70,80,75,70,75,65,50
E02003166,65,60,75,85,85,85,90,100,155,145,150,155,170,150,135
E02003167,40,45,50,55,65,65,80,75,100,90,95,120,105,125,120
E02003168,45,35,45,45,40,50,55,70,70,65,85,85,85,95,85
E02003169,30,35,40,40,50,40,40,45,50,60,55,60,50,60,45
E02003170,45,40,50,65,70,80,80,90,95,85,85,105,95,80,70
E02003171,45,55,45,45,55,50,65,60,75,55,80,75,80,80,60
E02004129,15,25,20,20,20,20,20,20,25,30,25,25,30,25,20
E02004130,20,20,30,25,30,35,60,60,70,55,60,50,50,45,50
E02004131,25,25,35,25,25,25,30,40,35,40,55,50,50,55,40
E02004132,25,35,40,35,35,40,45,35,45,55,50,45,40,40,45
E02004133,30,30,20,25,30,25,25,25,30,25,45,55,60,55,55
E02004134,25,20,30,35,40,45,40,45,50,50,60,55,60,50,50
E02004135,20,15,20,25,25,25,30,35,35,25,20,40,30,25,25
E02004136,15,30,20,30,25,35,35,40,45,50,55,60,65,45,50
E02004137,10,10,15,20,15,25,20,15,25,25,25,25,25,30,25
E02004138,15,10,20,15,20,25,25,25,35,30,30,30,40,40,35
E02004139,20,15,15,10,25,25,25,30,20,25,30,45,50,40,40
E02004140,5,10,0,10,10,15,15,15,15,20,20,25,25,20,10
E02004141,15,25,20,20,20,25,25,40,30,30,35,35,30,35,30
E02004142,5,15,5,15,15,5,20,15,20,15,25,30,15,25,15
E02004143,25,25,20,25,40,35,35,40,45,45,50,55,55,65,45
E02004144,20,20,30,25,25,30,40,40,35,35,35,35,35,40,40
E02004145,15,10,15,25,20,5,15,20,20,25,30,25,25,30,20
