Area,16 to 24
E01020012,0.037930464
E01020013,0.038166071
E01020014,0.043062802
E01020015,0.042176871
E01020016,0.040875652
E01020017,0.032147458
E01020018,0.037158049
E01020019,0.011542714
E01020020,0.020244216
E01020021,0.023087321
E01020022,0.02394124
E01020023,0.02165724
E01020024,0.017915423
E01020025,0.031700516
E01020026,0.01681701
E01020027,0.021304161
E01020029,0.02861347
E01020030,0.041651869
E01020031,0.029163265
E01020032,0.04025117
E01020033,0.026768485
E01020035,0.020404844
E01020036,0.037979417
E01020037,0.041590133
E01020038,0.018070796
E01020039,0.040878989
E01020040,0.029035587
E01020041,0.038530612
E01020042,0.017294985
E01020043,0.019571613
E01020044,0.020318386
E01020045,0.019880249
E01020046,0.029354331
E01020047,0.019864959
E01020048,0.037086435
E01020049,0.027355433
E01020050,0.027707459
E01020051,0.018632075
E01020052,0.036846049
E01020053,0.036397112
E01020054,0.02126464
E01020055,0.037924581
E01020056,0.028831868
E01020057,0.038220183
E01020058,0.017387139
E01020059,0.028426523
E01020060,0.027801481
E01020061,0.020783851
E01020062,0.016875994
E01020063,0.026835882
E01020064,0.019737796
E01020065,0.033477245
E01020066,0.021018834
E01020067,0.038228898
E01020068,0.028397152
E01020069,0.027555901
E01020070,0.037208115
E01020071,0.019443681
E01020072,0.027661808
E01020073,0.035988764
E01020074,0.020414605
E01020075,0.020901515
E01020076,0.029040172
E01020077,0.028387692
E01020078,0.037186131
E01020079,0.035759443
E01020080,0.02000404
E01020081,0.035365613
E01020082,0.028036961
E01020083,0.029082979
E01020084,0.02609817
E01020085,0.021212329
E01020086,0.015649094
E01020087,0.036676709
E01020088,0.027593824
E01020089,0.020814007
E01020090,0.016358209
E01020091,0.019367925
E01020092,0.015494898
E01020093,0.026276867
E01020094,0.040179245
E01020095,0.037838998
E01020096,0.036471861
E01020097,0.036080376
E01020098,0.027595078
E01020099,0.027910526
E01020100,0.035613883
E01020101,0.027229537
E01020102,0.021758958
E01020103,0.041732394
E01020104,0.04004
E01020105,0.019582508
E01020106,0.018043578
E01020107,0.018923547
E01020108,0.027005388
E01020109,0.020032967
E01020110,0.018847794
E01020111,0.041221996
E01020112,0.040842475
E01020113,0.041543689
E01020114,0.037742633
E01020115,0.028541752
E01020116,0.037228614
E01020117,0.028020168
E01020118,0.038441233
E01020119,0.026863857
E01020120,0.019777036
E01020121,0.027702806
E01020122,0.029360724
E01020123,0.027177665
E01020124,0.019884941
E01020125,0.015941284
E01020126,0.037962209
E01020127,0.027659383
E01020128,0.016268293
E01020129,0.03729668
E01020130,0.039235195
E01020131,0.037331906
E01020132,0.019867143
E01020133,0.02117637
E01020134,0.038
E01020135,0.034885382
E01020136,0.027105114
E01020137,0.0266
E01020138,0.035679265
E01020139,0.037528777
E01020140,0.034542411
E01020141,0.042427406
E01020142,0.028298569
E01020143,0.028763695
E01020144,0.019486486
E01020145,0.026924269
E01020146,0.022370833
E01020147,0.027785978
E01020148,0.028736617
E01020149,0.028147239
E01020150,0.019822059
E01020151,0.015700893
E01020152,0.026946218
E01020153,0.026266533
E01020154,0.026300885
E01020155,0.036491991
E01020156,0.019659367
E01020157,0.028347917
E01020158,0.02042963
E01020159,0.028140294
E01020160,0.028601573
E01020161,0.026514412
E01020162,0.018045455
E01020163,0.017921713
E01020164,0.019822496
E01020165,0.019145025
E01020166,0.016663176
E01020167,0.017439842
E01020168,0.025480723
E01020169,0.020633444
E01020170,0.019638702
E01020171,0.018692972
E01020172,0.027252101
E01020173,0.016587354
E01020174,0.026100917
E01020175,0.025695226
E01020176,0.020947248
E01020177,0.028087037
E01020178,0.025601918
E01020179,0.025548705
E01020180,0.03700551
E01020181,0.026455733
E01020182,0.028909414
E01020183,0.035934823
E01020184,0.035544323
E01020185,0.015637066
E01020186,0.015
E01020187,0.028709389
E01020188,0.027524064
E01020189,0.035552473
E01020190,0.019577534
E01020191,0.031235429
E01020192,0.0185
E01020193,0.020231861
E01020194,0.017525773
E01020195,0.027603043
E01020196,0.037636364
E01020197,0.019912381
E01020198,0.039658397
E01020199,0.038428571
E01020200,0.019454139
E01020201,0.018962901
E01020202,0.025018031
E01020203,0.014768012
E01020204,0.030837012
E01020205,0.020843072
E01020206,0.020949565
E01020207,0.029123953
E01020208,0.028063025
E01020209,0.029280075
E01020210,0.016622137
E01020211,0.041380795
E01020212,0.037694093
E01020213,0.028407986
E01020214,0.019527941
E01020215,0.016136042
E01020216,0.040883096
E01020217,0.0374
E01020218,0.039185401
E01020219,0.021096963
E01020220,0.027557432
E01020221,0.02896011
E01020222,0.017798371
E01020223,0.028160405
E01020224,0.029088435
E01020225,0.038601594
E01020226,0.026263056
E01020227,0.026061667
E01020228,0.035775132
E01020229,0.037241617
E01020230,0.02787358
E01020231,0.026747458
E01020232,0.027766055
E01020233,0.017440655
E01020234,0.036866426
E01020235,0.026362556
E01020236,0.016762808
E01020237,0.027868204
E01020238,0.020682759
E01020239,0.016498
E01020240,0.019774524
E01020241,0.028064516
E01020242,0.018431429
E01020243,0.028602537
E01020244,0.028120818
E01020245,0.020745455
E01020246,0.028526205
E01020247,0.036226601
E01020248,0.020740741
E01020249,0.019333333
E01020250,0.020243286
E01020251,0.020798374
E01020252,0.037145946
E01020253,0.017603908
E01020254,0.037005988
E01020255,0.026202247
E01020256,0.027054152
E01020257,0.016550102
E01020258,0.019986207
E01020259,0.028282378
E01020260,0.018239044
E01020261,0.019283976
E01020262,0.035693578
E01020263,0.024871642
E01020264,0.036185124
E01020265,0.016318731
E01020266,0.016588321
E01020267,0.019328076
E01020268,0.018035088
E01020269,0.039049731
E01020270,0.021027314
E01020271,0.037046552
E01020272,0.035322108
E01020273,0.019826786
E01020274,0.028419118
E01020275,0.039706542
E01020276,0.025915423
E01020277,0.03897604
E01020278,0.028329819
E01020279,0.039274694
E01020280,0.041936575
E01020281,0.019489104
E01020282,0.035657285
E01020283,0.027458399
E01020284,0.038307292
E01020285,0.038163539
E01020286,0.036556509
E01020287,0.03610279
E01020288,0.037643266
E01020289,0.037573529
E01020290,0.03665978
E01020291,0.038482709
E01020292,0.035125191
E01020293,0.037077095
E01020294,0.036454784
E01020295,0.02610104
E01020296,0.027277519
E01020297,0.040526606
E01020298,0.018270108
E01020299,0.026821149
E01020300,0.019055858
E01020301,0.02872497
E01020302,0.037471295
E01020303,0.028243939
E01020304,0.026973011
E01020305,0.039042697
E01020306,0.020278373
E01020307,0.035137318
E01020308,0.028065906
E01020309,0.037534853
E01020310,0.035309816
E01020311,0.036160998
E01020312,0.026764706
E01020313,0.036409594
E01020314,0.036296403
E01020315,0.027046552
E01020316,0.017343708
E01020317,0.019652893
E01020318,0.019598592
E01020319,0.028330357
E01020320,0.036632138
E01020321,0.038049422
E01020322,0.037859296
E01020323,0.040914191
E01020324,0.027663948
E01020325,0.027902077
E01020326,0.02854921
E01020327,0.019855337
E01020328,0.038170972
E01020329,0.027766423
E01020330,0.036011734
E01020331,0.027347619
E01020332,0.028384828
E01020333,0.02002228
E01020334,0.03702726
E01020335,0.02525661
E01020336,0.015054645
E01020337,0.03541483
E01020338,0.028845714
E01020339,0.028893586
E01020340,0.028566334
E01020341,0.019477833
E01020342,0.028878992
E01032628,0.020274232
E01032657,0.023250391
E01032658,0.034427737
E01033232,0.022182764
E01033233,0.009063656
E01033234,0.01844584
E01033235,0.016997963
E01033236,0.014968675
E07000040,0.022019013
E07000041,0.026343813
E07000042,0.027388127
E07000043,0.029015763
E07000044,0.024816984
E07000045,0.026479461
E07000046,0.032983957
E07000047,0.029525642
E10000008,0.026654126
E06000026,0.030822909
E06000027,0.032597671
IMDQ1,0.040672518
IMDQ2,0.036645389
IMDQ3,0.027279524
IMDQ4,0.019795386
IMDQ5,0.015897721
E02003122,0.020345544
E02003123,0.035326022
E02003124,0.035460501
E02003125,0.03772011
E02003126,0.029709041
E02003127,0.038760055
E02003128,0.036657447
E02003129,0.027103778
E02003130,0.038841452
E02003131,0.033746939
E02003132,0.031248499
E02003133,0.024591094
E02003134,0.038913813
E02003135,0.038113372
E02003136,0.020210394
E02003137,0.018064202
E02003138,0.020469981
E02003139,0.022450118
E02003140,0.019359987
E02003141,0.041458679
E02003142,0.040168849
E02003143,0.026791585
E02003144,0.023954967
E02003145,0.034360935
E02003146,0.029661765
E02003147,0.043038653
E02003148,0.030380994
E02003149,0.035287936
E02003150,0.039904269
E02003151,0.018061427
E02003152,0.022839811
E02003153,0.020338749
E02003154,0.036078287
E02003155,0.035178862
E02003156,0.026783612
E02003157,0.040450391
E02003158,0.034387679
E02003159,0.037728946
E02003161,0.041809448
E02003163,0.034490994
E02003164,0.024501566
E02003165,0.029655997
E02003166,0.03703106
E02003167,0.039549797
E02003168,0.027172178
E02003169,0.018682944
E02003170,0.03205807
E02003171,0.032352862
E02004129,0.027002961
E02004130,0.028602459
E02004131,0.020959722
E02004132,0.021065514
E02004133,0.024371572
E02004134,0.026004965
E02004135,0.019366417
E02004136,0.017689159
E02004137,0.020918907
E02004138,0.019257499
E02004139,0.019616165
E02004140,0.015104816
E02004141,0.020264151
E02004142,0.015969044
E02004143,0.019243358
E02004144,0.017805987
E02004145,0.01735453
E02004146,0.028229646
E02004147,0.036432916
E02004148,0.024352921
E02004149,0.01172114
E02004150,0.030776596
E02004151,0.027854572
E02004152,0.02030191
E02004153,0.029193691
E02004154,0.021655034
E02004155,0.033797943
E02004156,0.035085351
E02004157,0.023469555
E02004158,0.035796471
E02004159,0.019528882
E02004160,0.025525156
E02004161,0.036810248
E02004162,0.026212684
E02004163,0.024431557
E02004164,0.028190246
E02004165,0.02000218
E02004166,0.02296415
E02004167,0.036124286
E02004168,0.03646569
E02004169,0.021706653
E02004170,0.028267178
E02004171,0.022437703
E02004172,0.030400852
E02004173,0.030690604
E02004174,0.026712829
E02004175,0.037467757
E02004176,0.032331434
E02004177,0.036322822
E02004178,0.021734509
E02004179,0.019898409
E02004180,0.025143943
E02004181,0.027991213
E02004182,0.039139712
E02004183,0.025527686
E02004184,0.032200366
E02004185,0.021048422
E02004186,0.024399514
E02004187,0.032995292
E02004188,0.033352339
E02004189,0.024724201
E02004190,0.027402716
E02004191,0.032780874
E02004192,0.022751266
E02004193,0.019884485
E02004194,0.026239475
E02004195,0.02538477
E02004196,0.023857534
E02004197,0.019863689
E02004198,0.027031226
E02004199,0.025776573
E02004200,0.023587488
E02004201,0.029169355
E02004202,0.022841226
E02004203,0.021825478
E02004204,0.02330655
E02004205,0.030832546
E02004206,0.028717231
E02004207,0.0253482
E02004208,0.018238445
E02004209,0.025638473
E02004210,0.036966692
E02004211,0.01939434
E02004212,0.023326633
E02004213,0.027430359
E02004214,0.037384
E02004215,0.033069272
E02004216,0.024669861
E02004217,0.032711286
E02004218,0.026051909
E02004219,0.018984715
E02004220,0.032463046
E02004221,0.025044794
E02004222,0.032536616
E02004223,0.035720188
E02004224,0.031614377
E02004225,0.030238479
E02004226,0.032292497
E02004227,0.037372758
E02004228,0.034604976
E02004229,0.035472743
E02004230,0.030840107
E02004231,0.03173327
E02004232,0.030105926
E02004233,0.027169228
E02004234,0.023902973
E02004235,0.026142235
E02006840,0.028801019
TOWN01,0.032711286
TOWN02,0.023447324
TOWN03,0.028004408
TOWN04,0.031862091
TOWN05,0.019408994
TOWN06,0.029197861
TOWN07,0.024267467
TOWN08,0.025887914
TOWN09,0.029673584
TOWN10,0.026059712
TOWN11,0.022884529
TOWN12,0.030459107
TOWN13,0.036175195
TOWN14,0.025871133
TOWN15,0.034029581
TOWN16,0.022446079
TOWN17,0.02592941
TOWN18,0.037962209
TOWN19,0.022160592
TOWN20,0.02605672
TOWN21,0.032129496
TOWN22,0.019907174
TOWN23,0.018700259
TOWN24,0.017464045
TOWN25,0.032699462
TOWN26,0.027722918
TOWN27,0.024961461
TOWN28,0.02860878
TOWN29,0.027195226
DIV1,0.025949452
DIV2,0.029357399
DIV3,0.023542047
DIV4,0.034033202
DIV5,0.02838334
DIV6,0.023563383
DIV7,0.033634543
DIV8,0.034050515
DIV9,0.02300899
DIV10,0.019408994
DIV11,0.02456284
DIV12,0.024657269
DIV13,0.028478674
DIV14,0.029729136
DIV15,0.027583269
DIV16,0.028244303
DIV17,0.026974034
DIV18,0.023955112
DIV19,0.029820712
DIV20,0.01558672
DIV21,0.025097635
DIV22,0.021205607
DIV23,0.023356764
DIV24,0.03290774
DIV25,0.023679953
DIV26,0.021012667
DIV27,0.032108297
DIV28,0.02804679
DIV29,0.036175195
DIV30,0.036869471
DIV31,0.022170893
DIV32,0.019884485
DIV33,0.026437025
DIV34,0.024012764
DIV35,0.030302142
DIV36,0.028842137
DIV37,0.028682619
DIV38,0.030490928
DIV39,0.018999401
DIV40,0.029564046
DIV41,0.024869991
DIV42,0.019586157
DIV43,0.017652587
DIV44,0.024642048
DIV45,0.033600595
DIV46,0.032152414
DIV47,0.022412371
DIV48,0.027169228
DIV49,0.026559279
DIV50,0.02952348
DIV51,0.029688241
DIV52,0.031417572
DIV53,0.030148878
DIV54,0.023145608
DIV55,0.024267413
DIV56,0.022188715
DIV57,0.029851509
DIV58,0.028168886
CHSCTAXE,0.019858243
CHSCTBARNSTAPLE,0.029974944
CHSCTBIDEFORD,0.029135021
CHSCTBRAUNTON,0.028411706
CHSCTCREDITON,0.027493033
CHSCTCULLOMPTON,0.024155085
CHSCTDAWLISH,0.027142319
CHSCTEXETERCHALL,0.026422196
CHSCTEXETERSYCAMORE,0.025809892
CHSCTEXMOUTH,0.022884529
CHSCTHONITON,0.022775859
CHSCTIVYBRIDGE,0.022805038
CHSCTKINGSBRIDGE,0.02592941
CHSCTNABBOT,0.026645688
CHSCTOKE,0.031512291
CHSCTSMOLTON,0.033451491
CHSCTTAVISTOCK,0.026017293
CHSCTTEIGN,0.026192189
CHSCTTIVERTON,0.029921733
CHSCTTORRINGTON,0.034205936
CHSCTTOTNES,0.027246339
Eastern,
Northern,
Southern,
Western,
