Label,Indicator,Year,Devon Town,Value
A&E Attendances 2011,A&E attendances,2011,Ashburton/Buckfastleigh,47986.46712
A&E Attendances 2011,A&E attendances,2011,Axminster,24017.89017
A&E Attendances 2011,A&E attendances,2011,Barnstaple,31469.52682
A&E Attendances 2011,A&E attendances,2011,Bideford/Northam,40686.09365
A&E Attendances 2011,A&E attendances,2011,Braunton,23455.17895
A&E Attendances 2011,A&E attendances,2011,Crediton,28618.85433
A&E Attendances 2011,A&E attendances,2011,Cullompton,32522.37402
A&E Attendances 2011,A&E attendances,2011,Dartmouth,43433.9447
A&E Attendances 2011,A&E attendances,2011,Dawlish,50014.16461
A&E Attendances 2011,A&E attendances,2011,Exeter,38135.75491
A&E Attendances 2011,A&E attendances,2011,Exmouth,48089.23457
A&E Attendances 2011,A&E attendances,2011,Great Torrington,25610.34627
A&E Attendances 2011,A&E attendances,2011,Holsworthy,27500.99462
A&E Attendances 2011,A&E attendances,2011,Honiton,62813.92068
A&E Attendances 2011,A&E attendances,2011,Ilfracombe,45022.03575
A&E Attendances 2011,A&E attendances,2011,Ivybridge,18152.94558
A&E Attendances 2011,A&E attendances,2011,Kingsbridge,16276.3041
A&E Attendances 2011,A&E attendances,2011,Lynton and Lynmouth,35083.14987
A&E Attendances 2011,A&E attendances,2011,Moretonhampstead,29578.66281
A&E Attendances 2011,A&E attendances,2011,Newton Abbot,44296.93375
A&E Attendances 2011,A&E attendances,2011,Okehampton,34002.2866
A&E Attendances 2011,A&E attendances,2011,Ottery St Mary,33278.85954
A&E Attendances 2011,A&E attendances,2011,Seaton,28043.76708
A&E Attendances 2011,A&E attendances,2011,Sidmouth,29228.37123
A&E Attendances 2011,A&E attendances,2011,South Molton,26628.99393
A&E Attendances 2011,A&E attendances,2011,Tavistock,15238.13145
A&E Attendances 2011,A&E attendances,2011,Teignmouth,45037.48453
A&E Attendances 2011,A&E attendances,2011,Tiverton,45779.02847
A&E Attendances 2011,A&E attendances,2011,Totnes,44575.56023
A&E Attendances 2012,A&E attendances,2012,Ashburton/Buckfastleigh,45170.33996
A&E Attendances 2012,A&E attendances,2012,Axminster,25234.96476
A&E Attendances 2012,A&E attendances,2012,Barnstaple,31393.35086
A&E Attendances 2012,A&E attendances,2012,Bideford/Northam,40901.00087
A&E Attendances 2012,A&E attendances,2012,Braunton,22754.99289
A&E Attendances 2012,A&E attendances,2012,Crediton,27740.20917
A&E Attendances 2012,A&E attendances,2012,Cullompton,31577.49852
A&E Attendances 2012,A&E attendances,2012,Dartmouth,42811.68262
A&E Attendances 2012,A&E attendances,2012,Dawlish,48188.91945
A&E Attendances 2012,A&E attendances,2012,Exeter,38044.54576
A&E Attendances 2012,A&E attendances,2012,Exmouth,47961.01035
A&E Attendances 2012,A&E attendances,2012,Great Torrington,26168.86732
A&E Attendances 2012,A&E attendances,2012,Holsworthy,28627.67247
A&E Attendances 2012,A&E attendances,2012,Honiton,60350.11903
A&E Attendances 2012,A&E attendances,2012,Ilfracombe,43878.17634
A&E Attendances 2012,A&E attendances,2012,Ivybridge,18321.73936
A&E Attendances 2012,A&E attendances,2012,Kingsbridge,16075.07609
A&E Attendances 2012,A&E attendances,2012,Lynton and Lynmouth,33534.13367
A&E Attendances 2012,A&E attendances,2012,Moretonhampstead,27854.01974
A&E Attendances 2012,A&E attendances,2012,Newton Abbot,43670.87087
A&E Attendances 2012,A&E attendances,2012,Okehampton,32466.67274
A&E Attendances 2012,A&E attendances,2012,Ottery St Mary,32107.12387
A&E Attendances 2012,A&E attendances,2012,Seaton,28308.24582
A&E Attendances 2012,A&E attendances,2012,Sidmouth,29597.60777
A&E Attendances 2012,A&E attendances,2012,South Molton,27338.40449
A&E Attendances 2012,A&E attendances,2012,Tavistock,15159.34005
A&E Attendances 2012,A&E attendances,2012,Teignmouth,46637.75152
A&E Attendances 2012,A&E attendances,2012,Tiverton,45116.02029
A&E Attendances 2012,A&E attendances,2012,Totnes,42381.00232
A&E Attendances 2013,A&E attendances,2013,Ashburton/Buckfastleigh,40617.26324
A&E Attendances 2013,A&E attendances,2013,Axminster,25074.63949
A&E Attendances 2013,A&E attendances,2013,Barnstaple,31085.48767
A&E Attendances 2013,A&E attendances,2013,Bideford/Northam,38921.73397
A&E Attendances 2013,A&E attendances,2013,Braunton,22898.30399
A&E Attendances 2013,A&E attendances,2013,Crediton,28896.76014
A&E Attendances 2013,A&E attendances,2013,Cullompton,31972.77443
A&E Attendances 2013,A&E attendances,2013,Dartmouth,40968.43833
A&E Attendances 2013,A&E attendances,2013,Dawlish,46746.42925
A&E Attendances 2013,A&E attendances,2013,Exeter,36878.74475
A&E Attendances 2013,A&E attendances,2013,Exmouth,44064.18921
A&E Attendances 2013,A&E attendances,2013,Great Torrington,27413.09459
A&E Attendances 2013,A&E attendances,2013,Holsworthy,28366.44114
A&E Attendances 2013,A&E attendances,2013,Honiton,57023.16671
A&E Attendances 2013,A&E attendances,2013,Ilfracombe,42438.26961
A&E Attendances 2013,A&E attendances,2013,Ivybridge,17609.35001
A&E Attendances 2013,A&E attendances,2013,Kingsbridge,15870.4063
A&E Attendances 2013,A&E attendances,2013,Lynton and Lynmouth,30041.31036
A&E Attendances 2013,A&E attendances,2013,Moretonhampstead,28796.67089
A&E Attendances 2013,A&E attendances,2013,Newton Abbot,42399.53918
A&E Attendances 2013,A&E attendances,2013,Okehampton,31355.66707
A&E Attendances 2013,A&E attendances,2013,Ottery St Mary,31345.71459
A&E Attendances 2013,A&E attendances,2013,Seaton,25661.38001
A&E Attendances 2013,A&E attendances,2013,Sidmouth,29045.90858
A&E Attendances 2013,A&E attendances,2013,South Molton,25302.90186
A&E Attendances 2013,A&E attendances,2013,Tavistock,14891.80315
A&E Attendances 2013,A&E attendances,2013,Teignmouth,45498.5889
A&E Attendances 2013,A&E attendances,2013,Tiverton,43843.32695
A&E Attendances 2013,A&E attendances,2013,Totnes,41789.18011
A&E Attendances 2014,A&E attendances,2014,Ashburton/Buckfastleigh,
A&E Attendances 2014,A&E attendances,2014,Axminster,
A&E Attendances 2014,A&E attendances,2014,Barnstaple,
A&E Attendances 2014,A&E attendances,2014,Bideford/Northam,
A&E Attendances 2014,A&E attendances,2014,Braunton,
A&E Attendances 2014,A&E attendances,2014,Crediton,
A&E Attendances 2014,A&E attendances,2014,Cullompton,
A&E Attendances 2014,A&E attendances,2014,Dartmouth,
A&E Attendances 2014,A&E attendances,2014,Dawlish,
A&E Attendances 2014,A&E attendances,2014,Exeter,
A&E Attendances 2014,A&E attendances,2014,Exmouth,
A&E Attendances 2014,A&E attendances,2014,Great Torrington,
A&E Attendances 2014,A&E attendances,2014,Holsworthy,
A&E Attendances 2014,A&E attendances,2014,Honiton,
A&E Attendances 2014,A&E attendances,2014,Ilfracombe,
A&E Attendances 2014,A&E attendances,2014,Ivybridge,
A&E Attendances 2014,A&E attendances,2014,Kingsbridge,
A&E Attendances 2014,A&E attendances,2014,Lynton and Lynmouth,
A&E Attendances 2014,A&E attendances,2014,Moretonhampstead,
A&E Attendances 2014,A&E attendances,2014,Newton Abbot,
A&E Attendances 2014,A&E attendances,2014,Okehampton,
A&E Attendances 2014,A&E attendances,2014,Ottery St Mary,
A&E Attendances 2014,A&E attendances,2014,Seaton,
A&E Attendances 2014,A&E attendances,2014,Sidmouth,
A&E Attendances 2014,A&E attendances,2014,South Molton,
A&E Attendances 2014,A&E attendances,2014,Tavistock,
A&E Attendances 2014,A&E attendances,2014,Teignmouth,
A&E Attendances 2014,A&E attendances,2014,Tiverton,
A&E Attendances 2014,A&E attendances,2014,Totnes,
A&E Attendances 2015,A&E attendances,2015,Ashburton/Buckfastleigh,
A&E Attendances 2015,A&E attendances,2015,Axminster,
A&E Attendances 2015,A&E attendances,2015,Barnstaple,
A&E Attendances 2015,A&E attendances,2015,Bideford/Northam,
A&E Attendances 2015,A&E attendances,2015,Braunton,
A&E Attendances 2015,A&E attendances,2015,Crediton,
A&E Attendances 2015,A&E attendances,2015,Cullompton,
A&E Attendances 2015,A&E attendances,2015,Dartmouth,
A&E Attendances 2015,A&E attendances,2015,Dawlish,
A&E Attendances 2015,A&E attendances,2015,Exeter,
A&E Attendances 2015,A&E attendances,2015,Exmouth,
A&E Attendances 2015,A&E attendances,2015,Great Torrington,
A&E Attendances 2015,A&E attendances,2015,Holsworthy,
A&E Attendances 2015,A&E attendances,2015,Honiton,
A&E Attendances 2015,A&E attendances,2015,Ilfracombe,
A&E Attendances 2015,A&E attendances,2015,Ivybridge,
A&E Attendances 2015,A&E attendances,2015,Kingsbridge,
A&E Attendances 2015,A&E attendances,2015,Lynton and Lynmouth,
A&E Attendances 2015,A&E attendances,2015,Moretonhampstead,
A&E Attendances 2015,A&E attendances,2015,Newton Abbot,
A&E Attendances 2015,A&E attendances,2015,Okehampton,
A&E Attendances 2015,A&E attendances,2015,Ottery St Mary,
A&E Attendances 2015,A&E attendances,2015,Seaton,
A&E Attendances 2015,A&E attendances,2015,Sidmouth,
A&E Attendances 2015,A&E attendances,2015,South Molton,
A&E Attendances 2015,A&E attendances,2015,Tavistock,
A&E Attendances 2015,A&E attendances,2015,Teignmouth,
A&E Attendances 2015,A&E attendances,2015,Tiverton,
A&E Attendances 2015,A&E attendances,2015,Totnes,
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Ashburton/Buckfastleigh,1596.003633
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Axminster,887.1661884
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Barnstaple,1768.986279
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Bideford/Northam,1715.814898
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Braunton,1299.69678
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Crediton,1090.742776
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Cullompton,1279.235969
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Dartmouth,1239.538639
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Dawlish,1566.343238
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Exeter,1569.844724
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Exmouth,1332.0025
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Great Torrington,1473.12246
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Holsworthy,1163.40143
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Honiton,1434.870283
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Ilfracombe,1957.105146
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Ivybridge,1254.339675
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Kingsbridge,1343.903679
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Lynton and Lynmouth,1495.023098
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Moretonhampstead,1086.616975
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Newton Abbot,1483.567956
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Okehampton,1185.657138
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Ottery St Mary,1015.350431
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Seaton,1439.658015
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Sidmouth,1093.480949
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,South Molton,1386.020771
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Tavistock,1484.193066
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Teignmouth,1799.394291
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Tiverton,1160.469882
Alcohol Admissions 2008 to 2010,Alcohol admissions,2008 to 2010,Totnes,1436.644147
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Ashburton/Buckfastleigh,1682.133784
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Axminster,934.5799347
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Barnstaple,1967.083126
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Bideford/Northam,1943.326288
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Braunton,1431.126497
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Crediton,1054.988836
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Cullompton,1285.839824
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Dartmouth,1262.942867
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Dawlish,1655.919352
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Exeter,1570.631371
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Exmouth,1332.683255
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Great Torrington,1645.614062
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Holsworthy,1272.87948
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Honiton,1452.863445
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Ilfracombe,2071.796817
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Ivybridge,1407.731804
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Kingsbridge,1427.051992
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Lynton and Lynmouth,1815.621023
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Moretonhampstead,892.0779989
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Newton Abbot,1529.90727
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Okehampton,1244.557553
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Ottery St Mary,1074.471764
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Seaton,1396.908586
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Sidmouth,1223.550079
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,South Molton,1532.305592
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Tavistock,1569.148219
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Teignmouth,1747.116978
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Tiverton,1179.883391
Alcohol Admissions 2009 to 2011,Alcohol admissions,2009 to 2011,Totnes,1509.913802
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Ashburton/Buckfastleigh,1806.614758
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Axminster,968.902135
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Barnstaple,2116.7266
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Bideford/Northam,2128.436993
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Braunton,1434.328697
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Crediton,1092.999885
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Cullompton,1286.714139
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Dartmouth,1279.403111
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Dawlish,1602.570696
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Exeter,1604.363677
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Exmouth,1378.198741
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Great Torrington,1778.836762
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Holsworthy,1412.275057
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Honiton,1456.718816
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Ilfracombe,2221.088117
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Ivybridge,1511.941805
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Kingsbridge,1526.482503
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Lynton and Lynmouth,2266.302561
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Moretonhampstead,890.1634017
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Newton Abbot,1562.144966
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Okehampton,1343.931791
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Ottery St Mary,1115.263281
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Seaton,1345.850976
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Sidmouth,1336.773179
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,South Molton,1744.965314
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Tavistock,1603.646082
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Teignmouth,1816.794877
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Tiverton,1224.290173
Alcohol Admissions 2010 to 2012,Alcohol admissions,2010 to 2012,Totnes,1653.976569
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Ashburton/Buckfastleigh,1926.368745
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Axminster,1016.88217
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Barnstaple,2262.326478
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Bideford/Northam,2197.1872
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Braunton,1440.66354
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Crediton,1137.957145
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Cullompton,1264.401103
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Dartmouth,1363.416181
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Dawlish,1659.442656
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Exeter,1597.128079
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Exmouth,1376.747743
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Great Torrington,1849.623283
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Holsworthy,1521.280036
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Honiton,1376.45188
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Ilfracombe,2262.127839
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Ivybridge,1582.756155
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Kingsbridge,1593.181016
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Lynton and Lynmouth,2277.59002
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Moretonhampstead,925.3858929
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Newton Abbot,1532.327448
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Okehampton,1353.987575
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Ottery St Mary,1146.405914
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Seaton,1288.487911
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Sidmouth,1407.587516
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,South Molton,1843.388544
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Tavistock,1634.90903
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Teignmouth,1860.779366
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Tiverton,1281.176383
Alcohol Admissions 2011 to 2013,Alcohol admissions,2011 to 2013,Totnes,1657.30418
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Ashburton/Buckfastleigh,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Axminster,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Barnstaple,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Bideford/Northam,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Braunton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Crediton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Cullompton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Dartmouth,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Dawlish,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Exeter,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Exmouth,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Great Torrington,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Holsworthy,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Honiton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Ilfracombe,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Ivybridge,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Kingsbridge,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Lynton and Lynmouth,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Moretonhampstead,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Newton Abbot,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Okehampton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Ottery St Mary,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Seaton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Sidmouth,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,South Molton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Tavistock,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Teignmouth,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Tiverton,
Alcohol Admissions 2012 to 2014,Alcohol admissions,2012 to 2014,Totnes,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Ashburton/Buckfastleigh,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Axminster,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Barnstaple,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Bideford/Northam,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Braunton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Crediton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Cullompton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Dartmouth,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Dawlish,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Exeter,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Exmouth,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Great Torrington,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Holsworthy,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Honiton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Ilfracombe,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Ivybridge,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Kingsbridge,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Lynton and Lynmouth,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Moretonhampstead,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Newton Abbot,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Okehampton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Ottery St Mary,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Seaton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Sidmouth,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,South Molton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Tavistock,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Teignmouth,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Tiverton,
Alcohol Admissions 2013 to 2015,Alcohol admissions,2013 to 2015,Totnes,
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Ashburton/Buckfastleigh,0.076687117
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Axminster,0.038888889
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Barnstaple,0.107913669
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Bideford/Northam,0.106485963
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Braunton,0.06615215
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Crediton,0.064061499
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Cullompton,0.065537957
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Dartmouth,0.065616798
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Dawlish,0.106796117
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Exeter,0.056372675
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Exmouth,0.052953157
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Great Torrington,0.078502415
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Holsworthy,0.044824776
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Honiton,0.077399381
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Ilfracombe,0.102880658
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Ivybridge,0.05159787
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Kingsbridge,0.067283431
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Lynton and Lynmouth,Suppressed
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Moretonhampstead,0.034129693
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Newton Abbot,0.067865626
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Okehampton,0.075014426
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Ottery St Mary,0.053285968
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Seaton,0.069156293
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Sidmouth,0.048335124
Benefits 16 to 24 2001,Benefits 16 to 24,2001,South Molton,0.071355759
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Tavistock,0.055877483
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Teignmouth,0.105610561
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Tiverton,0.077702703
Benefits 16 to 24 2001,Benefits 16 to 24,2001,Totnes,0.083288555
Benefits 16 to 24 2002,Benefits 16 to 24,2002,Ashburton/Buckfastleigh,0.088
Benefits 16 to 24 2002,Benefits 16 to 24,2002,Axminster,0.057291667
