Label,Indicator,Year,Devon Town,Value
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Ivybridge,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Kingsbridge,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Lynton and Lynmouth,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Moretonhampstead,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Newton Abbot,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Okehampton,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Ottery St Mary,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Seaton,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Sidmouth,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,South Molton,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Tavistock,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Teignmouth,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Tiverton,
Benefits 16 to 24 2016,Benefits 16 to 24,2016,Totnes,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Ashburton/Buckfastleigh,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Axminster,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Barnstaple,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Bideford/Northam,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Braunton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Crediton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Cullompton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Dartmouth,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Dawlish,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Exeter,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Exmouth,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Great Torrington,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Holsworthy,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Honiton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Ilfracombe,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Ivybridge,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Kingsbridge,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Lynton and Lynmouth,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Moretonhampstead,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Newton Abbot,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Okehampton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Ottery St Mary,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Seaton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Sidmouth,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,South Molton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Tavistock,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Teignmouth,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Tiverton,
Benefits 16 to 24 2017,Benefits 16 to 24,2017,Totnes,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Ashburton/Buckfastleigh,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Axminster,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Barnstaple,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Bideford/Northam,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Braunton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Crediton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Cullompton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Dartmouth,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Dawlish,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Exeter,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Exmouth,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Great Torrington,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Holsworthy,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Honiton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Ilfracombe,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Ivybridge,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Kingsbridge,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Lynton and Lynmouth,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Moretonhampstead,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Newton Abbot,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Okehampton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Ottery St Mary,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Seaton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Sidmouth,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,South Molton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Tavistock,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Teignmouth,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Tiverton,
Benefits 16 to 24 2018,Benefits 16 to 24,2018,Totnes,
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Ashburton/Buckfastleigh,56.36864223
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Axminster,51.05691057
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Barnstaple,58.75156055
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Bideford/Northam,58.97332797
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Braunton,58.97087987
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Crediton,56.68040024
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Cullompton,57.79689509
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Dartmouth,51.6194332
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Dawlish,53.16273202
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Exeter,48.29576391
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Exmouth,51.75572902
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Great Torrington,51.68825162
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Holsworthy,55.4916146
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Honiton,56.7714551
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Ilfracombe,65.60076854
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Ivybridge,51.74540726
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Kingsbridge,49.01633878
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Lynton and Lynmouth,38.37298542
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Moretonhampstead,55.29522024
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Newton Abbot,55.0602868
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Okehampton,59.51480305
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Ottery St Mary,50.8935189
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Seaton,48.42647857
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Sidmouth,42.3466226
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,South Molton,57.69230769
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Tavistock,52.78684128
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Teignmouth,54.52831557
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Tiverton,63.66933944
Birth Rate 2004 to 2008,Birth rate,2004 to 2008,Totnes,51.28357853
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Ashburton/Buckfastleigh,57.37109659
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Axminster,49.52830189
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Barnstaple,59.9436704
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Bideford/Northam,60.59188991
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Braunton,58.43141339
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Crediton,58.76137364
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Cullompton,59.23982975
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Dartmouth,49.98077662
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Dawlish,55.22361036
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Exeter,49.75964135
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Exmouth,54.004427
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Great Torrington,53.40869766
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Holsworthy,54.93597687
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Honiton,56.187955
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Ilfracombe,66.98795181
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Ivybridge,52.25917315
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Kingsbridge,50.45795171
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Lynton and Lynmouth,40.49844237
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Moretonhampstead,57.19673162
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Newton Abbot,56.76826722
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Okehampton,59.40742219
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Ottery St Mary,52.936311
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Seaton,49.79197423
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Sidmouth,39.96272906
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,South Molton,57.79334501
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Tavistock,52.87110159
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Teignmouth,55.37412004
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Tiverton,64.14904013
Birth Rate 2005 to 2009,Birth rate,2005 to 2009,Totnes,50.5776022
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Ashburton/Buckfastleigh,58.51142225
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Axminster,51.80633542
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Barnstaple,61.49045063
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Bideford/Northam,62.91766907
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Braunton,66.03379929
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Crediton,60.20360403
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Cullompton,60.66924834
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Dartmouth,52.038275
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Dawlish,55.22592424
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Exeter,50.81372126
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Exmouth,55.75239156
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Great Torrington,54.11682731
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Holsworthy,53.00764374
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Honiton,57.00617899
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Ilfracombe,67.57693374
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Ivybridge,53.47812724
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Kingsbridge,51.66484945
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Lynton and Lynmouth,45.38216561
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Moretonhampstead,56.85084637
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Newton Abbot,57.80405405
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Okehampton,60.35590707
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Ottery St Mary,50.94323942
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Seaton,50.15463224
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Sidmouth,40.44194288
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,South Molton,59.06927038
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Tavistock,56.29656065
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Teignmouth,58.29204314
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Tiverton,64.04049296
Birth Rate 2006 to 2010,Birth rate,2006 to 2010,Totnes,51.33928571
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Ashburton/Buckfastleigh,59.23815237
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Axminster,52.49371333
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Barnstaple,62.74755578
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Bideford/Northam,65.46760176
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Braunton,72.57980659
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Crediton,61.052264
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Cullompton,63.21867689
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Dartmouth,54.87228004
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Dawlish,56.17977528
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Exeter,52.44778771
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Exmouth,57.97471587
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Great Torrington,58.52862306
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Holsworthy,51.31656431
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Honiton,58.09600214
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Ilfracombe,69.75123685
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Ivybridge,54.36104068
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Kingsbridge,55.02109705
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Lynton and Lynmouth,50.08210181
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Moretonhampstead,58.03278689
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Newton Abbot,58.53933352
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Okehampton,61.29795838
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Ottery St Mary,52.08857574
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Seaton,54.17851822
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Sidmouth,41.56118143
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,South Molton,58.72678019
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Tavistock,55.74225926
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Teignmouth,58.47054519
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Tiverton,63.80167369
Birth Rate 2007 to 2011,Birth rate,2007 to 2011,Totnes,52.09165182
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Ashburton/Buckfastleigh,60.06097561
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Axminster,52.35765588
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Barnstaple,63.61066236
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Bideford/Northam,67.82004587
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Braunton,73.38592485
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Crediton,61.85807656
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Cullompton,65.46489564
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Dartmouth,54.96354459
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Dawlish,59.71678778
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Exeter,53.15229623
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Exmouth,59.85102131
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Great Torrington,60.7096546
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Holsworthy,50.74373141
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Honiton,60.81855573
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Ilfracombe,71.40843085
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Ivybridge,55.8269612
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Kingsbridge,57.28188492
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Lynton and Lynmouth,55.55555556
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Moretonhampstead,56.37583893
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Newton Abbot,59.25477652
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Okehampton,63.82664368
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Ottery St Mary,51.62216965
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Seaton,56.96986377
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Sidmouth,43.52928625
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,South Molton,60.70069289
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Tavistock,55.27183983
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Teignmouth,61.08780452
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Tiverton,64.94989217
Birth Rate 2008 to 2012,Birth rate,2008 t0 2012,Totnes,53.31321514
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Ashburton/Buckfastleigh,58.61262666
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Axminster,54.98854405
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Barnstaple,63.5551142
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Bideford/Northam,68.30823497
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Braunton,75.19186891
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Crediton,64.44222522
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Cullompton,64.86486486
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Dartmouth,55.83682916
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Dawlish,60.03382187
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Exeter,52.54539548
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Exmouth,60.47715924
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Great Torrington,61.55314327
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Holsworthy,51.63275774
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Honiton,61.80081855
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Ilfracombe,72.36324634
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Ivybridge,55.80502644
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Kingsbridge,58.94011202
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Lynton and Lynmouth,61.33333333
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Moretonhampstead,51.29076087
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Newton Abbot,61.38648483
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Okehampton,64.71288307
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Ottery St Mary,51.32577372
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Seaton,55.1048951
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Sidmouth,50.36669543
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,South Molton,60.60903733
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Tavistock,54.74937057
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Teignmouth,61.68542654
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Tiverton,64.14199667
Birth Rate 2009 to 2013,Birth rate,2009 to 2013,Totnes,54.46721048
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Ashburton/Buckfastleigh,59.19897878
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Axminster,56.02240896
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Barnstaple,62.31675325
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Bideford/Northam,67.76949522
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Braunton,77.71750469
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Crediton,63.73274892
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Cullompton,63.99115978
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Dartmouth,60.57893166
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Dawlish,60.33509036
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Exeter,51.67786983
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Exmouth,61.02947081
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Great Torrington,61.0824433
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Holsworthy,51.35508372
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Honiton,63.37784543
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Ilfracombe,71.51664612
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Ivybridge,56.27913861
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Kingsbridge,60.53772767
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Lynton and Lynmouth,60.18518519
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Moretonhampstead,49.96554101
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Newton Abbot,61.13706479
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Okehampton,65.62531191
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Ottery St Mary,49.61373391
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Seaton,57.52840909
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Sidmouth,52.76273023
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,South Molton,62.26415094
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Tavistock,53.82251606
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Teignmouth,60.51358392
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Tiverton,64.55995084
Birth Rate 2010 to 2014,Birth rate,2010 to 2014,Totnes,56.13414554
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Ashburton/Buckfastleigh,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Axminster,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Barnstaple,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Bideford/Northam,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Braunton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Crediton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Cullompton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Dartmouth,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Dawlish,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Exeter,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Exmouth,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Great Torrington,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Holsworthy,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Honiton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Ilfracombe,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Ivybridge,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Kingsbridge,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Lynton and Lynmouth,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Moretonhampstead,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Newton Abbot,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Okehampton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Ottery St Mary,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Seaton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Sidmouth,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,South Molton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Tavistock,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Teignmouth,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Tiverton,
Birth Rate 2011 to 2015,Birth rate,2011 to 2015,Totnes,
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Ashburton/Buckfastleigh,733.048259
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Axminster,407.3807812
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Barnstaple,455.5084746
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Bideford/Northam,531.7945236
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Braunton,587.0165746
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Crediton,456.1003421
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Cullompton,751.2152011
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Dartmouth,599.6002665
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Dawlish,791.8831972
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Exeter,521.9160511
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Exmouth,760.5793349
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Great Torrington,693.5944512
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Holsworthy,725.4164428
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Honiton,473.0563554
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Ilfracombe,1056.428755
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Ivybridge,538.6250886
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Kingsbridge,334.5139709
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Lynton and Lynmouth,Suppressed
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Moretonhampstead,491.6420846
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Newton Abbot,581.2788134
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Okehampton,404.7900152
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Ottery St Mary,326.2642741
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Seaton,843.3200178
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Sidmouth,447.0938897
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,South Molton,955.6103576
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Tavistock,632.5555243
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Teignmouth,700.3891051
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Tiverton,493.1091162
Care Home Admissions 2011-12,Care home admissions,2011 to 2012,Totnes,328.4746459
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Ashburton/Buckfastleigh,464.5760743
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Axminster,302.889096
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Barnstaple,550.5148333
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Bideford/Northam,618.1542132
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Braunton,914.3244158
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Crediton,409.8360656
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Cullompton,833.867864
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Dartmouth,383.8771593
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Dawlish,830.3677343
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Exeter,566.1105631
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Exmouth,693.3501418
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Great Torrington,591.0165485
Care Home Admissions 2012-13,Care home admissions,2012 to 2013,Holsworthy,587.6341339
