Area,2005_LCI,2005_UCI,2006_LCI,2006_UCI,2007_LCI,2007_UCI,2008_LCI,2008_UCI,2009_LCI,2009_UCI,2010_LCI,2010_UCI,2011_LCI,2011_UCI,2012_LCI,2012_UCI,2013_LCI,2013_UCI,2014_LCI,2014_UCI,2015_LCI,2015_UCI,2016_LCI,2016_UCI,2017_LCI,2017_UCI
E01015047,0.011188185,0.014200642,0.013077137,0.015849873,0.012883279,0.015618945,0.009436944,0.012372389,0.014365225,0.017018354,0.015300774,0.017883804,0.015166235,0.017821031,0.014415676,0.016933899,0.015253971,0.017852403,0.013227207,0.015542552,0.009904521,0.012387309,0.009904521,0.012387309,,
E01015048,0.018847179,0.021920931,0.017335259,0.020393858,0.018250672,0.021443527,0.017366334,0.02076414,0.023215039,0.026354626,0.020958514,0.024216413,0.019930424,0.022864746,0.018543968,0.021070066,0.022593362,0.025793959,0.014673108,0.016924574,0.011211287,0.013650593,0.013318438,0.015647839,,
E01015049,0.007267942,0.009842557,0.005584869,0.008174726,0.004371196,0.006847488,0.006529643,0.008851347,0.008142548,0.010339462,0.006865455,0.009078971,0.006805294,0.008953052,0.006497266,0.008596213,0.005387484,0.007701967,0.004559354,0.006682922,0.005366544,0.007454613,0.006710947,0.008744917,,
E01015050,0.008661483,0.011030206,0.007978434,0.010169414,0.007199747,0.00918618,0.007011284,0.008856511,0.008645492,0.010420528,0.008319674,0.010068065,0.009440938,0.011121175,0.009173723,0.010865694,0.008801769,0.010570744,0.008095264,0.009715215,0.006085986,0.007776322,0.006537964,0.008212673,,
E01015051,0.008339413,0.01084384,0.007531385,0.010065196,0.005651776,0.008271908,0.004384933,0.006735183,0.006814005,0.008800627,0.005732702,0.007592228,0.006012858,0.007742359,0.006526412,0.008365421,0.006459517,0.008459844,0.005445377,0.007107442,0.004352296,0.006053846,0.004927454,0.006607735,,
E01015052,0.009141557,0.011379052,0.009158603,0.011230405,0.007608462,0.009667988,0.006864744,0.008762552,0.008271469,0.009992186,0.007032999,0.008828879,0.008616705,0.010301533,0.008525399,0.010148313,0.008036967,0.00976641,0.0073627,0.008920963,0.006221113,0.007817843,0.0073627,0.008920963,,
E01015053,0.007509167,0.009366937,0.008313793,0.010139761,0.007513977,0.009372878,0.0077819,0.009789215,0.009502095,0.011401455,0.007613832,0.009674744,0.009752778,0.011897473,0.011822158,0.014190331,0.008987118,0.010907607,0.01105834,0.013334592,0.008024044,0.010438077,0.008024044,0.010438077,,
E01015054,0.004875698,0.00631301,0.003790478,0.005122503,0.004279072,0.005648063,0.004163163,0.005442865,0.004617783,0.005870296,0.004800352,0.006166693,0.004868635,0.00627827,0.006526759,0.008198716,0.004120973,0.005387999,0.005312005,0.006934559,0.004806637,0.006446735,0.004245471,0.005906089,,
E01015055,0.010849439,0.013681083,0.008965005,0.011888436,0.009569936,0.012482443,0.009289731,0.012245732,0.011833526,0.014677906,0.011820372,0.014746136,0.012253435,0.015233086,0.010205323,0.013237527,0.01041461,0.013333317,0.010957409,0.013911975,0.008079214,0.0111823,0.010089291,0.013089028,,
E01015056,0.007046241,0.009852527,0.008021922,0.010780897,0.008104856,0.010891157,0.009255573,0.012077417,0.010546451,0.013349846,0.009372405,0.012170512,0.010949956,0.013717521,0.011521501,0.014220702,0.010546451,0.013349846,0.010229437,0.013000195,0.007539277,0.010442515,0.008528878,0.011383273,,
E01015057,0.010461177,0.013768521,0.009721249,0.012807238,0.011954067,0.014825054,0.009790962,0.012830516,0.013604105,0.016443514,0.013538895,0.016399422,0.013830736,0.016586214,0.014522166,0.01715025,0.013604105,0.016443514,0.012702021,0.015435193,0.008783621,0.011719317,0.011305831,0.014113841,,
E01015058,0.009921844,0.01314061,0.01028391,0.013467694,0.010010011,0.013113762,0.00962707,0.012830296,0.013868026,0.016862223,0.014809994,0.017769431,0.01395239,0.016926325,0.014687206,0.017531721,0.014013019,0.016998495,0.012468698,0.015156363,0.007620467,0.010553825,0.00862055,0.011504229,,
E01015059,0.007578103,0.010410324,0.007884262,0.01082649,0.006989931,0.009971327,0.006924235,0.009991284,0.01218576,0.01485,0.009900727,0.012634795,0.009807861,0.012517813,0.010158775,0.012779842,0.008877738,0.011709017,0.007973853,0.010650307,0.007047788,0.009768165,0.007973853,0.010650307,,
E01015060,0.00825876,0.011169689,0.008034825,0.010947479,0.007017577,0.010010392,0.006256898,0.009277318,0.010575654,0.013434055,0.011013088,0.013884443,0.010909012,0.013802176,0.011919983,0.014667591,0.01073534,0.01358556,0.010420066,0.013239131,0.006528908,0.009544302,0.006528908,0.009544302,,
E01015061,0.009272546,0.011988593,0.007776183,0.010598722,0.008861849,0.011515268,0.008146914,0.010815254,0.012364633,0.01491187,0.011946117,0.014562585,0.012668231,0.015243372,0.012914396,0.015478903,0.011633605,0.014219085,0.011657212,0.014185195,0.009661937,0.012288148,0.009661937,0.012288148,,
E01015062,0.008522977,0.010678695,0.007442685,0.009366615,0.008771375,0.010608495,0.006723678,0.008616072,0.00872313,0.01036635,0.008283925,0.009939213,0.008125813,0.009691674,0.008367548,0.009895236,0.007055778,0.008759618,0.006839574,0.008472059,0.006424001,0.008070701,0.006424001,0.008070701,,
E01015063,0.008449355,0.01142457,0.008992235,0.012069388,0.009297788,0.012324304,0.008784288,0.011872152,0.012683352,0.015671672,0.010311585,0.013436612,0.009625304,0.012752889,0.009842243,0.012896841,0.00839281,0.011611468,0.008329941,0.011525459,0.007081949,0.01034498,0.007081949,0.01034498,,
E01015064,0.002495681,0.006017618,0.003636239,0.007140581,0.003586035,0.007042547,0.003648025,0.007163593,0.005827837,0.009110782,0.006480372,0.009754729,0.005381643,0.008839544,0.005054926,0.008569165,0.003084866,0.006582967,0.003817111,0.00749364,0.003817111,0.00749364,0,0.004164246,,
E01015065,0.003492056,0.007446907,0.00393729,0.007728115,0.004860938,0.008558718,0.006073409,0.009707804,0.00928796,0.01294802,0.008504961,0.012245884,0.009380135,0.013074893,0.009153548,0.01301963,0.005610096,0.00950263,0.006830626,0.010906457,0.006830626,0.010906457,0.004439432,0.008706863,,
E01015066,0.004086984,0.006938032,0.004227606,0.007175288,0.005322609,0.008164852,0.003347813,0.006577161,0.007219015,0.010188586,0.007312609,0.010319382,0.007514963,0.010602056,0.007883781,0.011011272,0.004135698,0.007289591,0.003770227,0.007402142,0.003770227,0.007402142,0.003770227,0.007402142,,
E01015067,0.004288231,0.007556744,0.003084866,0.006582967,0.006178896,0.009467158,0.004111332,0.007594351,0.009925418,0.013004397,0.007193002,0.010651661,0.008460051,0.011920199,0.007847666,0.011451544,0.007014261,0.010247049,0.007847666,0.011451544,0.004026499,0.00790211,0.004026499,0.00790211,,
E01015068,0.002668971,0.005699356,0.005298296,0.008127829,0.004109149,0.006975434,0.003829232,0.00675247,0.008045705,0.010884617,0.006874825,0.009808647,0.008162586,0.011119665,0.005965219,0.008985649,0.006082975,0.00902158,0.006647182,0.009715639,0.003408647,0.006696039,0,0.003719207,,
E01015069,0.006928517,0.009884536,0.006389181,0.009471747,0.007590742,0.010513076,0.006541841,0.009563041,0.01253545,0.015374636,0.011077009,0.014011617,0.009930327,0.012827922,0.009252394,0.012197116,0.01034919,0.013304736,0.009795665,0.012713033,0.007843139,0.01085898,0.006667312,0.009744795,,
E01015070,0.006060097,0.008165433,0.00557803,0.007570854,0.005221739,0.007090589,0.004908664,0.006715773,0.00634621,0.008077242,0.006719306,0.008464145,0.005884797,0.007642252,0.005679887,0.00741128,0.005428509,0.007192211,0.005151912,0.006906711,0.004550775,0.006328262,0.003865553,0.005671285,,
E01015071,0.006396222,0.009991402,0.007633629,0.011004315,0.007407597,0.010815873,0.004671075,0.008226734,0.009236558,0.012564703,0.009930475,0.013229312,0.008456636,0.011698771,0.007442995,0.010732279,0.007998223,0.011394164,0.007391018,0.01079191,0.005835093,0.00933002,0.007391018,0.01079191,,
E01015072,0.008509121,0.011504467,0.012194405,0.014999814,0.012974411,0.015664622,0.010903446,0.013748205,0.013664572,0.016279439,0.013281391,0.015939139,0.012638286,0.015295804,0.014494879,0.016960435,0.014769912,0.017319231,0.014465708,0.016969516,0.009300959,0.012078872,0.009300959,0.012078872,,
E01015073,0.00818111,0.011321788,0.00948103,0.012494737,0.01047826,0.013413678,0.008666758,0.011715139,0.013723587,0.016552562,0.013025447,0.015965202,0.011847728,0.014824594,0.01331535,0.016100705,0.010879311,0.013865702,0.011152951,0.014156582,0.008224329,0.011380941,0.010269745,0.013319954,,
E01015074,0.007710911,0.011114555,0.009787265,0.013041014,0.011038135,0.014177498,0.00997812,0.013072535,0.012613713,0.015673466,0.012746041,0.015790618,0.012477835,0.015507429,0.01125026,0.014227506,0.011603635,0.014719848,0.011503131,0.014594298,0.010592943,0.013733264,0.009595658,0.012788967,,
E01015075,0.009272923,0.012364129,0.009639835,0.01270135,0.010313147,0.013375478,0.008632834,0.011842575,0.013600137,0.016656809,0.011616321,0.014735693,0.014647724,0.01768016,0.016181968,0.019212991,0.012808989,0.015911974,0.014217085,0.017679471,0.011063659,0.014716663,0.013253672,0.016776093,,
E01015076,0.005962897,0.009138944,0.006258916,0.009588698,0.007421161,0.010580332,0.007355147,0.010606872,0.010744985,0.013806334,0.009731523,0.012820598,0.010485566,0.01353524,0.011950031,0.014861884,0.008981028,0.012134872,0.009361477,0.012480736,0.005554848,0.008885439,0.008276798,0.011452744,,
E01015077,0.00615921,0.009437253,0.005531234,0.008847962,0.004758623,0.008070339,0.005975184,0.00915762,0.009446432,0.012384672,0.00862055,0.011504229,0.009175786,0.011974565,0.007526768,0.010262175,0.007166382,0.010220608,0.006250853,0.00914128,0.004933524,0.007898502,0.007354082,0.010188523,,
E01015078,0.009867082,0.012996852,0.011229809,0.014305773,0.01282266,0.015799405,0.013141443,0.016144378,0.016654302,0.019503886,0.014344721,0.017321492,0.016875666,0.020435876,0.017691082,0.021496389,0.013245999,0.016311813,0.01355067,0.016638022,0.00990817,0.01319999,0.012742965,0.015877619,,
E01015079,0.005620837,0.008990156,0.006232013,0.00954784,0.007460164,0.010635379,0.008069041,0.01137526,0.010978233,0.014101678,0.010262974,0.013511215,0.008299128,0.011584928,0.009533715,0.012633075,0.010017356,0.013192161,0.009669274,0.012885819,0.007269006,0.010615519,0.007269006,0.010615519,,
E01015080,0.013587122,0.016813721,0.014443815,0.017587844,0.014753433,0.017670785,0.01361122,0.016711013,0.017366796,0.020240959,0.015944037,0.018999546,0.018639362,0.021659123,0.018826108,0.02216694,0.013844456,0.016950495,0.021706792,0.026355757,0.012038498,0.017466113,0.012038498,0.017466113,,
E01015081,0.008698553,0.011841342,0.009770599,0.012804177,0.009965682,0.01293078,0.007640249,0.010776993,0.011994051,0.01495936,0.012806416,0.015664142,0.012127008,0.015036083,0.012218866,0.015029414,0.011994051,0.01495936,0.011747468,0.014656602,0.006861243,0.010025596,0.009128997,0.01217455,,
E01015082,0.009072452,0.011900246,0.011449463,0.01409738,0.010055165,0.01278165,0.010423823,0.013293176,0.01521408,0.017925124,0.012986883,0.015844648,0.012589969,0.015238305,0.012070457,0.014711736,0.011603791,0.014524057,0.01069228,0.013358706,0.008304097,0.011086559,0.008304097,0.011086559,,
E01015083,0.012470454,0.015412975,0.012902768,0.01581742,0.01135565,0.014309837,0.009174804,0.01216327,0.015809593,0.018465668,0.015619379,0.018226056,0.015051988,0.017763202,0.012883279,0.015618945,0.013672467,0.016460407,0.013567026,0.016305305,0.010714304,0.013607689,0.011499232,0.014351608,,
E01015084,0.008401869,0.01162386,0.009842243,0.012896841,0.009009855,0.012173356,0.008549517,0.011825789,0.011196765,0.014319846,0.011118981,0.014340835,0.010804723,0.013941327,0.011476292,0.014614994,0.011376412,0.014489717,0.0120648,0.01529549,0.008901477,0.012306815,0.008901477,0.012306815,,
E01015085,0.005654368,0.008841737,0.009629754,0.012688236,0.008474866,0.011458676,0.00739025,0.010536703,0.010609733,0.013634987,0.011539019,0.014587103,0.011450628,0.01442771,0.010152252,0.013169612,0.009483581,0.012567479,0.009658688,0.012871893,0.008540137,0.011812963,0.007261015,0.010603965,,
E01015086,0.008640914,0.012299028,0.008988976,0.012656412,0.011120985,0.014705255,0.0086832,0.012358508,0.013973755,0.017382556,0.012013984,0.015546169,0.011691456,0.01528234,0.013506367,0.017090163,0.010633136,0.014240622,0.010967391,0.014590487,0.006514301,0.01040604,0.012103356,0.015659949,,
E01015087,0.010064691,0.012793599,0.011621634,0.014342396,0.011003406,0.013783508,0.011723522,0.014466188,0.014211465,0.016839686,0.014465587,0.017084739,0.015224142,0.017818218,0.014395044,0.016978977,0.013138018,0.015828282,0.012751522,0.015341894,0.00741715,0.010275034,0.009265642,0.012033568,,
E01015088,0.01037861,0.013522749,0.013401878,0.016305597,0.012260973,0.015118606,0.010397812,0.013423521,0.015068279,0.01791783,0.014071795,0.016964626,0.014347799,0.017105684,0.015061151,0.017700081,0.013870188,0.016793261,0.012853933,0.015616635,0.010660549,0.013540378,0.00888983,0.011859355,,
E01015089,0.004559142,0.008030926,0.007483763,0.010668683,0.007359597,0.010493433,0.00621531,0.009359152,0.010320571,0.013214564,0.010886996,0.013774722,0.010502472,0.013342382,0.008538181,0.011466866,0.007851049,0.010869817,0.007835244,0.010848164,0.005257455,0.008413266,0.005257455,0.008413266,,
E01015090,0.004887198,0.007824846,0.005478476,0.008402139,0.006630751,0.009463524,0.005352224,0.008372807,0.008132687,0.011163923,0.009272923,0.012364129,0.008772881,0.01194134,0.008209028,0.011460542,0.005311105,0.008498476,0.006286134,0.010044804,0.006286134,0.010044804,0.004084954,0.008016096,,
E01015091,0.004241438,0.00697807,0.006765986,0.009381111,0.006351833,0.009068852,0.006942723,0.009709124,0.009178352,0.011868279,0.008288494,0.011065956,0.009448854,0.01221371,0.007431312,0.010294458,0.006587668,0.009402581,0.0067907,0.009923471,0.005360335,0.008576654,0.0067907,0.009923471,,
E01015092,0.004406158,0.00690192,0.004894111,0.007383045,0.003814198,0.006278993,0.004567985,0.007014574,0.007780966,0.010125091,0.006132273,0.008667428,0.007665651,0.010126528,0.0067687,0.009467962,0.005083987,0.007550275,0.005336676,0.007814067,0.005336676,0.007814067,0.005336676,0.007814067,,
E01015093,0.00619806,0.009064725,0.007556632,0.010381126,0.007240401,0.010218475,0.007553022,0.010553981,0.009710016,0.012725804,0.008652735,0.011779689,0.008164707,0.011399345,0.008819984,0.012004701,0.007118375,0.010268717,0.007309227,0.010673672,0.007309227,0.010673672,0.0057704,0.009227422,,
E01015094,0.00649422,0.009775388,0.006578565,0.009901199,0.007363048,0.010618152,0.006669168,0.010211393,0.010917188,0.014285002,0.010490583,0.013734582,0.009897056,0.013185378,0.010449307,0.013753115,0.007719262,0.011266148,0.007692292,0.011227198,0.007692292,0.011227198,0.007692292,0.011227198,,
E01015095,0.007125775,0.010279288,0.008604982,0.011804807,0.007989909,0.011264905,0.008494928,0.01185513,0.012745272,0.015928645,0.009626259,0.013088001,0.010362005,0.013796259,0.010819451,0.014396521,0.010260531,0.013583052,0.010886199,0.014484045,0.006465745,0.010329186,0.004201874,0.008244022,,
E01015096,0.007436713,0.010602283,0.005461583,0.008737405,0.006088088,0.009329198,0.006432465,0.009852205,0.00962707,0.012830296,0.010768226,0.013957266,0.011159922,0.014331607,0.011720683,0.014921384,0.00962707,0.012830296,0.010147484,0.013514504,0.006024201,0.00962982,0.006024201,0.00962982,,
E01015097,0.00337458,0.006629471,0.004292629,0.007564444,0.003825597,0.007069609,0.003518767,0.006911169,0.008689082,0.011918841,0.005636239,0.009254357,0.007500125,0.010949592,0.006873586,0.010183111,0.006005732,0.009386554,0.005438754,0.008701164,0.005438754,0.008701164,0.005438754,0.008701164,,
E01015098,0.004594171,0.00809221,0.006749314,0.010000705,0.005585572,0.008735,0.005784474,0.00886768,0.008815999,0.011693145,0.006439787,0.009415162,0.00645237,0.009433396,0.00680734,0.009824165,0.008242592,0.011148062,0.008487851,0.011329129,0.006377605,0.009325037,0.005033725,0.008057784,,
E01015099,0.005063106,0.00810448,0.004446049,0.007312564,0.006106375,0.008931746,0.005401933,0.008285624,0.009316003,0.012044091,0.01019019,0.012950986,0.009931951,0.012723489,0.0077649,0.010751781,0.005985443,0.008878115,0.006239043,0.009124156,0.004924189,0.00788366,0.00319875,0.006285777,,
E01015100,0.008952384,0.012096632,0.007983671,0.011149295,0.008018584,0.011008966,0.006942071,0.009903692,0.009951167,0.012747783,0.009327623,0.012113075,0.008927798,0.011654744,0.010066743,0.012665596,0.008747579,0.011603446,0.00793798,0.010602895,0.007016025,0.009724554,0.007016025,0.009724554,,
E01015101,#,#,0.003887426,0.007630839,0.004351563,0.008035173,0.004794127,0.008441918,0.007457782,0.010888403,0.005835093,0.00933002,0.005181679,0.008782422,0.005962093,0.009531376,0.003825761,0.007510519,0.00383881,0.007535981,0.005907952,0.009445545,0.00383881,0.007535981,,
E01015102,0.00726935,0.010484362,0.006325498,0.009378156,0.005581757,0.008412456,0.005189258,0.007961761,0.008237276,0.010816648,0.008360843,0.010871401,0.008598667,0.011127174,0.010123136,0.0125506,0.007571172,0.010181186,0.007589699,0.010142349,0.007589699,0.010142349,0.006707681,0.009300992,,
E01015103,0.00652246,0.009534961,0.005173834,0.008280428,0.006256898,0.009277318,0.006868172,0.009799243,0.007470931,0.010440421,0.008500531,0.011492985,0.008114202,0.011054464,0.00688817,0.00982751,0.006281671,0.009313735,0.006353067,0.009289468,0.007474125,0.010353175,0.005014327,0.008026951,,
E01015104,0.00377991,0.006985664,0.005168696,0.008272265,0.006214012,0.00921427,0.004266377,0.007518474,0.009115803,0.012233232,0.007810488,0.010909977,0.007103622,0.010247639,0.005969034,0.009148272,0.005852603,0.009149182,0.005537119,0.008857301,0.003597497,0.007064931,0.003597497,0.007064931,,
E01015105,0.004837965,0.007952709,0.005953533,0.00896819,0.005682456,0.008712514,0.007052444,0.010059655,0.01032889,0.013124866,0.006983053,0.009961609,0.008373736,0.011323462,0.00755391,0.010462579,0.007176622,0.01012933,0.007561248,0.010472639,0.006427254,0.009396998,0.005072976,0.008120166,,
E01015106,0.006550847,0.010742008,0.008115719,0.01218884,0.007930016,0.011731193,0.008462962,0.012186107,0.012269989,0.01573391,0.012058505,0.015602852,0.011955132,0.015471228,0.011691456,0.01528234,0.009498899,0.013122252,0.009592542,0.013249946,0.004186246,0.00821356,0.008157833,0.011899109,,
E01015107,0.003488298,0.006449581,0.005066713,0.007929325,0.004766356,0.007632667,0.004878037,0.007810279,0.007292078,0.010103457,0.006233155,0.009115618,0.006712276,0.009578827,0.007556632,0.010381126,0.00595735,0.008836783,0.006477682,0.009470077,0.006477682,0.009470077,0.005112844,0.008183521,,
E01015108,0.005679343,0.008208771,0.004920681,0.007552492,0.004570666,0.007157969,0.002416336,0.005162017,0.005938575,0.008395827,0.006126971,0.008577664,0.004846661,0.007439644,0.005952292,0.00850297,0.004929837,0.007436575,0.005661465,0.00828598,0.00290185,0.005704997,0.00290185,0.005704997,,
E01015109,#,#,0.004291457,0.007282985,0.003142192,0.006175182,0.005195737,0.008129782,0.008743194,0.011473343,0.008242034,0.011004603,0.006406527,0.009250737,0.00899248,0.011683004,0.005427208,0.008324102,0.0050095,0.00801928,0.003254243,0.006394268,0.0050095,0.00801928,,
E01015110,0.003528983,0.006225771,0.003580299,0.006315823,0.003252323,0.006015431,#,#,0.007178127,0.009791357,0.005909681,0.008646352,0.003889726,0.006858533,0.005478476,0.008402139,0.004286099,0.007051097,0.005092832,0.00815172,0.003308449,0.006500227,0.003308449,0.006500227,,
