Area,2005_LCI,2005_UCI,2006_LCI,2006_UCI,2007_LCI,2007_UCI,2008_LCI,2008_UCI,2009_LCI,2009_UCI,2010_LCI,2010_UCI,2011_LCI,2011_UCI,2012_LCI,2012_UCI,2013_LCI,2013_UCI,2014_LCI,2014_UCI,2015_LCI,2015_UCI,2016_LCI,2016_UCI,2017_LCI,2017_UCI
E01015243,0.005407265,0.009512947,0.007634934,0.01167443,0.008706241,0.012689506,0.00614052,0.010393069,0.012372671,0.016242824,0.011559512,0.015462081,0.010903139,0.014911488,0.010134444,0.01411194,0.009586265,0.013627097,0.009268205,0.013498188,0.004758512,0.00932799,0.007320608,0.011680698,,
E01015244,0.005032543,0.008531499,0.006650546,0.010008542,0.005478212,0.00899692,0.005629743,0.009243777,0.008173227,0.011640716,0.007446191,0.011022766,0.006782066,0.010588398,0.008280561,0.012076097,0.006692255,0.010246414,0.006690145,0.010684275,0.004347965,0.008528697,0.004347965,0.008528697,,
E01015245,0.009379929,0.013199892,0.009948048,0.013734424,0.00881105,0.012681321,0.006786096,0.010836039,0.011930163,0.015758158,0.012473217,0.016372612,0.010627085,0.014658485,0.011387932,0.01544662,0.00878732,0.01280626,0.009689697,0.014103893,0.007654356,0.012207443,0.004975899,0.009750802,,
E01015246,0.005122701,0.009016114,0.007495245,0.011266617,0.006449721,0.01030382,0.007617356,0.011448239,0.011319143,0.015051356,0.011158858,0.015033638,0.007391762,0.011530416,0.009654907,0.013879864,0.007843433,0.011784334,0.009426939,0.013726381,0.00484037,0.009487236,0.00484037,0.009487236,,
E01015247,0.005403392,0.009155255,0.007092909,0.010667758,0.007135505,0.010422453,0.007770356,0.010854503,0.010296512,0.013237935,0.008973927,0.011900127,0.010310761,0.013150953,0.008886305,0.011720184,0.009581293,0.012559241,0.009300959,0.012078872,0.004995077,0.007996353,0.006328717,0.00925417,,
E01015248,0.010085221,0.013210975,0.010792991,0.013926406,0.011098703,0.01414121,0.009629754,0.012688236,0.01423736,0.01716041,0.011526893,0.014678448,0.012630305,0.015739606,0.011111433,0.014395553,0.00821795,0.01147286,0.008663703,0.011981899,0.005815533,0.009299001,0.005815533,0.009299001,,
E01015249,0.006593348,0.010096365,0.009004446,0.012447455,0.009562329,0.012910299,0.008741537,0.012088282,0.010133695,0.013417408,0.010295676,0.013628939,0.012348777,0.015489983,0.012002039,0.01506198,0.008269237,0.011654339,0.008420046,0.011648723,0.008420046,0.011648723,0.007158707,0.010456011,,
E01015250,0.003884283,0.007177421,0.006643335,0.0098451,0.006918742,0.010108821,0.004120252,0.007610725,0.008951545,0.012274552,0.009322749,0.012507507,0.008493545,0.011749249,0.00896157,0.012288134,0.005848206,0.009350814,0.005854785,0.009361245,0.003804209,0.007468462,0.003804209,0.007468462,,
E01015251,0.004695893,0.008666453,0.004661314,0.008603088,0.006297482,0.010330292,0.003095932,0.007457023,0.006690145,0.010684275,0.007555364,0.011554039,0.008960778,0.012894188,0.007830803,0.011970665,0.007078346,0.011046372,0.007159488,0.011426225,0.004653579,0.009123796,0.004653579,0.009123796,,
E01015252,0.00598218,0.008456983,0.006131969,0.008439906,0.005866692,0.008077621,0.005495363,0.007632252,0.00853852,0.010432644,0.006900419,0.008807683,0.008549686,0.010362669,0.008918589,0.010626336,0.007982674,0.009898499,0.007115297,0.008810469,0.004574847,0.006361535,0.004574847,0.006361535,,
E01015253,0.003829232,0.00675247,0.006766041,0.009555086,0.005963036,0.008723783,0.005984648,0.008755145,0.006940951,0.009621459,0.007541321,0.010209084,0.0065897,0.009308256,0.006260257,0.009041316,0.005184619,0.007954694,0.004606066,0.00737765,0.005836569,0.00854023,0.004606066,0.00737765,,
E01015254,0.00772725,0.011434416,0.005845324,0.009594791,0.007458457,0.011211887,0.00292123,0.007038406,0.008028917,0.011713134,0.005966707,0.009792332,0.006927039,0.010812538,0.007812866,0.011559748,0.004119844,0.008084119,0.004276378,0.008389217,0.004276378,0.008389217,0.004276378,0.008389217,,
E01015255,0.013302464,0.015649664,0.013340388,0.015578119,0.013670289,0.015852215,0.012520005,0.014764077,0.016904467,0.01883952,0.01657275,0.018497682,0.01735624,0.019219886,0.018445449,0.020500498,0.017499094,0.01939158,0.017977972,0.019908275,0.011873832,0.014179802,0.012368951,0.014649586,,
E01015256,0.011435257,0.013560493,0.013901133,0.015884838,0.012694245,0.014724693,0.011270301,0.013367789,0.015867999,0.01771968,0.013925158,0.015887158,0.015632558,0.017499415,0.018242411,0.020165937,0.015867999,0.01771968,0.016864629,0.018796199,0.011999068,0.014218481,0.011999068,0.014218481,,
E01015257,0.010367918,0.013445537,0.013788331,0.016730975,0.011429014,0.014450146,0.010729631,0.013730905,0.013169852,0.016178666,0.016709118,0.01946846,0.016452302,0.01937867,0.018345689,0.021204559,0.017391372,0.020128416,0.018469804,0.02129854,0.010112591,0.01346866,0.010112591,0.01346866,,
E01015258,0.009706074,0.012343567,0.009713664,0.012188551,0.008764166,0.011244714,0.008392332,0.010772879,0.010904157,0.013127475,0.011242895,0.013416106,0.010786493,0.01287921,0.010891787,0.012944003,0.011678001,0.013863981,0.010850166,0.01287658,0.006533049,0.008742459,0.007217116,0.009398294,,
E01015259,0.008756884,0.011835546,0.009530092,0.012558578,0.010650733,0.013807128,0.009272628,0.012441094,0.014397139,0.017252324,0.012613713,0.015673466,0.013515454,0.016441286,0.015717331,0.018673154,0.012095606,0.015083991,0.012478609,0.015553705,0.005757633,0.009207172,0.008577781,0.011864434,,
E01015260,0.011981517,0.014484941,0.012551113,0.015104798,0.012738374,0.015298532,0.011868316,0.014469233,0.015315253,0.017684208,0.01478366,0.017190821,0.01805733,0.020298064,0.019555968,0.021755743,0.017703078,0.019909983,0.017726597,0.019961522,0.013146837,0.015673486,0.011332304,0.013955283,,
E01015261,0.009437642,0.011922922,0.0105439,0.012877018,0.01188545,0.014170837,0.010665797,0.012916689,0.012966888,0.014962974,0.011359415,0.013381011,0.014092044,0.01602638,0.01508388,0.016985078,0.013186993,0.015171371,0.013326349,0.015328813,0.00934921,0.011543158,0.011313248,0.013417968,,
E01015262,0.005835093,0.00933002,0.008921602,0.012233984,0.008253832,0.011522399,0.009174655,0.012481527,0.012952213,0.016086823,0.009711179,0.013021892,0.012006996,0.015339553,0.010673448,0.014121909,0.010156522,0.013447224,0.010522663,0.014007161,0.0062484,0.009985042,0.0062484,0.009985042,,
E01015263,0.009771325,0.012943848,0.012946795,0.01594972,0.011205742,0.014275569,0.009988728,0.013086249,0.013587422,0.016527242,0.014311122,0.017091464,0.015191171,0.018004087,0.015777776,0.018549276,0.014146572,0.017053063,0.014340785,0.017217347,0.010434415,0.013530582,0.009451739,0.012599563,,
E01015264,0.005610197,0.009866995,0.007289848,0.011632124,0.006939921,0.011079252,0.005610197,0.009866995,0.010714849,0.014777792,0.010742133,0.014694477,0.008573616,0.01286839,0.01045678,0.014554438,0.009784497,0.01390514,0.009294289,0.013535692,0.004771962,0.009354159,0.004771962,0.009354159,,
E01015265,0.005066192,0.008588123,0.006153313,0.009615228,0.006272417,0.009799707,0.00395574,0.007764106,0.010331062,0.013675138,0.009788335,0.013124003,0.011045521,0.014450456,0.012314802,0.015790431,0.008690191,0.012124445,0.009797794,0.01352972,0.012224608,0.01581427,0.008332795,0.012151405,,
E01015266,0.008241354,0.01161548,0.008901751,0.012207087,0.01075636,0.013942105,0.010883729,0.013982038,0.014482467,0.017416618,0.012900153,0.015978262,0.016373787,0.019208224,0.015800046,0.018654057,0.014886768,0.017795772,0.014618678,0.017544412,0.010639125,0.013792292,0.008521439,0.011787395,,
E01015267,0.010758746,0.013523929,0.010288843,0.012983761,0.008275974,0.011118584,0.009640863,0.012514685,0.011614508,0.014451022,0.013072312,0.015911622,0.016149198,0.018743612,0.016302381,0.019028366,0.014609161,0.017275985,0.01523728,0.017977345,0.012624019,0.015519408,0.009224446,0.012300284,,
E01015268,0.009921844,0.01314061,0.008877179,0.012081627,0.008268007,0.011440714,0.008268007,0.011440714,0.011757726,0.014912271,0.010911475,0.014077077,0.010322695,0.013450892,0.013013933,0.016309879,0.011020357,0.014215494,0.011753612,0.015214528,0.009418448,0.01301252,0.009418448,0.01301252,,
E01015269,0.010295676,0.013628939,0.009571069,0.012836412,0.00748313,0.010925034,0.008523656,0.011894762,0.011282727,0.01442814,0.010272666,0.013453171,0.011392811,0.014405063,0.011773477,0.014733136,0.012327133,0.015414642,0.012410854,0.015470646,0.007253041,0.010592435,0.007253041,0.010592435,,
E01015270,0.009874944,0.012814582,0.008079214,0.0111823,0.008781627,0.011790008,0.007916799,0.011056899,0.012211214,0.015058243,0.010152252,0.013169612,0.011872687,0.014855332,0.012198895,0.015210713,0.011616118,0.014495246,0.012843203,0.016000379,0.008830789,0.012210243,0.009986678,0.01330319,,
E01015271,0.004314629,0.00846375,0.006241158,0.010238725,0.005773975,0.009777887,0,0.004867585,0.005886334,0.010348419,0.006556758,0.011090847,0.009127557,0.013480543,0.009982586,0.014524367,0.008897227,0.013144536,0.010245828,0.014901986,0.005262862,0.010308491,0.008094828,0.012901853,,
E01019886,0.00615111,0.008535556,0.003846874,0.006168224,0.00560765,0.0077236,0.004253632,0.006422476,0.007220531,0.009246806,0.007007591,0.00897659,0.006855883,0.008751342,0.00724096,0.009173978,0.006988221,0.009023593,0.006419615,0.008368459,0.005810186,0.007782501,0.004360678,0.006393425,,
E01019887,0.005298587,0.009769808,0.004034241,0.008595467,0.005456609,0.009599055,0.005506862,0.009686737,0.008428495,0.012289353,0.0133639,0.017042156,0.010490855,0.014052743,0.011071551,0.014484007,0.011445629,0.015127964,0.010362005,0.013796259,0.003997894,0.007846323,0.009163443,0.012664545,,
E01019888,0.006313761,0.010356755,0.008431733,0.012141656,0.006603223,0.010311766,0.004827302,0.008499917,0.009166907,0.012566238,0.009063294,0.012331861,0.00798922,0.011381476,0.009135508,0.012523723,0.007292183,0.010797064,0.007683344,0.011214275,0.00606633,0.009696587,0.007683344,0.011214275,,
E01019889,0.003925407,0.00836508,0.003095932,0.007457023,0.003044477,0.007333754,0.004309123,0.008453021,0.008040532,0.01189288,0.005923294,0.009721689,0.007401097,0.011320556,0.005317955,0.009357062,0.008040532,0.01189288,0.007866358,0.011478529,0.004036125,0.007920882,0.004036125,0.007920882,,
E01019890,0.002999818,0.005896697,0.002114519,0.005101994,0.005161548,0.007919549,0.004979694,0.007794087,0.005207898,0.007990153,0.005143238,0.007891655,0.004770725,0.007639617,0.004299574,0.007296675,0.0030376,0.005970612,0.0034364,0.006750264,0.0034364,0.006750264,0.0034364,0.006750264,,
E01019891,0.00398202,0.00735693,0.002454522,0.005918808,0.004314754,0.007603184,0.003605179,0.007079932,0.006120212,0.009378006,0.006273041,0.009445334,0.005543016,0.008866661,0.006564356,0.009880006,0.003570865,0.007012922,0.003544625,0.006961674,0.003544625,0.006961674,0.003544625,0.006961674,,
E01019892,0.005079447,0.00834678,0.00539926,0.00863846,0.003075087,0.006562204,0.00342594,0.006729827,0.006234435,0.009387704,0.005284144,0.008455656,0.006286016,0.009464702,0.00459045,0.007787027,0.004301452,0.007579893,0.00219315,0.004316486,0.003377546,0.00541926,0.005039912,0.007003921,,
E01019893,#,#,0.004230418,0.006960049,0.00292447,0.005749265,0.003677823,0.006486925,0.007001207,0.009625202,0.006087902,0.008794441,0.006209221,0.008968226,0.004939509,0.007731624,0.004569669,0.007319728,0.004518099,0.00723765,0.004518099,0.00723765,0.004518099,0.00723765,,
E01019894,0.005211942,0.011083209,0.005278112,0.011222697,#,#,0.004235882,0.010182186,0.008822554,0.014419981,0.006933178,0.01275202,0.007168724,0.013180526,0.006971355,0.012821493,0.006110517,0.011952886,0.006339987,0.012397283,0.006339987,0.012397283,0.006339987,0.012397283,,
E01019895,0,0.005616048,0.00569589,0.010496041,#,#,0,0.005616048,0.007001033,0.011834685,#,#,0.006117931,0.011266522,0.003827395,0.009206928,0.003673869,0.008840021,0.005476252,0.010722871,0,0.005970546,0.005476252,0.010722871,,
E01019896,0.006091946,0.010706628,0.006083092,0.010691208,0.004805922,0.009420227,0.004119911,0.00877676,0.007855533,0.012245876,0.006118662,0.010753155,0.007041929,0.011539148,0.007609592,0.012136822,0.006491224,0.010981044,0.007654356,0.012207443,0.004975899,0.009750802,0,0.005426051,,
E01019897,0.004407105,0.008137047,0.004734477,0.008337617,0.005707125,0.009127056,0.004624626,0.008145488,0.010274425,0.013526084,0.007972535,0.011240671,0.007667785,0.011053039,0.005914666,0.009456189,0.006822232,0.010264487,0.007525762,0.010986636,0.003860756,0.007578804,0.003860756,0.007578804,,
E01019898,0.003258081,0.005537533,0.003470076,0.005715295,0.002405657,0.004733161,0.00273873,0.005069437,0.004436827,0.0066974,0.004035017,0.006323822,0.004689521,0.00696819,0.005263618,0.007526137,0.004436827,0.0066974,0.004019173,0.006442932,0,0.002848896,0.002610224,0.005134006,,
E01019899,0.006566228,0.011106713,0.007330919,0.011696979,0.004679376,0.009174002,0.006806433,0.011157025,0.008093061,0.012367052,0.007606079,0.01186116,0.008607612,0.012721737,0.005886334,0.010348419,0.007691029,0.011992202,0.007179239,0.011457426,0.007179239,0.011457426,0.007179239,0.011457426,,
E01019900,#,#,0.00395574,0.007764106,0.002749231,0.006626007,0.002844464,0.006854377,0.006806951,0.010241713,0.006315561,0.009866518,0.00622282,0.009722894,0.006468336,0.009906653,0.006174002,0.009647276,0.00606633,0.009696587,0.003941886,0.007737081,0.003941886,0.007737081,,
E01019901,0.005048556,0.008886591,0.003586743,0.00764764,0.003586743,0.00764764,0.003719694,0.007929384,0.00699589,0.011167719,0.00699589,0.011167719,0.003909587,0.008331583,0.00448067,0.008787174,0.00699589,0.011167719,0.007139845,0.011395193,0.004640787,0.009098899,0.004640787,0.009098899,,
E01019902,0.005473306,0.008394269,0.006233155,0.009115618,0.00478388,0.00766054,0.003600736,0.006656338,0.007820609,0.010658644,0.007333263,0.010249923,0.006591334,0.009515212,0.007283813,0.010181479,0.0067699,0.009660311,0.006078277,0.008890987,0.003116093,0.006124142,0.004797108,0.007681579,,
E01019903,0.00241233,0.005153493,0.003160313,0.005846065,0.003367165,0.005941713,0.003098437,0.005732143,0.00656427,0.008961303,0.005145823,0.007641464,0.004521893,0.007082069,0.006336379,0.008790479,0.005083987,0.007550275,0.00557544,0.008161029,0.002857644,0.005618477,0.002857644,0.005618477,,
E01019904,0.005116439,0.009005176,0.007253003,0.01109632,0.006139186,0.010072909,0.00601076,0.009864008,0.010079118,0.013799824,0.008417753,0.012273871,0.008777205,0.012633192,0.009426912,0.013139266,0.00802021,0.011863152,0.007875738,0.011492069,0.004040955,0.007930301,0.004040955,0.007930301,,
E01019905,0.003149288,0.005559033,#,#,0.002433396,0.004787531,0.004203763,0.006458523,0.006056046,0.008273047,0.005248816,0.007590902,0.004204391,0.006587718,0.003295584,0.005816016,0.002811718,0.005203966,0.002717357,0.005343829,0.002717357,0.005343829,0.002717357,0.005343829,,
E01019906,0.004230392,0.007812866,0.004650317,0.008190425,0.004142722,0.00765197,0.003214345,0.00685781,0.008024886,0.011313686,0.003778666,0.007418611,0.00646113,0.009895715,0.005140664,0.008713426,0.004174596,0.007710471,0.003766022,0.007393935,0,0.00410859,0.003766022,0.007393935,,
E01019907,0.002983448,0.007187521,0.006489933,0.010367471,0.005528233,0.009365081,0.00420711,0.008254226,0.007793152,0.011709602,0.0068666,0.010719106,0.007317059,0.011193321,0.006489933,0.010367471,0.004883048,0.009009297,0.004359192,0.008550568,0,0.004754655,0.004359192,0.008550568,,
E01019908,0.002097754,0.005061694,0.004161933,0.006848043,0.004663529,0.007302453,0.004605053,0.007211475,0.006797894,0.009277369,0.007066664,0.009572524,0.005496561,0.00804643,0.007700582,0.010068897,0.005044396,0.00760819,0.005298148,0.007758058,0.004180591,0.006700171,0.002715172,0.00533955,,
E01019909,0.002708579,0.006528501,0.00269022,0.00648446,0.00259071,0.006245703,0.002538243,0.006119783,0.005548925,0.00887604,0.00410245,0.007578047,0.002546385,0.006139326,0.005834009,0.009120352,0.004466702,0.007869168,0.003522438,0.006918339,0.003522438,0.006918339,0,0.003843201,,
E01019910,0.003257382,0.006400405,0.004412243,0.007486658,0.003684571,0.00681045,0.002886012,0.006160633,0.006882522,0.009931656,0.00621531,0.009359152,0.005860463,0.008983225,0.006633829,0.009696298,0.004214823,0.00742819,0.003464609,0.006805374,0.003464609,0.006805374,0.005332873,0.008533045,,
E01019911,0.0051829,0.009558178,0.006542074,0.010727756,0.003862881,0.008232682,0.003208559,0.007726764,0.006173876,0.010449018,0.00509256,0.009392862,0.006182272,0.010463099,0.004771962,0.009354159,0.00323911,0.007799912,0.005035262,0.009866211,0,0.005490661,0,0.005490661,,
E01019912,0.00711072,0.010880794,0.006375891,0.009766321,0.006218649,0.009527541,0.00702919,0.010268651,0.011319973,0.014475054,0.007418829,0.010697784,0.008149756,0.011487797,0.00948692,0.012809777,0.006746508,0.010151616,0.007358083,0.010744302,0.005809042,0.009288708,0.005809042,0.009288708,,
E01019913,0.004725216,0.009263205,0.004725216,0.009263205,0.004068078,0.008667078,#,#,0.006601142,0.011592782,0.006928967,0.01216258,0.008836999,0.014069902,0.006461389,0.011892807,0.007696566,0.012600009,0.008958684,0.014261174,0.005825855,0.011401152,0.005825855,0.011401152,,
E01019914,0.004503411,0.007053303,0.006381393,0.008780306,0.005372224,0.007768084,0.006316884,0.008626401,0.009035955,0.01124915,0.008354936,0.010644084,0.00702366,0.009337894,0.007999817,0.010316216,0.00667974,0.008993016,0.006901006,0.009230392,0.002655384,0.005222462,0.004088634,0.006553642,,
E01019915,0.003682043,0.007849609,0.004233484,0.008305629,0.002972277,0.007160749,0.004766613,0.008796025,0.007617356,0.011448239,0.006100847,0.010010555,0.006707745,0.010473456,0.007472493,0.011061304,0.006530649,0.010431913,0.006166961,0.009856035,0.004007383,0.007864831,0.004007383,0.007864831,,
E01019916,0.007295895,0.009544802,0.007454642,0.009850508,0.005953301,0.008336458,0.003280089,0.005788802,0.009796084,0.012058267,0.009023929,0.011203885,0.008225445,0.010407968,0.009600283,0.011713772,0.007512731,0.009874611,0.007392028,0.009623871,0.005024095,0.007359493,0.005912809,0.008207477,,
E01019917,0.004103263,0.007232769,0.006516026,0.009525637,0.005676894,0.008704053,0.006065533,0.008995927,0.008356167,0.011225128,0.007822596,0.010742695,0.009864688,0.01268998,0.008628982,0.011515352,0.006894862,0.009836969,0.0065744,0.00961021,0.00518931,0.008305015,0.00518931,0.008305015,,
E01019918,0.008061626,0.010644077,0.006091517,0.008610292,0.007430579,0.009819021,0.006092413,0.008529676,0.009756119,0.012069701,0.009161416,0.011435622,0.009339641,0.011560743,0.010533271,0.012733948,0.008094434,0.010481588,0.007843495,0.010205622,0.005332368,0.007807804,0.006275081,0.00870615,,
E01019919,0.0054663,0.008239754,0.004610146,0.007384143,0.005762608,0.008550187,0.004984114,0.007649181,0.009844788,0.012313566,0.009596739,0.012007213,0.009166505,0.011624143,0.010537161,0.013092308,0.005955668,0.008604956,0.006061542,0.008866709,0.00478388,0.00766054,0.006061542,0.008866709,,
E01019920,0.00615921,0.009437253,0.00651378,0.009654816,0.007173626,0.010230839,0.005713007,0.008932698,0.010745161,0.013697156,0.00958964,0.012636053,0.010173414,0.013196694,0.009373414,0.012574632,0.007096268,0.010237133,0.007074363,0.010334007,0.003628424,0.007125321,0.007074363,0.010334007,,
E01019921,0.004955741,0.008402235,0.003704052,0.007272973,0.002604879,0.006279705,0.005149053,0.00846032,0.007770356,0.010854503,0.00611376,0.009368203,0.007074363,0.010334007,0.007174258,0.010478504,0.004689897,0.007954576,0.005738588,0.009176964,0,0.004067814,0.003728593,0.00732088,,
E01019922,0.007410554,0.011334872,0.00691834,0.010799091,0.006047971,0.009924545,0.007172276,0.010974048,0.011217824,0.014831385,0.008662005,0.012328696,0.010315184,0.013820672,0.009538446,0.013069045,0.007939937,0.01174571,0.007847666,0.011451544,0.006196328,0.009902559,0.004026499,0.00790211,,
E01019923,0.003767854,0.008031413,0.0075751,0.011583904,0.005168794,0.009532367,0.004028656,0.008583647,0.011263014,0.01527975,0.009832732,0.013828617,0.008774219,0.012965002,0.008442622,0.012674076,0.007179239,0.011457426,0.00734126,0.011713306,0.004771962,0.009354159,0.004771962,0.009354159,,
E01019924,0.003621335,0.006694208,0.007657885,0.010518806,0.005181078,0.00810701,0.004353095,0.00738693,0.00711922,0.009953599,0.008917459,0.011699335,0.00858926,0.011395824,0.009072452,0.011900246,0.00711922,0.009953599,0.007642914,0.010584596,0.005127956,0.008207534,0.006496797,0.009497776,,
E01019925,0.003487871,0.007438033,#,#,0.003504672,0.007473657,0.006116231,0.009775661,0.007007618,0.010724564,0.007332492,0.011024447,0.006025589,0.009888134,0.00802021,0.011863152,0.005908964,0.009698368,0.006465745,0.010329186,0.004201874,0.008244022,0,0.004583337,,
E01019927,0.010433737,0.014983545,0.007609592,0.012136822,0.008036986,0.012282322,0.006165503,0.010434974,0.011945967,0.015778698,0.011421734,0.015280613,0.01300638,0.016808008,0.012731876,0.016706331,0.01313133,0.016890883,0.013454502,0.017376657,0.007249234,0.011567985,0.009178055,0.013368545,,
E01019928,0.006265678,0.009598968,0.007339398,0.010584385,0.006550208,0.009858903,0.006025439,0.009417094,0.009708205,0.012861313,0.01060445,0.013747973,0.007821927,0.011145669,0.010467985,0.013573509,0.008164707,0.011399345,0.008901477,0.012306815,0.005975784,0.009553078,0.007568883,0.011048937,,
E01019929,0.005947379,0.00929611,0.007189878,0.010501094,0.004955741,0.008402235,0.005447664,0.008947141,0.010099646,0.013372931,0.008891859,0.012193683,0.008484287,0.011736589,0.007861416,0.011085661,0.007144417,0.010580418,0.007341725,0.010720655,0.003766022,0.007393935,0.005796104,0.009268189,,
E01019930,0.006233129,0.010548392,0.006873476,0.011265838,0.006010624,0.010175137,0.00388869,0.008287335,0.008725962,0.012894554,0.008846165,0.01289098,0.008159296,0.012253549,0.008036986,0.012282322,0.006267501,0.01060603,0.006848602,0.010934881,0,0.004854773,0,0.004854773,,
E01019931,#,#,#,#,0.003149156,0.007584507,0.005528683,0.009724807,0.007431648,0.011591985,0.005717483,0.010054088,0.003873163,0.008254456,0.004946644,0.009125752,0.003936026,0.008387561,0.004325684,0.008485288,0.004325684,0.008485288,0.004325684,0.008485288,,
E01019932,0.005854785,0.009361245,0.007955235,0.011216542,0.00718553,0.01036465,0.004991213,0.008202824,0.009091368,0.012124972,0.009755089,0.012720832,0.01012135,0.013015744,0.009717647,0.01261308,0.009670042,0.012674085,0.009894965,0.012840223,0.006735302,0.009843257,0.00792297,0.010968337,,
E01019933,0.005428303,0.00954966,0.008666383,0.012807563,0.005632846,0.009906498,0.005565439,0.009788927,0.009560439,0.013590862,0.009229353,0.01344232,0.009216475,0.0134238,0.007351629,0.011729678,0.008203343,0.012318948,0.009307386,0.013554522,0.007351629,0.011729678,0.007351629,0.011729678,,
E01019934,0.00448585,0.007902679,0.004288231,0.007556744,0.004599739,0.007802679,0.004459855,0.007566925,0.004464235,0.007574307,0.005971079,0.008994404,0.007568142,0.010574894,0.00667127,0.009886119,0.005688029,0.008720992,0.005578664,0.008923234,0.003624529,0.007117716,0.003624529,0.007117716,,
E01019935,0.005388799,0.009934784,0.003391336,0.008164279,0.004125751,0.008789119,#,#,0.006652706,0.011251573,0.005620037,0.010357457,0.009099872,0.013648308,0.007011831,0.011852751,0.006127619,0.010768754,0.005230253,0.010245144,0.005230253,0.010245144,0.005230253,0.010245144,,
E01019936,0.005575726,0.010915941,0.005380266,0.010536511,0.005881103,0.010834289,#,#,0.003864664,0.009295966,0.007708712,0.012619673,0.007387851,0.01248153,0.008747883,0.013929781,0.009820257,0.014714049,0.011676717,0.01694969,0.006001901,0.011742424,0.006001901,0.011742424,,
E01019937,0.003192186,0.005904741,0.002812419,0.005529951,0.002741628,0.005391354,0.003422226,0.006038383,0.006316349,0.008840557,0.005952292,0.00850297,0.005195305,0.007834177,0.004245124,0.006984098,0.005086611,0.007671416,0.005857273,0.008570284,0.003002486,0.005901916,0.003002486,0.005901916,,
E01019938,0.002531931,0.004980623,0.002864737,0.005301668,0.002530034,0.004976906,0.003659875,0.006026269,0.005510148,0.007794589,0.004476315,0.006874676,0.004448844,0.006832746,0.003749781,0.006173516,0.003424991,0.005819813,0.004056766,0.006502851,0.002634664,0.00518188,0.002634664,0.00518188,,
E01019939,#,#,0.004175891,0.008193377,0.002946532,0.00709905,#,#,0.005825768,0.009864853,0.003048374,0.007343091,0.004331233,0.008496099,#,#,0.005365675,0.009440359,0.004547044,0.008916412,0.004547044,0.008916412,0,0.004959198,,
E01019940,#,#,0,0.004848392,0,0.004932673,#,#,0.007289468,0.011151542,0.003006045,0.00724167,0.005658979,0.009584749,0.004222895,0.008284991,0.004784627,0.008829026,0.004364827,0.008561545,0,0.004760791,0.004364827,0.008561545,,
E01019942,0.002941436,0.006278372,0.002334224,0.005629919,0.005038598,0.008065529,0.003371211,0.006622886,0.007452657,0.010323733,0.00910763,0.011945834,0.007672571,0.010538774,0.007079613,0.009993711,0.007025348,0.009917832,0.007583347,0.010502937,0.005087853,0.008143808,0.003305211,0.006493897,,
E01019943,0.003847558,0.007553052,0.003343605,0.00713207,0.002742897,0.006610817,0.00431204,0.007962671,0.006994957,0.010521859,0.005521559,0.009067547,0.006446765,0.009873912,0.003728593,0.00732088,0.006344656,0.009911568,0.005822038,0.009309318,0,0.004126976,0.003782899,0.007426873,,
E01019944,0.003214345,0.00685781,0.005071844,0.008597634,0.003165397,0.006753922,0.003961254,0.007318796,0.007331548,0.010573178,0.005519503,0.008829342,0.007459193,0.010755399,0.006045275,0.009447834,0.008540687,0.01171761,0.008365751,0.01157445,0.003648025,0.007163593,0.005614773,0.008980534,,
E01019945,0.003324798,0.005650382,0.002148719,0.004592322,0.003548217,0.005843344,0.002447507,0.004815187,0.00441748,0.006668371,0.004262467,0.006548182,0.003354235,0.005700166,0.004430859,0.006586159,0.003046151,0.005377797,0.003639728,0.005837778,0.002363558,0.004650637,0.002363558,0.004650637,,
E01019946,0.003796882,0.009134023,0.007223512,0.012206809,0.003537432,0.008513786,0.006145613,0.010800088,0.008521127,0.013013413,0.007530452,0.012331008,0.006259078,0.01152398,0.00567888,0.01111609,0.0055952,0.010312072,0.005846028,0.011440269,0,0.006372812,0.005846028,0.011440269,,
E01019947,0.003953009,0.007303653,0.005784998,0.009044352,0.004288231,0.007556744,0.003446924,0.006770825,0.009039362,0.012131883,0.008182378,0.011423745,0.008858032,0.012055875,0.007014261,0.010247049,0.007460164,0.010635379,0.00744937,0.010876247,0.003821431,0.00750207,0.00744937,0.010876247,,
E01019948,0.005736771,0.011228387,0.005825855,0.011401152,0.005717343,0.011190704,#,#,0.010023225,0.015275308,0.005023025,0.010684801,0.009099648,0.014482665,0.009412427,0.014640776,0.006584608,0.012117332,0.005886797,0.011519313,0,0.006417157,0.005886797,0.011519313,,
E01019949,0.005380266,0.010536511,0.00627459,0.011024639,0.005365959,0.00989302,0.007305213,0.011966052,0.009582344,0.014143351,0.007371357,0.01207325,0.006958172,0.011762966,0.004660997,0.009920617,0.005119237,0.010029431,0.005142627,0.010074887,0.005142627,0.010074887,0.005142627,0.010074887,,
E01019950,0.004523346,0.009629818,0.009138771,0.013944647,0.006409097,0.011258725,0.005150472,0.010090131,0.009542747,0.014303757,0.00724654,0.012245312,0.007534784,0.01272704,0.007766477,0.013113961,0.005320916,0.010421254,0.005917749,0.011579316,0.005917749,0.011579316,0.005917749,0.011579316,,
E01019951,0.005129591,0.007870863,0.003703858,0.006532596,0.002558679,0.005464826,0.003370661,0.00623319,0.006612218,0.009437309,0.003900601,0.006877597,0.006557235,0.009359528,0.004837234,0.007745395,0.005142387,0.008046903,0.004952301,0.007928354,0.003217036,0.006321529,0.003217036,0.006321529,,
