Area,16 to 24
E01020089,0.082151596
E01020090,0.084683735
E01020091,0.05955814
E01020092,0.081501401
E01020093,0.086409266
E01020094,0.108835913
E01020095,0.08549697
E01020096,0.094173913
E01020097,0.055114078
E01020098,0.065607656
E01020099,0.056564784
E01020100,0.072487923
E01020101,0.073204301
E01020102,0.078686747
E01020103,0.057326241
E01020104,0.040790698
E01020105,0.075799228
E01020106,0.07238255
E01020107,0.09489016
E01020108,0.048337875
E01020109,0.059513043
E01020110,0.080551724
E01020111,0.075952632
E01020112,0.072386266
E01020113,0.085230769
E01020114,0.064919431
E01020115,0.06225
E01020116,0.072640152
E01020117,0.059117845
E01020118,0.05587574
E01020119,0.067938511
E01020120,0.068325879
E01020121,0.055628931
E01020122,0.059676871
E01020123,0.073941634
E01020124,0.091875887
E01020125,0.067
E01020126,0.074823699
E01020127,0.054978056
E01020128,0.081519531
E01020129,0.063903614
E01020130,0.062041667
E01020131,0.051773994
E01020132,0.079452012
E01020133,0.055243697
E01020134,0.098339623
E01020135,0.08723569
E01020136,0.082873786
E01020137,0.101215613
E01020138,0.066266234
E01020139,0.070389189
E01020140,0.058069565
E01020141,0.052083832
E01020142,0.061591892
E01020143,0.042785908
E01020144,0.036512397
E01020145,0.05075089
E01020146,0.079522876
E01020147,0.049710462
E01020148,0.0475
E01020149,0.050730769
E01020150,0.087019417
E01020151,0.072923251
E01020152,0.090159794
E01020153,0.054853659
E01020154,0.046560976
E01020155,0.081246667
E01020156,0.059120393
E01020157,0.055605392
E01020158,0.065257353
E01020159,0.060603239
E01020160,0.052552727
E01020161,0.095533074
E01020162,0.035866667
E01020163,0.063274775
E01020164,0.05623913
E01020165,0.059987179
E01020166,0.055357447
E01020167,0.06604375
E01020168,0.088140351
E01020169,0.084818942
E01020170,0.062335681
E01020171,0.062311659
E01020172,0.061850254
E01020173,0.075302452
E01020174,0.061364162
E01020175,0.060335283
E01020176,0.086152893
E01020177,0.090953405
E01020178,0.06975
E01020179,0.06715213
E01020180,0.067486239
E01020181,0.0809375
E01020182,0.058308511
E01020183,0.076933566
E01020184,0.067434932
E01020185,0.066042345
E01020186,0.058151741
E01020187,0.072462329
E01020188,0.0514047
E01020189,0.0709275
E01020190,0.064461187
E01020191,0.069405797
E01020192,0.070780415
E01020193,0.080232365
E01020194,0.053370558
E01020195,0.064208791
E01020196,0.088066456
E01020197,0.051160714
E01020198,0.056026042
E01020199,0.074894309
E01020200,0.062904762
E01020201,0.088216274
E01020202,0.071801386
E01020203,0.079756881
E01020204,0.040448819
E01020205,0.086047198
E01020206,0.083064257
E01020207,0.108947791
E01020208,0.084557292
E01020209,0.051703349
E01020210,0.063708333
E01020211,0.051318182
E01020212,0.069633333
E01020213,0.057576779
E01020214,0.071787375
E01020215,0.057978799
E01020216,0.062545946
E01020217,0.10512766
E01020218,0.091672414
E01020219,0.064309917
E01020220,0.061271429
E01020221,0.058236842
E01020222,0.064494624
E01020223,0.052835766
E01020224,0.050197802
E01020225,0.076092593
E01020226,0.101498382
E01020227,0.108834437
E01020228,0.097165179
E01020229,0.063573034
E01020230,0.068639241
E01020231,0.074466216
E01020232,0.053533632
E01020233,0.079885827
E01020234,0.072909836
E01020235,0.085084706
E01020236,0.065691406
E01020237,0.056599251
E01020238,0.074486056
E01020239,0.08585159
E01020240,0.091534653
E01020241,0.056663755
E01020242,0.055836449
E01020243,0.06240796
E01020244,0.073244813
E01020245,0.067560714
E01020246,0.04097006
E01020247,0.074852518
E01020248,0.056519355
E01020249,0.064942857
E01020250,0.075534161
E01020251,0.068608491
E01020252,0.109666667
E01020253,0.047902985
E01020254,0.085020942
E01020255,0.055890351
E01020256,0.078663551
E01020257,0.068502513
E01020258,0.083409496
E01020259,0.056911504
E01020260,0.086879056
E01020261,0.058846154
E01020262,0.082317241
E01020263,0.070545213
E01020264,0.128433862
E01020265,0.065148148
E01020266,0.062845638
E01020267,0.081183801
E01020268,0.085781176
E01020269,0.100508982
E01020270,0.05197786
E01020271,0.094085202
E01020272,0.05780829
E01020273,0.053577689
E01020274,0.042593607
E01020275,0.05485
E01020276,0.058165605
E01020277,0.06411236
E01020278,0.041481013
E01020279,0.037789474
E01020280,0.066733871
E01020281,0.063242604
E01020282,0.087324841
E01020283,0.059379939
E01020284,0.067072464
E01020285,0.069936275
E01020286,0.052519713
E01020287,0.067227692
E01020288,0.053324675
E01020289,0.056142424
E01020290,0.07646594
E01020291,0.047117886
E01020292,0.063041199
E01020293,0.055895775
E01020294,0.094638021
E01020295,0.094607242
E01020296,0.049249123
E01020297,0.067646853
E01020298,0.076014625
E01020299,0.067371041
E01020300,0.086617647
E01020301,0.055833333
E01020302,0.06081268
E01020303,0.06041691
E01020304,0.074915254
E01020305,0.078811429
E01020306,0.058905759
E01020307,0.078107692
E01020308,0.057547541
E01020309,0.050561837
E01020310,0.076731239
E01020311,0.05543128
E01020312,0.051978495
E01020313,0.074679487
E01020314,0.070434084
E01020315,0.101534743
E01020316,0.061497283
E01020317,0.069158621
E01020318,0.068315152
E01020319,0.053058621
E01020320,0.055820059
E01020321,0.070947781
E01020322,0.066561905
E01020323,0.059379147
E01020324,0.073963855
E01020325,0.052193431
E01020326,0.072736667
E01020327,0.072370482
E01020328,0.061966019
E01020329,0.070735385
E01020330,0.095375
E01020331,0.077892966
E01020332,0.080148368
E01020333,0.0575
E01020334,0.071347682
E01020335,0.100454094
E01020336,0.071558333
E01020337,0.081069388
E01020338,0.062174648
E01020339,0.061187943
E01020340,0.059679104
E01020341,0.063930939
E01020342,0.057334783
E01032628,0.0704425
E01032657,0.079643275
E01032658,0.079732955
E01033232,0.073561798
E01033233,0.088599129
E01033234,0.036834586
E01033235,0.111660819
E01033236,0.079196552
E07000040,0.077917277
E07000041,0.079613982
E07000042,0.069473064
E07000043,0.071085004
E07000044,0.066520346
E07000045,0.073971178
E07000046,0.065599117
E07000047,0.069829107
E10000008,0.072702008
E06000026,0.068593862
E06000027,0.074109101
IMDQ1,0.072134
IMDQ2,0.073436965
IMDQ3,0.068699454
IMDQ4,0.073875411
IMDQ5,0.074239209
E02003122,0.062851341
E02003123,0.060893229
E02003124,0.066245972
E02003125,0.060901086
E02003126,0.055240106
E02003127,0.064851197
E02003128,0.066738616
E02003129,0.072929353
E02003130,0.057926966
E02003131,0.057648352
E02003132,0.073826364
E02003133,0.057951985
E02003134,0.059785523
E02003135,0.058040067
E02003136,0.078975965
E02003137,0.099305943
E02003138,0.070474623
E02003139,0.043278317
E02003140,0.074234078
E02003141,0.06339251
E02003142,0.065476021
E02003143,0.066485922
E02003144,0.101482143
E02003145,0.083855696
E02003146,0.06874735
E02003147,0.053233533
E02003148,0.069143432
E02003149,0.070342606
E02003150,0.069005464
E02003151,0.078570993
E02003152,0.066267949
E02003153,0.077336032
E02003154,0.06382467
E02003155,0.09022465
E02003156,0.060438866
E02003157,0.057190476
E02003158,0.08867898
E02003159,0.062619534
E02003161,0.077384896
E02003163,0.085530897
E02003164,0.077658402
E02003165,0.075376862
E02003166,0.054860742
E02003167,0.09803456
E02003168,0.065633124
E02003169,0.07323818
E02003170,0.06979445
E02003171,0.075934842
E02004129,0.065578667
E02004130,0.084707803
E02004131,0.077688437
E02004132,0.060745536
E02004133,0.074739457
E02004134,0.066973638
E02004135,0.073744297
E02004136,0.072350384
E02004137,0.069629006
E02004138,0.088095285
E02004139,0.078556334
E02004140,0.102730271
E02004141,0.067507299
E02004142,0.065612903
E02004143,0.068942042
E02004144,0.074688742
E02004145,0.086795979
E02004146,0.06292973
E02004147,0.074864368
E02004148,0.106066239
E02004149,0.074228837
E02004150,0.068442598
E02004151,0.081847211
E02004152,0.104817073
E02004153,0.050775482
E02004154,0.086108696
E02004155,0.079559491
E02004156,0.088704082
E02004157,0.097316571
E02004158,0.082308962
E02004159,0.054323333
E02004160,0.084036556
E02004161,0.077918979
E02004162,0.082879482
E02004163,0.086302041
E02004164,0.06256391
E02004165,0.073014374
E02004166,0.06887182
E02004167,0.068174944
E02004168,0.073614782
E02004169,0.069699248
E02004170,0.074891187
E02004171,0.068064725
E02004172,0.060052023
E02004173,0.059600169
E02004174,0.084367078
E02004175,0.068693473
E02004176,0.069147396
E02004177,0.068591286
E02004178,0.064093649
E02004179,0.078593647
E02004180,0.06289798
E02004181,0.074551381
E02004182,0.080581921
E02004183,0.081449468
E02004184,0.067845673
E02004185,0.079556408
E02004186,0.059817835
E02004187,0.0734
E02004188,0.063094753
E02004189,0.054256881
E02004190,0.06641185
E02004191,0.071428374
E02004192,0.057250832
E02004193,0.068674205
E02004194,0.064664639
E02004195,0.077174819
E02004196,0.059491228
E02004197,0.063995853
E02004198,0.081492181
E02004199,0.063958801
E02004200,0.067871611
E02004201,0.066546041
E02004202,0.070425414
E02004203,0.072496964
E02004204,0.068037014
E02004205,0.06559375
E02004206,0.084961846
E02004207,0.062932595
E02004208,0.070947179
E02004209,0.075933181
E02004210,0.101189961
E02004211,0.075865248
E02004212,0.065565119
E02004213,0.079403691
E02004214,0.081876902
E02004215,0.091992693
E02004216,0.06377023
E02004217,0.067990819
E02004218,0.061213527
E02004219,0.077500899
E02004220,0.062711214
E02004221,0.079277849
E02004222,0.072606667
E02004223,0.055635659
E02004224,0.066657916
E02004225,0.073236699
E02004226,0.0598681
E02004227,0.06389226
E02004228,0.060977896
E02004229,0.06648613
E02004230,0.076955029
E02004231,0.060840072
E02004232,0.065822881
E02004233,0.075271136
E02004234,0.066673806
E02004235,0.071302682
E02006840,0.066607205
TOWN01,0.067990819
TOWN02,0.071205317
TOWN03,0.07237446
TOWN04,0.067134649
TOWN05,0.077452002
TOWN06,0.06849447
TOWN07,0.070522635
