Area,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015169,1672.04813,1977.145978,1777.837054,1607.393482,1850.442965,2223.585348
E01015170,2334.407934,2309.032782,2205.384954,2056.24079,2178.176952,2491.767648
E01015171,2197.357806,2166.620559,2142.359212,1956.920972,2124.780327,2374.608583
E01015172,2099.541024,1944.059346,2024.953665,1942.416333,2104.444381,2322.580398
E01015173,1883.053752,2026.930538,2070.174811,1914.071958,2124.199608,2231.501061
E01015174,2118.934763,2147.421741,2023.678793,1881.112788,2013.560023,2196.420344
E01015175,2155.392654,2206.571163,2106.645749,1991.699615,2195.279676,2591.442095
E01015176,2671.362397,2561.341646,2460.808843,2312.776831,2403.770515,2540.252149
E01015177,2042.328714,2040.700021,1880.904338,1787.745269,1956.59061,2417.735563
E01015178,2078.510434,1920.63701,2073.596122,1851.451607,1982.604814,2469.323137
E01015179,2048.021392,2060.22835,2234.835901,2046.295544,2207.25692,2683.059357
E01015180,2361.320307,2342.702814,2295.348952,2187.873536,2223.89174,2429.309421
E01015181,2094.395375,2117.342868,2112.554683,2022.627852,2161.897421,2349.841712
E01015182,2456.086394,2382.696472,2115.184541,2013.257235,2161.799335,2247.515134
E01015183,3683.734933,3720.971473,3320.101492,3207.29306,3203.450095,3089.099882
E01015184,3472.898491,3617.173462,3319.777912,3128.894932,3103.591121,3088.504228
E01015185,3324.906444,3413.43802,3086.541067,2871.559459,3078.507467,3119.674932
E01015186,3971.487875,4028.833481,3653.010393,3486.249658,3604.127895,3613.184542
E01015187,3184.688211,3012.888625,3115.442988,2918.687588,3097.464579,3002.766947
E01015188,3403.892505,3224.931128,2837.636979,2758.30018,2814.436795,2771.186464
E01015189,4022.721677,3828.709003,3614.500566,3493.104981,3553.887428,3625.897397
E01015190,3374.483756,3256.39413,3101.190174,2943.554364,2918.889576,2808.652759
E01015191,2709.33937,2801.661219,2929.590246,2881.941206,2943.828068,2926.538505
E01015192,3399.764797,3148.320164,3066.065801,2971.372683,3017.432105,3005.625488
E01015193,3357.744842,3329.055329,3251.111432,3097.836789,3007.439248,3047.943902
E01015194,3462.621772,3397.426766,3424.534057,3233.352095,3322.474318,3222.498482
E01015195,3088.325231,3204.599456,3280.615866,3058.22585,2974.789062,2984.530767
