Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015054,0.002511217,0.002230824,0.002091274,0.001764508,0.002519243,0.002292839,0.001543498,0.00144569,0.002204464,0.00155774,0.001605897,0,0,0.00184653,0.00184653,0.00184653
E01015055,0.008365751,0.006868378,0.00670794,0.006762888,0.0077649,0.008774885,0.009746758,0.009835145,0.009894965,0.009186028,0.00940138,0.010205323,0.010205323,0.010089291,0.011759556,0.011759556
E01015056,0.005184141,0.005178983,0.00662053,0.006298541,0.006163357,0.00486436,0.006227279,0.006414769,0.006509604,0.005033725,0.005112844,0.006396133,0.006528908,0.006408545,0.008528878,0.00941762
E01015057,0.00758627,0.007701261,0.00742425,0.009056828,0.007542951,0.007006819,0.005371399,0.005461583,0.00547307,0.006969849,0.007979826,0.0077649,0.008818741,0.009698337,0.008783621,0.010533711
E01015058,0.008771087,0.00758627,0.010159169,0.008771087,0.008587243,0.007269006,0.00558465,0.008512121,0.00970117,0.010780118,0.009658688,0.009421459,0.00940138,0.00862055,0.009518642,0.010338942
E01015059,0.005257455,0.00337458,0.005053274,0.006396133,0.007374985,0.00652246,0.006509604,0.007851049,0.00851242,0.007410089,0.007340212,0.007164553,0.008105726,0.008805884,0.008805884,0.008805884
E01015060,0.007205565,0.005404867,0.003620643,0.00556673,0.007642914,0.006477682,0.005158451,0.005138081,0.005231035,0.007882852,0.008962075,0.007695808,0.008714214,0.008688468,0.008688468,0.009593485
E01015061,0.005590648,0.005404867,0.005300288,0.003457513,0.003177678,0.004947593,0.003090425,0.003070751,0.00486891,0.003213974,0.004942895,0.004947593,0.00478388,0.006050436,0.006050436,0.004775102
E01015062,0.002978648,0.004276779,0.004134101,0.0027573,0.002543374,0.002248652,0.002210379,0.002186051,0.001997261,0.001992546,0.001888882,0.001856684,0.001860777,0.002945545,0.002945545,0.002945545
E01015063,0.006674049,0.00672844,0.006587514,0.006653878,0.006647182,0.008129843,0.006839927,0.005455858,0.007135505,0.007150956,0.005590648,0.00695517,0.008294437,0.009421459,0.009421459,0.01040106
E01015064,0.003586035,0.003593668,0.003578434,0.003537198,0.003537198,0.00559666,0.005519503,0.005614773,0.003578434,0.003609033,0.003724481,0.00375764,0.003843179,0.003817111,0.00587461,0.003817111
E01015065,0.006449721,0.007764635,0.007728294,0.007904013,0.007894565,0.007674416,0.006038179,0.007692292,0.008127717,0.008198336,0.008208525,0.00673342,0.006866673,0.008649237,0.010168969,0.010168969
E01015066,0.004727393,0.004647193,0.004710279,0.004668033,0.0030376,0.004837234,0.006055984,0.003347813,0.003337885,0.003381339,0.005349316,0.005444444,0.007261015,0.005802566,0.008644461,0.005802566
E01015067,0.006797689,0.006762888,0.005393664,0.008054136,0.007939132,0.008206986,0.00702919,0.005626914,0.003597497,0.005907952,0.006024201,0.007847666,0.006308994,0.006196328,0.006196328,0.006196328
E01015068,0.006192249,0.006123358,0.006123358,0.007177767,0.006039371,0.006028347,0.007009707,0.006028347,0.007445528,0.006402333,0.007741732,0.007620467,0.008757464,0.008845266,0.008845266,0.008845266
E01015069,0.007749439,0.006735302,0.006749067,0.006742177,0.00645237,0.007819502,0.00645237,0.006541841,0.006804693,0.006839927,0.005241571,0.006667312,0.007874877,0.007843139,0.008871951,0.007843139
E01015070,0.006933267,0.007086284,0.005415439,0.003777081,0.003670531,0.003458341,0.004103307,0.003118506,0.003079754,0.003124121,0.003096243,0.004540157,0.004556102,0.005151912,0.00569314,0.006188817
E01015071,0.006255911,0.003865176,0.006203714,0.00610189,0.006045192,0.005809042,0.005848206,0.005802566,0.003821431,0.00589457,0.007189878,0.008438301,0.007391018,0.007391018,0.008692728,0.009830887
