Area,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Home,Community Hospital,Outside Devon,Total
E02004166,194,0,0,0,4,39,112,349
E02004167,472,4,0,3,20,81,25,605
E02004168,406,1,3,0,14,71,23,518
E02004169,328,1,1,1,9,37,45,422
E02004170,595,0,0,0,17,34,16,662
E02004171,381,0,0,0,19,30,12,442
E02004172,247,40,0,1,14,18,2,322
E02004173,318,5,0,0,18,18,4,363
E02004174,521,0,0,1,25,14,2,563
E02004175,4,378,0,0,11,0,6,399
E02004176,0,263,0,0,7,0,2,272
E02004177,2,415,0,0,17,0,7,441
E02004178,2,269,0,3,8,0,2,284
E02004179,8,672,0,3,21,0,8,712
E02004180,2,240,0,0,5,0,3,250
E02004181,0,346,0,2,9,0,1,358
E02004182,1,453,0,5,10,0,6,475
E02004183,2,299,0,1,7,0,4,313
E02004184,6,740,0,1,13,0,5,765
E02004185,1,217,0,2,9,0,4,233
E02004186,1,480,0,4,11,0,4,500
E02004187,5,557,0,0,23,0,6,591
E02004188,91,141,1,0,11,15,4,263
E02004189,0,0,0,375,12,0,2,389
E02004190,13,0,93,221,37,7,5,376
E02004191,10,0,322,11,73,9,8,433
E02004192,4,0,240,3,34,11,3,295
E02004193,9,0,16,668,42,0,2,737
E02004194,7,0,195,96,45,8,5,356
E02004195,7,0,248,8,15,10,11,299
E02004196,5,0,20,277,19,2,2,325
E02004197,2,0,1,215,9,0,0,227
E02004198,2,0,138,192,10,1,6,349
E02004199,2,0,104,62,8,0,1,177
E02004200,2,0,70,120,3,0,1,196
E02004201,193,0,8,1,14,19,3,238
E02004202,498,0,5,1,14,0,3,521
E02004203,127,0,38,1,30,18,1,215
E02004204,248,0,202,4,39,34,4,531
E02004205,272,0,69,2,13,9,3,368
E02004206,194,0,112,0,9,7,0,322
E02004207,77,0,204,1,21,24,0,327
E02004208,108,0,244,0,16,13,3,384
E02004209,55,0,351,2,26,28,3,465
E02004210,94,0,330,0,26,13,5,468
E02004211,42,0,202,0,11,13,1,269
E02004212,24,1,292,2,19,39,5,382
E02004213,31,0,316,5,26,41,2,421
E02004214,26,0,465,4,33,68,2,598
E02004215,14,0,265,2,23,39,4,347
E02004216,15,0,244,2,8,16,4,289
E02004217,58,0,272,23,56,31,6,446
E02004218,11,0,224,1,24,12,11,283
E02004219,8,0,183,2,22,19,2,236
E02004220,6,304,0,2,12,0,3,327
E02004221,1,207,0,0,7,0,1,216
E02004222,4,445,0,3,13,0,3,468
E02004223,8,942,0,2,33,0,12,997
E02004224,5,255,0,1,11,3,2,277
E02004225,1,384,0,0,22,1,6,414
E02004226,53,228,0,0,17,9,10,317
E02004227,83,327,0,2,23,15,12,462
E02004228,110,106,0,21,6,25,3,271
E02004229,386,16,0,2,12,88,2,506
E02004230,463,2,0,6,13,83,2,569
E02004231,172,0,3,69,18,32,3,297
E02004232,124,0,0,131,20,24,3,302
E02004233,24,1,0,532,46,19,9,631
E02004234,9,0,0,203,19,2,2,235
E02004235,5,0,0,265,17,5,5,297
E02006840,7,0,632,4,29,5,2,679
TOWN01,58,0,272,23,56,31,6,446
TOWN02,418,0,0,1,24,82,101,626
TOWN03,12,2721,0,15,61,0,25,2834
TOWN04,25,2207,0,8,79,3,23,2345
TOWN05,10,823,0,5,27,0,9,874
TOWN06,1086,45,0,2,57,50,8,1248
TOWN07,1239,0,1,0,40,116,157,1553
TOWN08,10,0,394,14,40,20,13,491
TOWN09,546,0,184,2,24,16,4,776
TOWN10,9133,2,12,20,264,22,67,9520
TOWN11,2567,1,3,3,69,51,17,2711
TOWN12,15,555,0,0,37,5,15,627
TOWN13,193,433,0,23,29,40,15,733
TOWN14,845,1,0,1,35,174,37,1093
TOWN15,6,1103,0,1,34,0,15,1159
TOWN16,21,0,44,1661,92,3,6,1827
TOWN17,7,0,341,443,25,3,10,829
TOWN18,0,71,0,0,3,0,1,75
TOWN19,109,0,28,1,23,18,1,180
TOWN20,586,1,2876,26,257,334,37,4117
TOWN21,1150,75,2,53,46,223,10,1559
TOWN22,610,0,1,4,24,66,12,717
TOWN23,376,0,0,1,17,57,12,463
TOWN24,546,0,0,1,17,37,2,603
TOWN25,26,677,0,0,31,1,8,743
TOWN26,72,1,1,1155,101,35,17,1382
TOWN27,229,0,663,0,47,33,9,981
TOWN28,1816,30,4,8,64,289,161,2372
TOWN29,25,0,668,130,150,22,17,1012
DIV1,959,0,1,1,30,2,0,993
DIV2,66,0,494,27,76,45,7,715
DIV3,376,0,0,1,20,69,82,548
DIV4,2,915,0,7,21,0,7,952
DIV5,7,923,0,2,18,0,9,959
DIV6,3,0,1,591,24,0,2,621
DIV7,5,1042,0,5,32,0,10,1094
DIV8,12,600,0,1,25,3,7,648
DIV9,152,0,292,1,52,37,1,535
DIV10,10,823,0,5,27,0,9,874
DIV11,596,1,2,3,16,18,5,641
DIV12,390,0,159,6,43,55,4,657
DIV13,18,404,0,2,20,0,4,448
DIV14,2,550,0,1,13,0,5,571
DIV15,801,3,0,2,37,30,5,878
DIV16,519,42,0,0,35,37,7,640
DIV17,800,0,0,0,28,54,25,907
DIV18,11,0,488,11,49,21,14,594
DIV19,466,0,181,2,22,16,3,690
DIV20,471,0,0,1,13,0,8,493
DIV21,601,0,6,1,23,3,6,640
DIV22,488,1,1,0,17,8,6,521
DIV23,1986,0,2,3,49,40,11,2091
DIV24,1196,0,1,3,36,0,9,1245
DIV25,765,1,0,2,30,149,13,960
DIV26,2,516,0,4,14,0,6,542
DIV27,554,16,2,2,26,118,5,723
DIV28,944,0,0,3,30,0,5,982
DIV29,193,433,0,23,29,40,15,733
DIV30,6,793,0,0,28,0,13,840
DIV31,30,0,417,1,38,34,12,532
DIV32,9,0,16,668,42,0,2,737
DIV33,4,0,242,254,18,1,7,526
DIV34,96,0,549,2,39,44,5,735
DIV35,55,1,727,7,54,110,7,961
DIV36,37,0,627,6,41,73,9,793
DIV37,7,511,0,2,19,0,4,543
DIV38,587,2,0,137,33,107,5,871
DIV39,458,0,1,1,19,29,5,513
DIV40,912,0,0,2,25,1,7,947
DIV41,6,0,162,319,20,3,5,515
DIV42,400,0,0,1,17,65,13,496
DIV43,471,0,0,1,14,32,2,520
DIV44,14,0,98,370,45,8,5,540
DIV45,78,546,1,0,21,15,9,670
DIV46,855,1,3,1,17,1,7,885
DIV47,908,0,2,2,36,0,5,953
DIV48,24,1,0,532,46,19,9,631
DIV49,202,0,574,0,42,26,8,852
DIV50,800,6,0,6,24,139,53,1028
DIV51,624,3,3,2,20,108,53,813
DIV52,54,612,0,0,39,10,16,731
DIV53,16,0,440,35,109,15,11,626
DIV54,744,0,0,2,20,1,8,775
DIV55,367,0,0,0,22,70,50,509
DIV56,478,0,1,0,12,66,179,736
DIV57,1081,0,0,3,18,0,9,1111
DIV58,18,0,1,537,40,9,7,612
CHSCTAXE,1340,0,0,3,58,176,115,1692
CHSCTBARNSTAPLE,11,2259,0,11,50,0,21,2352
CHSCTBIDEFORD,21,2543,0,12,85,0,25,2686
CHSCTBRAUNTON,16,1997,0,6,64,0,25,2108
CHSCTCREDITON,1069,22,1,2,49,61,8,1212
CHSCTCULLOMPTON,1575,1,1,0,58,128,162,1925
CHSCTDAWLISH,690,0,849,2,66,50,12,1669
CHSCTEXETERCHALL,4572,0,10,9,137,22,34,4784
CHSCTEXETERSYCAMORE,4535,1,5,13,117,2,33,4706
CHSCTEXMOUTH,2567,1,3,3,69,51,17,2711
CHSCTHONITON,1355,1,1,3,59,228,48,1695
CHSCTIVYBRIDGE,27,0,141,1477,121,12,8,1786
CHSCTKINGSBRIDGE,7,0,341,443,25,3,10,829
CHSCTNABBOT,281,1,2505,20,193,269,33,3302
CHSCTOKE,1154,18,37,83,65,228,9,1594
CHSCTSMOLTON,118,753,0,0,40,6,10,927
CHSCTTAVISTOCK,115,1,0,1416,109,40,18,1699
CHSCTTEIGN,331,0,768,41,139,89,14,1382
CHSCTTIVERTON,1717,34,4,8,64,287,158,2272
CHSCTTORRINGTON,213,1114,0,23,71,48,32,1501
CHSCTTOTNES,22,0,828,26,134,31,23,1064
Eastern,,,,,,,,
Northern,,,,,,,,
Southern,,,,,,,,
Western,,,,,,,,
