Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01015208,12,10,12,21,16,71
E01015209,16,24,38,35,20,132
E01015210,32,36,53,37,24,182
E01015211,9,13,17,12,8,59
E01015212,20,24,41,39,14,139
E01015213,18,20,23,20,8,89
E01015214,28,40,42,46,12,168
E01015215,18,19,22,22,8,90
E01015216,34,31,42,41,22,171
E01015217,38,43,59,58,23,221
E01015218,30,26,59,45,27,188
E01015219,14,18,32,34,27,124
E01015220,12,9,22,22,14,80
E01015221,14,14,21,24,10,84
E01015222,13,15,19,22,13,82
E01015223,11,10,15,13,6,55
E01015224,16,14,22,21,11,84
E01015225,17,15,25,21,11,89
E01015226,8,6,17,13,10,53
E01015227,11,13,16,17,7,64
E01015228,17,33,32,39,25,144
E01015229,24,17,40,47,36,165
E01015230,9,7,15,12,10,53
E01015231,32,48,58,67,27,233
E01015232,30,44,69,80,43,266
E01015233,20,32,47,50,29,178
E01015234,30,28,44,50,19,172
E01015235,20,21,36,52,43,172
E01015236,18,23,50,51,29,171
E01015237,18,17,27,18,8,87
E01015238,24,23,39,31,20,138
E01015239,17,26,44,51,39,177
E01015240,8,19,42,32,34,136
E01015241,27,23,37,40,21,149
E01015242,31,35,38,35,18,156
E01015243,8,13,19,21,12,72
E01015244,9,13,18,21,15,76
E01015245,23,15,27,36,28,129
E01015246,11,11,19,21,13,76
E01015247,30,27,52,51,29,189
E01015248,25,29,37,38,22,151
E01015249,27,29,41,39,13,149
E01015250,9,20,16,12,5,63
E01015251,10,11,15,11,6,53
E01015252,25,47,54,35,11,171
E01015253,15,21,25,14,4,78
E01015254,14,13,20,18,13,79
E01015255,54,47,66,74,25,265
E01015256,29,63,59,71,35,258
E01015257,34,32,48,39,20,173
E01015258,37,52,57,58,32,236
E01015259,30,26,56,38,14,164
E01015260,25,37,53,71,32,217
E01015261,38,57,67,77,40,279
E01015262,27,22,38,48,27,161
E01015263,29,37,47,40,22,175
E01015264,7,12,19,19,13,70
E01015265,21,14,41,36,34,146
E01015266,36,31,43,43,21,174
E01015267,16,26,55,80,44,221
E01015268,12,17,41,53,41,163
E01015269,15,23,43,50,37,168
E01015270,13,27,44,63,59,206
E01015271,7,6,8,13,14,47
E01019886,23,25,40,30,19,137
E01019887,12,19,18,14,8,71
E01019888,11,13,20,17,12,73
E01019889,8,16,14,12,9,59
E01019890,7,13,16,16,11,64
E01019891,13,14,20,21,8,77
E01019892,16,45,39,18,7,125
E01019893,15,16,35,28,12,107
E01019894,5,3,8,10,11,38
E01019895,4,6,10,12,10,42
E01019896,7,7,8,13,13,48
E01019897,11,12,26,16,8,74
E01019898,9,13,23,19,15,80
E01019899,7,8,11,12,7,44
E01019900,7,11,12,14,13,58
E01019901,7,10,18,18,12,64
E01019902,12,18,26,25,18,99
E01019903,19,13,31,28,13,104
E01019904,11,11,22,17,9,71
E01019905,14,13,21,20,9,76
E01019906,7,18,16,13,6,60
E01019907,8,10,15,12,9,54
E01019908,14,22,22,12,4,72
E01019909,11,9,16,14,12,61
E01019910,10,10,19,14,8,60
E01019911,5,13,10,11,11,49
E01019912,11,17,18,22,15,82
E01019913,5,5,10,10,13,43
E01019914,35,26,52,46,29,188
E01019915,9,9,14,12,11,55
E01019916,26,48,52,37,14,178
E01019917,15,14,24,18,6,77
E01019918,30,39,52,50,24,195
E01019919,26,35,45,30,17,153
E01019920,11,16,25,18,9,80
E01019921,9,9,15,12,6,52
E01019922,18,19,33,28,18,116
E01019923,9,11,20,15,7,63
E01019924,14,16,22,19,7,77
E01019925,11,13,14,10,5,53
E01019927,16,17,36,22,16,107
E01019928,12,12,20,16,8,69
E01019929,7,13,15,11,5,51
E01019930,6,13,15,9,7,49
E01019931,9,11,13,10,6,49
E01019932,22,30,45,33,23,154
E01019933,10,16,17,14,8,64
E01019934,8,16,13,14,10,62
E01019935,7,5,8,12,8,39
E01019936,7,5,14,14,11,51
E01019937,10,12,19,18,13,73
E01019938,15,14,27,32,22,111
E01019939,8,7,11,13,10,48
E01019940,9,4,13,13,10,49
E01019942,9,9,19,15,6,59
E01019943,10,10,16,12,7,55
E01019944,9,12,19,13,6,59
E01019945,37,17,31,31,15,131
E01019946,4,3,8,12,12,39
E01019947,10,21,20,18,15,84
E01019948,4,3,9,10,10,36
E01019949,6,12,11,9,10,49
E01019950,7,5,13,14,14,52
E01019951,9,7,15,18,16,65
E01019952,6,11,13,12,11,53
E01019953,9,5,10,11,11,46
E01019954,14,21,27,20,11,92
E01019955,9,9,13,13,9,53
E01019956,7,11,8,14,9,50
E01019957,7,11,5,12,15,50
E01019958,7,9,14,12,14,56
E01019959,6,7,17,15,8,53
E01019960,6,7,16,13,7,48
E01019961,12,10,23,26,16,87
E01019962,14,13,23,23,11,84
E01019963,7,12,17,15,6,57
E01019964,123,90,14,12,5,244
E01019965,6,15,18,14,7,60
E01019966,5,4,9,9,7,35
E01019967,8,7,15,17,14,61
E01019968,7,20,15,12,7,61
E01019969,9,17,17,12,4,59
E01019970,12,12,17,9,4,53
E01019971,19,45,29,16,5,115
E01019972,19,36,45,36,8,145
E01019973,10,15,16,12,6,60
E01019974,8,16,21,21,8,74
E01019975,26,29,36,32,9,132
E01019976,11,13,15,10,7,56
E01019977,13,14,17,12,5,61
E01019980,27,59,52,28,10,175
E01019981,20,36,43,35,13,147
E01019982,19,40,33,16,4,112
E01019983,11,15,17,11,7,61
E01019984,12,25,19,11,4,72
E01019985,24,34,40,30,8,135
E01019986,10,29,15,11,4,69
E01019987,43,30,26,11,5,115
E01019988,11,18,16,9,5,61
E01019989,9,21,16,6,2,54
E01019990,16,39,34,32,12,134
E01019991,22,42,42,27,10,143
E01019992,16,24,26,16,8,90
E01019993,12,17,13,13,4,58
E01019994,38,42,25,9,5,118
E01019995,85,64,48,34,17,248
E01019996,25,21,12,8,5,71
E01019997,61,28,21,8,3,121
E01019998,9,24,18,10,5,66
E01019999,24,15,10,9,5,63
E01020000,17,32,43,26,11,129
E01020001,9,17,14,10,6,55
E01020002,24,38,51,29,16,159
E01020003,12,17,17,11,8,66
E01020004,10,23,15,14,5,68
E01020005,36,35,48,36,16,172
E01020006,42,41,37,17,7,144
E01020007,76,31,15,8,2,131
E01020008,59,30,13,7,2,110
E01020009,22,25,17,9,3,77
E01020010,29,39,56,37,11,172
E01020011,8,11,13,10,6,49
E01020012,26,33,40,32,13,144
E01020013,26,34,36,28,12,136
E01020014,30,38,51,47,15,181
E01020015,38,55,62,44,16,216
