,,4,5,6,7,8,9
Area,Label,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E01019893,East Devon 006C,81.58009735,81.71683284,80.26815195,81.2846921,79.88655969,81.13326167
E01019894,East Devon 017A,84.63956529,86.89512257,86.48000263,88.47576219,87.91993576,87.63272735
E01019895,East Devon 017B,81.44858104,82.87382563,83.31949411,83.49842328,85.09036162,86.61628486
E01019896,East Devon 017C,82.59785612,82.34446874,81.39619005,80.32520069,80.12640468,79.53267162
E01019897,East Devon 017D,84.16117006,82.27865729,83.04915452,82.61110416,81.94315418,81.78667126
E01019898,East Devon 014A,85.26994261,84.93748285,84.08299382,83.32796381,82.10034172,81.11884737
E01019899,East Devon 007A,81.5042796,82.41741104,82.19907564,82.34653861,82.60524438,83.14917661
E01019900,East Devon 007B,84.39701824,85.16201511,84.61848433,85.46298469,84.69168584,84.42675589
E01019901,East Devon 009B,84.24234455,84.8178168,85.83691794,86.95449482,87.25457027,87.92692553
E01019902,East Devon 001A,80.99680198,80.92539312,80.99458861,81.45900903,82.10518964,82.2344096
E01019903,East Devon 006D,82.08061746,83.06993963,82.64491836,83.00848779,84.57210137,85.21175609
E01019904,East Devon 015A,80.4081181,80.95096677,82.08125568,83.62677338,84.79313378,82.99111972
E01019905,East Devon 015B,88.94185914,96.41831383,118.7229742,107.173318,96.53677305,92.7503804
E01019906,East Devon 015C,77.72365224,77.51258606,77.95792504,78.10485268,78.76613386,79.43245009
E01019907,East Devon 015D,83.80833784,81.90993545,84.4704806,83.45393748,83.36794111,83.04316906
E01019908,East Devon 016A,84.59916307,84.25717274,83.18699111,83.66258083,84.87955224,83.52179609
E01019909,East Devon 016B,87.15325786,84.22958324,84.51048847,84.45869137,85.38537773,86.07080425
E01019910,East Devon 016C,79.0695762,79.40016419,80.35988225,81.23212419,82.03799497,82.53030029
E01019911,East Devon 016D,85.38414698,84.40202432,84.56812878,83.07330952,83.04764741,82.48576576
E01019912,East Devon 020A,80.95946694,80.39102245,81.0072327,80.18392523,78.52948204,80.12910389
E01019913,East Devon 020B,79.79159094,79.18677702,79.49318323,78.29628094,78.22048003,80.07430601
