,,4,5,6,7,8,9
Area,Label,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E92000001,England,,,,,,
E12000009,South West,,,,,,
E01015142,Plymouth 009B,1.321353571,3.103426209,3.22164995,2.582930413,1.172223981,1.021366515
E01015143,Plymouth 009C,0.892316277,1.031475465,1.076893791,0.848443648,1.216912594,3.386240678
E01015144,Plymouth 009D,1.478132508,1.336527764,1.586854718,1.6986287,1.278981697,1.490991562
E01015145,Plymouth 014E,0.773830337,8.21161807,0.106870943,0.109491041,0.099225475,0.875404945
E01015146,Plymouth 009E,4.842330343,7.492377063,8.729512972,8.695434519,1.137784927,0.50134267
E01015147,Plymouth 006D,0.073791252,0.129083033,0.138186354,0.185297659,0.268148967,0.187119264
E01015148,Plymouth 006E,1.576917317,1.384968886,0.886743884,0.721959813,0.730498139,0.951671836
E01015149,Plymouth 009F,0.69112107,0.77373503,0.786706003,1.127048321,0.796376807,1.301474555
E01015150,Plymouth 009G,1.033471665,0.722241412,0.556595176,0.604791661,2.361538176,0.8225451
E01015151,Plymouth 029A,1.517974948,1.33321079,1.191035789,2.106375568,9.119482314,3.192352067
E01015152,Plymouth 027C,1.179161537,1.179818212,1.068139257,0.547157095,0.292496973,0.219724953
E01015153,Plymouth 029B,0.930403136,0.627665283,0.619825268,0.769628425,1.202619763,1.015796809
E01015155,Plymouth 029C,1.115199628,0.742386464,0.379559135,0.537231246,0.510670119,0.245761733
E01015156,Plymouth 027E,0.340145191,0.285964546,0.407375434,0.410240043,0.78789509,0.286688955
E01015157,Plymouth 029D,0.325740445,0.253555496,0.237957124,0.167520287,0.186847031,0.194624876
E01015158,Plymouth 029E,0.726598826,1.044727687,0.665160522,0.669604959,0.66690304,0.819783236
E01015159,Plymouth 002B,0.851988362,0.917435739,0.727922374,0.614002133,0.647549252,1.021651196
E01015160,Plymouth 001C,2.90522566,1.743270172,1.55166194,1.86770873,2.390177799,2.068437216
E01015161,Plymouth 002C,0.835008456,1.116842664,1.424954823,4.417034291,7.158359333,9.023846613
E01015162,Plymouth 002D,1.413201731,1.594320922,1.560302794,1.255052837,1.202929434,1.449889003
E01015163,Plymouth 003D,0.059810315,0.069654567,0.074340985,0.082030432,0.108112627,0.101139211
