Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
CHSCTNABBOT,769,998,979,1928,3533,8207
CHSCTOKE,309,404,464,1017,1638,3832
CHSCTSMOLTON,208,229,267,698,1191,2593
CHSCTTAVISTOCK,372,401,442,1115,1885,4215
CHSCTTEIGN,165,179,213,482,719,1758
CHSCTTIVERTON,486,558,562,1142,2011,4759
CHSCTTORRINGTON,393,407,468,1257,1886,4411
CHSCTTOTNES,225,252,313,799,1432,3021
Eastern,6190,6250,5572,18005,31935,67952
Northern,2025,2429,2496,9564,16232,32746
Southern,3885,4610,4687,18250,32829,64261
Western,8181,8267,6925,21917,32894,78184
