Area,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Community Hospital,Outside Devon,Total
DIV54,2925,#,35,11,661,120,3752
DIV55,1673,7,14,9,1697,551,3951
DIV56,1288,9,14,6,1519,855,3691
DIV57,4588,#,36,10,1271,126,6031
DIV58,36,6,32,2074,2012,192,4352
CHSCTAXE,7256,13,33,23,2871,916,11112
CHSCTBARNSTAPLE,168,11594,31,45,354,318,12510
CHSCTBIDEFORD,198,10222,26,39,4583,437,15505
CHSCTBRAUNTON,122,7292,22,31,3318,380,11165
CHSCTCREDITON,4638,90,35,22,1072,233,6090
CHSCTCULLOMPTON,4676,28,39,20,3241,997,9001
CHSCTDAWLISH,734,#,1383,10,1703,66,3896
CHSCTEXETERCHALL,17577,30,483,52,3915,610,22667
CHSCTEXETERSYCAMORE,20345,32,178,70,4437,1033,26095
CHSCTEXMOUTH,9004,19,81,48,9445,523,19120
CHSCTHONITON,6291,10,40,29,7198,695,14263
CHSCTIVYBRIDGE,58,13,853,4813,1777,329,7843
CHSCTKINGSBRIDGE,25,6,1049,1208,1958,268,4514
CHSCTNABBOT,188,6,2996,22,2605,100,5917
CHSCTOKE,4833,219,319,347,1526,423,7667
CHSCTSMOLTON,645,3237,11,20,351,200,4464
CHSCTTAVISTOCK,90,22,60,5320,5628,759,11879
CHSCTTEIGN,250,#,1369,70,1158,64,2911
CHSCTTIVERTON,4466,188,39,20,7942,647,13302
CHSCTTORRINGTON,526,4930,29,211,797,1640,8133
CHSCTTOTNES,21,#,987,43,895,93,2039
Eastern,79051,605,1187,396,41166,6031,128436
Northern,1620,37299,116,346,9691,2989,52061
Southern,1386,28,17512,351,8452,756,28485
Western,383,100,2123,70710,38854,4055,116225
