E01019956,East Devon 012A,23171,21749,21921,25362,,Eastern
E01019957,East Devon 012B,30575,30561,29847,31405,,Eastern
E01019958,East Devon 012C,29156,28793,28251,28520,,Eastern
E01019959,East Devon 004D,19761,17027,15894,18715,,Eastern
E01019960,East Devon 004E,23070,20210,20249,22872,,Eastern
E01019961,East Devon 007E,21405,20706,21640,24250,,Eastern
E01019962,East Devon 004F,23709,23595,21970,23741,,Eastern
E01019963,East Devon 013C,30296,30936,31154,31036,,Eastern
E01019964,East Devon 014B,27557,27257,27889,27761,,Eastern
E01019965,East Devon 014C,24771,24096,22649,26285,,Eastern
E01019966,East Devon 005E,24772,22661,24027,24679,,Eastern
E01019967,East Devon 001C,19069,16745,18257,17209,,Eastern
E01019968,Exeter 014A,21980,23161,23540,25905,,Eastern
E01019969,Exeter 014B,19458,20297,22216,21946,,Eastern
E01019970,Exeter 014C,22939,23691,24313,24798,,Eastern
E01019971,Exeter 014D,9782,11314,15118,17481,,Eastern
E01019972,Exeter 014E,10114,11359,10873,11970,,Eastern
E01019973,Exeter 012A,16063,16196,15677,20469,,Eastern
E01019974,Exeter 012B,14944,15417,16891,15364,,Eastern
E01019975,Exeter 010A,5957,6027,7783,7098,,Eastern
E01019976,Exeter 012C,24733,24010,24704,23585,,Eastern
E01019977,Exeter 012D,14294,14067,16648,19854,,Eastern
E01019980,Exeter 005A,13705,13178,13701,11206,,Eastern
E01019981,Exeter 012E,11983,13430,11997,12592,,Eastern
E01019982,Exeter 005B,12811,10654,10688,14042,,Eastern
E01019983,Exeter 005C,23242,23416,24135,27337,,Eastern
E01019984,Exeter 005D,23423,25898,26850,28741,,Eastern
E01019985,Exeter 005E,9828,10197,11896,8268,,Eastern
E01019986,Exeter 007A,23547,25035,25760,28098,,Eastern
E01019987,Exeter 006A,13598,13466,13225,18322,,Eastern
E01019988,Exeter 013A,18507,20698,19842,21162,,Eastern
E01019989,Exeter 006B,16809,22175,22385,23296,,Eastern
E01019990,Exeter 002A,5889,3946,4417,5079,,Eastern
E01019991,Exeter 002B,7344,5980,6534,8610,,Eastern
E01019992,Exeter 003A,12310,12718,13877,13634,,Eastern
E01019993,Exeter 002C,23833,23881,25448,27403,,Eastern
E01019994,Exeter 008A,12371,12951,11571,14504,,Eastern
E01019995,Exeter 008B,2403,2336,1277,2584,,Eastern
E01019996,Exeter 009A,10094,12910,15724,15787,,Eastern
E01019997,Exeter 004A,10623,15834,17084,17908,,Eastern
E01019998,Exeter 001C,23322,23960,24229,28461,,Eastern
E01019999,Exeter 001D,26076,29495,29990,31524,,Eastern
E01020000,Exeter 002D,8070,8440,9759,9714,,Eastern
E01020001,Exeter 001E,26273,24199,27632,29099,,Eastern
E01020002,Exeter 003B,12030,10434,11730,12617,,Eastern
E01020003,Exeter 003C,26379,25406,29018,26201,,Eastern
E01020004,Exeter 003D,28590,30203,30744,30764,,Eastern
E01020005,Exeter 003E,8562,9773,9429,7125,,Eastern
E01020006,Exeter 006C,12365,13084,16239,14516,,Eastern
E01020007,Exeter 002E,12621,17876,18301,16676,,Eastern
E01020008,Exeter 006D,13342,19646,18943,20605,,Eastern
E01020009,Exeter 006E,17168,23083,23523,24545,,Eastern
E01020010,Exeter 013B,3832,6080,5608,6843,,Eastern
E01020011,Exeter 015A,16153,16721,17934,22833,,Eastern
E01020012,Exeter 015B,7919,8107,8882,10624,,Eastern
E01020013,Exeter 013C,10708,12889,12365,12446,,Eastern
E01020014,Exeter 013D,3362,3248,4133,4029,,Eastern
E01020015,Exeter 013E,2350,2640,1953,2395,,Eastern
E01020016,Exeter 008C,3728,3689,4293,4908,,Eastern
E01020017,Exeter 008D,12519,11775,12227,12440,,Eastern
E01020018,Exeter 008E,6330,5684,7192,6274,,Eastern
E01020019,Exeter 004B,16713,21021,21199,23623,,Eastern
E01020020,Exeter 004C,12170,14527,15612,13437,,Eastern
E01020021,Exeter 004D,13589,17716,18824,19473,,Eastern
E01020022,Exeter 004E,7894,8633,9281,8490,,Eastern
E01020023,Exeter 009B,21817,25084,26699,25110,,Eastern
E01020024,Exeter 009C,22722,28629,28158,30829,,Eastern
E01020025,Exeter 009D,12779,14113,15057,18646,,Eastern
E01020026,Exeter 011A,24618,25768,27673,28821,,Eastern
E01020027,Exeter 011B,15929,15407,15217,21106,,Eastern
E01020029,Exeter 010B,14903,16283,17046,18421,,Eastern
E01020030,Exeter 010C,8686,9917,10095,10570,,Eastern
E01020031,Exeter 010D,15047,18403,19108,19395,,Eastern
E01020032,Exeter 010E,9457,9386,11899,10495,,Eastern
E01020033,Exeter 015C,17346,19568,20298,18062,,Eastern
E01020035,Exeter 011D,24196,21587,22824,25536,,Eastern
E01020036,Exeter 007B,13567,13558,13332,12492,,Eastern
E01020037,Exeter 007C,5286,5644,5660,6555,,Eastern
E01020038,Exeter 011E,21800,24545,24018,28621,,Eastern
E01020039,Exeter 007D,4526,4866,4199,6177,,Eastern
E01020040,Exeter 007E,12847,13620,12370,14635,,Eastern
E01020041,Mid Devon 011A,10621,10576,11787,12421,,Eastern
E01020042,Mid Devon 011B,27785,27989,28456,30195,,Eastern
E01020043,Mid Devon 008A,18278,18199,17661,19877,,Eastern
E01020044,Mid Devon 008B,18793,19680,19144,21407,,Eastern
E01020045,Mid Devon 006A,22372,21891,22113,22345,,Eastern
E01020046,Mid Devon 001A,16947,15049,15992,15762,,Eastern
E01020047,Mid Devon 002A,19395,20245,19378,20918,,Eastern
E01020048,Mid Devon 005A,10319,11274,8893,8161,,Eastern
E01020049,Mid Devon 001B,15406,14738,15979,13962,,Eastern
E01020050,Mid Devon 001C,15557,13682,15066,15788,,Eastern
E01020051,Mid Devon 002B,22303,22522,24535,24225,,Eastern
E01020052,Mid Devon 004A,8714,9085,7968,10258,,Eastern
E01020053,Mid Devon 004B,10608,9255,9994,12136,,Eastern
E01020054,Mid Devon 007A,23294,24027,23535,25381,,Eastern
E01020055,Mid Devon 007B,10952,11710,11598,12099,,Eastern
E01020056,Mid Devon 008C,21084,17040,19685,18506,,Eastern
E01020057,Mid Devon 007C,13325,12490,12952,13091,,Eastern
E01020058,Mid Devon 007D,24780,25270,26095,26765,,Eastern
E01020059,Mid Devon 006B,16907,18690,18806,18771,,Eastern
E01020060,Mid Devon 011C,16213,17317,16352,15677,,Eastern
E01020061,Mid Devon 011D,22359,23407,21617,23478,,Eastern
E01020062,Mid Devon 006C,30420,30364,31570,31757,,Eastern
