Source,Source URL,Licence,Licence URL,Numerator,Denominator,Notes
"Health Survey for England, 2016",https://digital.nhs.uk/data-and-information/publications/statistical/health-survey-for-england/health-survey-for-england-2016,,,Estimate of number of people age 16 and over spending less than 30 minutes on moderate physical activity per week,Population aged 16 and over,National estimates have been applied to the local population
