Area,16 to 24,25 to 34,35 to 44,45 to 64,65 and over,Total
E01015160,5,14,17,71,66,173
E01015161,12,23,21,65,53,174
E01015162,12,28,21,70,41,172
E01015163,10,17,18,61,53,159
E01015164,11,29,43,72,36,191
E01015165,12,26,33,66,28,165
E01015166,22,50,45,83,43,243
E01015167,18,30,41,95,34,218
E01015168,16,46,45,94,31,232
E01015169,55,25,30,75,54,239
E01015170,13,26,28,75,46,188
E01015171,12,34,37,95,56,234
E01015172,20,50,47,81,39,237
E01015173,17,38,39,84,54,232
E01015174,11,29,33,82,46,201
E01015175,30,39,41,67,30,207
E01015176,11,29,30,62,41,173
E01015177,29,43,50,58,34,214
E01015178,69,47,36,69,22,243
E01015179,46,31,29,36,18,160
E01015180,16,45,45,69,39,214
E01015181,26,52,58,84,34,254
E01015182,17,46,37,84,38,222
E01015183,6,16,22,80,68,192
E01015184,4,8,14,55,86,167
E01015185,7,13,17,72,74,183
E01015186,8,16,13,72,56,165
E01015187,5,7,13,63,88,176
E01015188,9,9,18,66,77,179
E01015189,7,9,14,65,48,143
E01015190,10,13,20,88,79,210
E01015191,11,22,29,70,40,172
E01015192,12,18,22,65,42,159
E01015193,6,16,15,54,53,144
E01015194,11,14,22,66,48,161
E01015195,16,26,29,104,57,232
E01015196,17,19,26,59,28,149
E01015197,6,9,14,63,83,175
E01015198,7,12,15,85,88,207
E01015199,5,7,8,66,87,173
