Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
TOWN26,896,702,566,891,1067,7096
TOWN27,591,479,417,511,664,4470
TOWN28,1014,941,741,1122,1238,8494
TOWN29,611,485,434,691,762,5029
DIV1,357,439,337,436,515,3350
DIV2,324,280,246,407,467,2977
DIV3,403,314,237,341,402,2898
DIV4,345,401,271,390,441,2988
DIV5,334,327,262,382,422,2815
DIV6,335,277,221,379,421,2777
DIV7,358,348,255,411,491,3101
DIV8,286,252,210,303,339,2380
DIV9,358,303,239,342,395,2830
DIV10,327,312,255,370,398,2748
DIV11,277,318,244,335,358,2559
DIV12,351,274,237,377,416,2888
DIV13,295,226,179,309,346,2377
DIV14,356,248,214,351,417,2793
DIV15,338,317,257,385,428,2915
DIV16,374,291,261,404,474,3160
DIV17,292,317,257,368,401,2724
DIV18,405,290,232,405,468,3114
DIV19,453,378,276,394,484,3343
DIV20,687,241,183,648,359,2886
DIV21,278,275,233,317,356,2489
DIV22,469,389,323,311,403,3218
DIV23,861,844,669,1065,1152,7512
DIV24,295,410,299,415,525,3037
DIV25,419,413,332,408,494,3434
DIV26,321,294,204,287,324,2404
DIV27,386,311,264,377,470,3165
DIV28,348,427,286,423,469,3017
DIV29,504,353,291,482,590,3911
DIV30,311,267,217,325,403,2588
DIV31,384,301,233,357,433,2929
DIV32,305,255,236,389,368,2566
DIV33,393,308,221,329,409,2859
DIV34,398,341,296,427,452,3206
DIV35,316,345,266,390,421,2788
DIV36,342,334,252,386,420,2825
DIV37,415,352,244,298,439,3004
DIV38,383,342,289,428,460,3258
DIV39,372,300,234,385,386,2899
DIV40,293,349,257,387,426,2715
DIV41,353,293,176,315,418,2724
DIV42,494,387,278,326,434,3332
DIV43,495,456,304,357,454,3470
DIV44,361,273,238,376,422,2927
DIV45,332,286,228,349,384,2703
DIV46,338,431,249,419,480,2756
DIV47,827,416,246,826,488,3636
DIV48,376,330,247,357,411,2827
DIV49,446,387,332,425,507,3492
DIV50,361,351,274,438,427,3038
DIV51,357,356,253,349,450,2971
DIV52,382,303,246,372,462,3036
DIV53,342,288,262,400,457,2872
DIV54,318,362,275,322,399,2666
DIV55,369,262,204,336,412,2818
DIV56,345,293,265,417,429,2999
DIV57,281,371,278,414,458,2839
DIV58,427,305,257,426,545,3505
CHSCTAXE,1505,1234,877,1115,1414,10510
CHSCTBARNSTAPLE,947,932,714,1056,1204,8023
CHSCTBIDEFORD,1290,1175,857,1208,1479,10128
CHSCTBRAUNTON,883,748,613,927,1073,7205
CHSCTCREDITON,574,496,402,618,706,4832
CHSCTCULLOMPTON,775,730,637,940,1000,6931
CHSCTDAWLISH,1012,853,678,909,1133,7718
CHSCTEXETERCHALL,1633,1969,1513,1971,2396,15277
CHSCTEXETERSYCAMORE,2578,1990,1303,2848,2326,15856
CHSCTEXMOUTH,1395,1283,1029,1456,1636,11264
