"ID","Coords"
"TOWN01","[50.593,-3.881],[50.593,-3.876],[50.592,-3.873],[50.591,-3.871],[50.591,-3.867],[50.593,-3.867],[50.593,-3.863],[50.594,-3.86],[50.594,-3.856],[50.593,-3.854],[50.594,-3.852],[50.594,-3.846],[50.595,-3.842],[50.598,-3.828],[50.601,-3.829],[50.604,-3.829],[50.606,-3.831],[50.608,-3.828],[50.609,-3.822],[50.609,-3.82],[50.608,-3.817],[50.607,-3.811],[50.607,-3.807],[50.606,-3.805],[50.605,-3.801],[50.605,-3.8],[50.605,-3.795],[50.605,-3.793],[50.603,-3.791],[50.602,-3.794],[50.601,-3.796],[50.599,-3.793],[50.597,-3.792],[50.595,-3.791],[50.595,-3.791],[50.593,-3.791],[50.59,-3.79],[50.59,-3.787],[50.587,-3.786],[50.582,-3.785],[50.578,-3.783],[50.577,-3.781],[50.574,-3.779],[50.572,-3.778],[50.57,-3.776],[50.567,-3.779],[50.565,-3.774],[50.563,-3.77],[50.56,-3.765],[50.559,-3.764],[50.555,-3.763],[50.552,-3.762],[50.551,-3.76],[50.55,-3.759],[50.549,-3.756],[50.549,-3.753],[50.55,-3.75],[50.549,-3.746],[50.549,-3.745],[50.549,-3.737],[50.548,-3.736],[50.549,-3.734],[50.549,-3.731],[50.549,-3.725],[50.548,-3.723],[50.548,-3.714],[50.548,-3.711],[50.546,-3.711],[50.544,-3.709],[50.544,-3.71],[50.541,-3.709],[50.54,-3.709],[50.539,-3.71],[50.537,-3.709],[50.534,-3.705],[50.533,-3.708],[50.529,-3.711],[50.526,-3.712],[50.524,-3.716],[50.52,-3.726],[50.518,-3.728],[50.515,-3.736],[50.512,-3.741],[50.507,-3.741],[50.507,-3.744],[50.508,-3.746],[50.509,-3.749],[50.51,-3.755],[50.508,-3.758],[50.506,-3.764],[50.504,-3.766],[50.501,-3.767],[50.5,-3.767],[50.496,-3.765],[50.495,-3.764],[50.492,-3.765],[50.488,-3.767],[50.485,-3.768],[50.485,-3.767],[50.481,-3.765],[50.479,-3.76],[50.478,-3.76],[50.476,-3.76],[50.474,-3.757],[50.473,-3.757],[50.469,-3.758],[50.466,-3.758],[50.467,-3.761],[50.467,-3.763],[50.466,-3.765],[50.466,-3.767],[50.464,-3.771],[50.463,-3.772],[50.464,-3.775],[50.461,-3.777],[50.458,-3.777],[50.455,-3.778],[50.451,-3.776],[50.45,-3.778],[50.446,-3.783],[50.445,-3.784],[50.443,-3.788],[50.442,-3.79],[50.445,-3.793],[50.443,-3.794],[50.441,-3.798],[50.442,-3.8],[50.443,-3.801],[50.445,-3.802],[50.446,-3.805],[50.446,-3.806],[50.447,-3.808],[50.448,-3.807],[50.449,-3.809],[50.449,-3.812],[50.45,-3.814],[50.45,-3.817],[50.455,-3.821],[50.455,-3.823],[50.457,-3.823],[50.458,-3.825],[50.459,-3.831],[50.463,-3.834],[50.463,-3.837],[50.465,-3.85],[50.465,-3.857],[50.466,-3.858],[50.467,-3.86],[50.47,-3.861],[50.471,-3.862],[50.471,-3.864],[50.473,-3.867],[50.474,-3.872],[50.475,-3.873],[50.477,-3.874],[50.477,-3.877],[50.478,-3.879],[50.479,-3.883],[50.481,-3.882],[50.483,-3.881],[50.485,-3.879],[50.487,-3.879],[50.49,-3.88],[50.492,-3.882],[50.495,-3.882],[50.495,-3.883],[50.497,-3.883],[50.499,-3.882],[50.501,-3.883],[50.505,-3.89],[50.513,-3.891],[50.519,-3.889],[50.523,-3.89],[50.525,-3.885],[50.526,-3.883],[50.53,-3.883],[50.533,-3.887],[50.536,-3.888],[50.535,-3.886],[50.537,-3.883],[50.538,-3.883],[50.539,-3.881],[50.54,-3.879],[50.541,-3.879],[50.542,-3.876],[50.542,-3.874],[50.544,-3.875],[50.545,-3.874],[50.549,-3.875],[50.549,-3.876],[50.552,-3.876],[50.554,-3.873],[50.556,-3.873],[50.556,-3.875],[50.558,-3.875],[50.561,-3.873],[50.562,-3.874],[50.564,-3.873],[50.566,-3.871],[50.568,-3.871],[50.57,-3.869],[50.572,-3.869],[50.573,-3.872],[50.575,-3.873],[50.575,-3.876],[50.576,-3.877],[50.577,-3.876],[50.58,-3.877],[50.58,-3.878],[50.584,-3.88],[50.586,-3.878],[50.587,-3.88],[50.589,-3.879],[50.593,-3.881]"
"TOWN02","[50.873,-3.053],[50.872,-3.05],[50.871,-3.045],[50.869,-3.044],[50.868,-3.042],[50.868,-3.041],[50.868,-3.038],[50.866,-3.036],[50.865,-3.035],[50.863,-3.033],[50.862,-3.033],[50.861,-3.032],[50.859,-3.033],[50.858,-3.035],[50.856,-3.034],[50.854,-3.036],[50.852,-3.035],[50.851,-3.036],[50.85,-3.034],[50.852,-3.029],[50.855,-3.02],[50.855,-3.017],[50.855,-3.013],[50.855,-3.012],[50.857,-3.011],[50.856,-3.009],[50.853,-3.005],[50.853,-3.003],[50.851,-3.001],[50.85,-2.997],[50.854,-2.995],[50.855,-2.993],[50.855,-2.987],[50.854,-2.981],[50.854,-2.979],[50.855,-2.975],[50.855,-2.972],[50.853,-2.973],[50.852,-2.973],[50.851,-2.97],[50.851,-2.967],[50.849,-2.969],[50.847,-2.97],[50.845,-2.971],[50.844,-2.971],[50.842,-2.97],[50.841,-2.968],[50.84,-2.967],[50.834,-2.969],[50.833,-2.965],[50.831,-2.964],[50.829,-2.96],[50.827,-2.962],[50.826,-2.958],[50.821,-2.953],[50.82,-2.954],[50.82,-2.956],[50.818,-2.957],[50.817,-2.957],[50.816,-2.959],[50.815,-2.951],[50.814,-2.949],[50.815,-2.947],[50.814,-2.946],[50.814,-2.945],[50.812,-2.942],[50.811,-2.941],[50.809,-2.937],[50.809,-2.935],[50.809,-2.932],[50.809,-2.928],[50.808,-2.927],[50.808,-2.923],[50.805,-2.918],[50.805,-2.916],[50.805,-2.914],[50.805,-2.911],[50.804,-2.91],[50.804,-2.906],[50.805,-2.904],[50.804,-2.902],[50.805,-2.898],[50.804,-2.896],[50.804,-2.894],[50.804,-2.891],[50.803,-2.889],[50.801,-2.889],[50.8,-2.888],[50.798,-2.888],[50.796,-2.886],[50.794,-2.885],[50.793,-2.886],[50.792,-2.886],[50.79,-2.889],[50.789,-2.892],[50.786,-2.896],[50.785,-2.897],[50.785,-2.899],[50.785,-2.903],[50.784,-2.912],[50.783,-2.918],[50.782,-2.928],[50.781,-2.931],[50.779,-2.935],[50.777,-2.94],[50.775,-2.942],[50.771,-2.948],[50.767,-2.953],[50.764,-2.955],[50.763,-2.955],[50.762,-2.952],[50.761,-2.951],[50.761,-2.949],[50.756,-2.937],[50.754,-2.934],[50.752,-2.935],[50.751,-2.939],[50.748,-2.939],[50.745,-2.937],[50.744,-2.937],[50.742,-2.939],[50.736,-2.945],[50.734,-2.945],[50.732,-2.948],[50.729,-2.951],[50.727,-2.952],[50.724,-2.951],[50.721,-2.947],[50.719,-2.948],[50.718,-2.947],[50.717,-2.945],[50.716,-2.946],[50.714,-2.951],[50.713,-2.952],[50.713,-2.954],[50.711,-2.957],[50.712,-2.96],[50.712,-2.964],[50.714,-2.964],[50.717,-2.966],[50.719,-2.966],[50.719,-2.97],[50.718,-2.974],[50.717,-2.978],[50.718,-2.981],[50.718,-2.984],[50.719,-2.985],[50.724,-2.985],[50.734,-2.988],[50.739,-2.99],[50.741,-2.992],[50.743,-2.997],[50.744,-3],[50.746,-3.006],[50.745,-3.007],[50.745,-3.012],[50.743,-3.015],[50.742,-3.016],[50.741,-3.018],[50.738,-3.022],[50.736,-3.02],[50.735,-3.021],[50.735,-3.023],[50.734,-3.025],[50.733,-3.025],[50.732,-3.027],[50.731,-3.027],[50.731,-3.029],[50.732,-3.033],[50.734,-3.039],[50.733,-3.042],[50.734,-3.045],[50.735,-3.048],[50.736,-3.047],[50.736,-3.05],[50.738,-3.049],[50.742,-3.047],[50.743,-3.047],[50.744,-3.048],[50.746,-3.049],[50.75,-3.047],[50.75,-3.05],[50.751,-3.053],[50.751,-3.057],[50.75,-3.059],[50.747,-3.062],[50.749,-3.062],[50.753,-3.066],[50.755,-3.066],[50.755,-3.069],[50.756,-3.07],[50.757,-3.073],[50.759,-3.072],[50.758,-3.075],[50.76,-3.079],[50.762,-3.082],[50.765,-3.083],[50.766,-3.087],[50.767,-3.09],[50.768,-3.09],[50.771,-3.087],[50.772,-3.087],[50.774,-3.089],[50.776,-3.089],[50.778,-3.091],[50.78,-3.092],[50.782,-3.094],[50.784,-3.095],[50.785,-3.096],[50.786,-3.098],[50.788,-3.099],[50.79,-3.103],[50.791,-3.104],[50.791,-3.107],[50.793,-3.109],[50.794,-3.109],[50.795,-3.11],[50.796,-3.113],[50.798,-3.116],[50.799,-3.117],[50.801,-3.117],[50.802,-3.118],[50.804,-3.118],[50.805,-3.118],[50.807,-3.12],[50.808,-3.12],[50.81,-3.118],[50.814,-3.119],[50.816,-3.116],[50.819,-3.118],[50.821,-3.116],[50.822,-3.115],[50.823,-3.115],[50.826,-3.115],[50.83,-3.117],[50.831,-3.119],[50.834,-3.122],[50.837,-3.123],[50.84,-3.122],[50.841,-3.122],[50.843,-3.121],[50.846,-3.119],[50.848,-3.119],[50.848,-3.115],[50.849,-3.107],[50.848,-3.103],[50.848,-3.093],[50.848,-3.086],[50.848,-3.083],[50.847,-3.082],[50.846,-3.075],[50.846,-3.071],[50.846,-3.067],[50.845,-3.062],[50.845,-3.06],[50.846,-3.059],[50.849,-3.058],[50.852,-3.057],[50.853,-3.057],[50.853,-3.056],[50.856,-3.058],[50.858,-3.057],[50.86,-3.057],[50.862,-3.056],[50.863,-3.057],[50.864,-3.058],[50.866,-3.058],[50.867,-3.056],[50.869,-3.055],[50.87,-3.053],[50.873,-3.053]"
"TOWN03","[51.07,-4.18],[51.072,-4.175],[51.075,-4.169],[51.078,-4.165],[51.08,-4.164],[51.082,-4.16],[51.082,-4.158],[51.082,-4.155],[51.082,-4.146],[51.081,-4.143],[51.08,-4.14],[51.08,-4.137],[51.079,-4.136],[51.079,-4.133],[51.079,-4.125],[51.079,-4.124],[51.08,-4.122],[51.08,-4.12],[51.081,-4.119],[51.082,-4.118],[51.088,-4.119],[51.089,-4.118],[51.092,-4.117],[51.093,-4.114],[51.093,-4.109],[51.092,-4.107],[51.094,-4.105],[51.096,-4.105],[51.099,-4.106],[51.099,-4.101],[51.099,-4.098],[51.1,-4.096],[51.1,-4.093],[51.102,-4.087],[51.103,-4.083],[51.108,-4.087],[51.109,-4.091],[51.109,-4.094],[51.111,-4.093],[51.114,-4.096],[51.117,-4.096],[51.119,-4.097],[51.121,-4.099],[51.122,-4.104],[51.124,-4.104],[51.125,-4.103],[51.126,-4.1],[51.129,-4.101],[51.131,-4.1],[51.131,-4.107],[51.132,-4.107],[51.134,-4.107],[51.134,-4.11],[51.136,-4.11],[51.138,-4.11],[51.138,-4.108],[51.141,-4.104],[51.145,-4.1],[51.147,-4.097],[51.151,-4.094],[51.152,-4.093],[51.153,-4.093],[51.154,-4.091],[51.154,-4.089],[51.153,-4.085],[51.154,-4.083],[51.151,-4.08],[51.15,-4.077],[51.147,-4.074],[51.147,-4.073],[51.148,-4.073],[51.15,-4.074],[51.152,-4.073],[51.152,-4.073],[51.154,-4.071],[51.154,-4.069],[51.156,-4.066],[51.157,-4.063],[51.158,-4.062],[51.16,-4.063],[51.161,-4.062],[51.162,-4.058],[51.162,-4.054],[51.161,-4.049],[51.162,-4.047],[51.165,-4.045],[51.165,-4.043],[51.167,-4.043],[51.168,-4.041],[51.17,-4.037],[51.173,-4.035],[51.173,-4.031],[51.173,-4.028],[51.173,-4.025],[51.174,-4.021],[51.176,-4.022],[51.177,-4.022],[51.176,-4.013],[51.176,-4.011],[51.176,-4.01],[51.175,-4.004],[51.178,-4.004],[51.179,-4],[51.18,-3.995],[51.18,-3.992],[51.179,-3.989],[51.178,-3.988],[51.175,-3.989],[51.172,-3.992],[51.17,-3.993],[51.168,-3.99],[51.166,-3.991],[51.164,-3.993],[51.164,-3.995],[51.161,-3.993],[51.16,-3.994],[51.161,-3.989],[51.162,-3.987],[51.162,-3.985],[51.161,-3.981],[51.161,-3.979],[51.163,-3.977],[51.164,-3.966],[51.164,-3.962],[51.164,-3.959],[51.164,-3.955],[51.162,-3.952],[51.16,-3.949],[51.16,-3.948],[51.159,-3.943],[51.159,-3.939],[51.16,-3.937],[51.16,-3.936],[51.158,-3.927],[51.158,-3.924],[51.158,-3.92],[51.158,-3.916],[51.157,-3.911],[51.156,-3.909],[51.157,-3.904],[51.156,-3.901],[51.157,-3.898],[51.156,-3.895],[51.152,-3.896],[51.151,-3.897],[51.148,-3.894],[51.147,-3.893],[51.144,-3.892],[51.142,-3.891],[51.142,-3.887],[51.14,-3.885],[51.138,-3.887],[51.136,-3.886],[51.135,-3.887],[51.132,-3.888],[51.132,-3.889],[51.13,-3.889],[51.128,-3.887],[51.127,-3.887],[51.126,-3.89],[51.125,-3.892],[51.123,-3.892],[51.122,-3.89],[51.121,-3.889],[51.119,-3.889],[51.119,-3.885],[51.117,-3.884],[51.116,-3.886],[51.115,-3.887],[51.114,-3.89],[51.113,-3.891],[51.113,-3.894],[51.11,-3.893],[51.109,-3.893],[51.109,-3.896],[51.109,-3.897],[51.11,-3.902],[51.109,-3.904],[51.11,-3.905],[51.11,-3.907],[51.106,-3.908],[51.103,-3.907],[51.101,-3.906],[51.099,-3.902],[51.096,-3.902],[51.095,-3.9],[51.094,-3.897],[51.092,-3.897],[51.091,-3.898],[51.09,-3.897],[51.088,-3.892],[51.087,-3.892],[51.085,-3.892],[51.083,-3.891],[51.081,-3.893],[51.078,-3.892],[51.077,-3.89],[51.077,-3.888],[51.075,-3.886],[51.073,-3.883],[51.072,-3.884],[51.068,-3.882],[51.066,-3.88],[51.065,-3.879],[51.065,-3.877],[51.065,-3.876],[51.065,-3.874],[51.063,-3.871],[51.06,-3.869],[51.06,-3.866],[51.058,-3.868],[51.058,-3.866],[51.057,-3.865],[51.054,-3.864],[51.054,-3.866],[51.054,-3.87],[51.053,-3.872],[51.053,-3.874],[51.054,-3.88],[51.055,-3.882],[51.056,-3.89],[51.056,-3.893],[51.056,-3.9],[51.056,-3.903],[51.056,-3.905],[51.053,-3.905],[51.052,-3.905],[51.049,-3.906],[51.048,-3.907],[51.046,-3.907],[51.046,-3.909],[51.044,-3.911],[51.043,-3.914],[51.044,-3.916],[51.043,-3.924],[51.044,-3.926],[51.044,-3.93],[51.044,-3.934],[51.044,-3.935],[51.043,-3.934],[51.041,-3.933],[51.039,-3.933],[51.037,-3.938],[51.036,-3.94],[51.035,-3.941],[51.032,-3.939],[51.03,-3.939],[51.03,-3.939],[51.028,-3.939],[51.026,-3.939],[51.023,-3.94],[51.022,-3.944],[51.021,-3.945],[51.02,-3.952],[51.02,-3.954],[51.02,-3.957],[51.018,-3.962],[51.018,-3.963],[51.018,-3.965],[51.016,-3.967],[51.014,-3.97],[51.013,-3.971],[51.012,-3.974],[51.013,-3.98],[51.013,-3.983],[51.013,-3.986],[51.011,-3.992],[51.01,-3.996],[51.011,-3.998],[51.01,-4],[51.01,-4.002],[51.01,-4.004],[51.01,-4.006],[51.01,-4.008],[51.009,-4.005],[51.009,-3.998],[51.008,-3.995],[51.007,-3.991],[51.006,-3.989],[51.005,-3.984],[51.005,-3.983],[51.002,-3.981],[51,-3.981],[50.995,-3.984],[50.992,-3.985],[50.991,-3.986],[50.987,-3.987],[50.985,-3.986],[50.982,-3.982],[50.98,-3.984],[50.979,-3.987],[50.978,-3.989],[50.975,-3.99],[50.974,-3.992],[50.972,-3.999],[50.971,-4.003],[50.972,-4.005],[50.969,-4.004],[50.969,-4.005],[50.967,-4.01],[50.968,-4.014],[50.968,-4.018],[50.969,-4.019],[50.972,-4.019],[50.973,-4.022],[50.973,-4.024],[50.974,-4.025],[50.976,-4.027],[50.978,-4.032],[50.981,-4.035],[50.982,-4.035],[50.985,-4.036],[50.986,-4.036],[50.988,-4.036],[50.99,-4.034],[50.992,-4.034],[50.993,-4.035],[50.996,-4.034],[50.997,-4.032],[50.999,-4.033],[51.002,-4.032],[51.007,-4.033],[51.007,-4.037],[51.008,-4.043],[51.007,-4.045],[51.009,-4.046],[51.008,-4.048],[51.008,-4.056],[51.008,-4.058],[51.01,-4.063],[51.009,-4.063],[51.008,-4.068],[51.008,-4.072],[51.008,-4.078],[51.007,-4.079],[51.005,-4.08],[51.002,-4.078],[51.002,-4.077],[51.002,-4.078],[51.002,-4.083],[51.002,-4.087],[51.003,-4.09],[51.003,-4.092],[51.006,-4.093],[51.006,-4.095],[51.009,-4.097],[51.009,-4.099],[51.01,-4.105],[51.01,-4.106],[51.011,-4.109],[51.01,-4.115],[51.011,-4.119],[51.014,-4.118],[51.015,-4.116],[51.016,-4.115],[51.019,-4.115],[51.019,-4.119],[51.019,-4.121],[51.02,-4.123],[51.02,-4.128],[51.02,-4.131],[51.02,-4.133],[51.021,-4.137],[51.021,-4.141],[51.023,-4.144],[51.024,-4.141],[51.025,-4.142],[51.025,-4.145],[51.027,-4.145],[51.03,-4.144],[51.029,-4.143],[51.033,-4.144],[51.035,-4.144],[51.037,-4.142],[51.038,-4.14],[51.042,-4.14],[51.043,-4.139],[51.043,-4.131],[51.043,-4.128],[51.045,-4.129],[51.046,-4.13],[51.049,-4.133],[51.05,-4.137],[51.05,-4.14],[51.05,-4.141],[51.05,-4.144],[51.051,-4.145],[51.052,-4.147],[51.054,-4.148],[51.057,-4.148],[51.057,-4.15],[51.059,-4.154],[51.058,-4.159],[51.058,-4.161],[51.061,-4.161],[51.062,-4.163],[51.066,-4.167],[51.069,-4.17],[51.07,-4.176],[51.069,-4.177],[51.07,-4.18]"
"TOWN04","[51.059,-4.196],[51.059,-4.193],[51.059,-4.19],[51.06,-4.189],[51.062,-4.187],[51.068,-4.184],[51.069,-4.183],[51.07,-4.18],[51.069,-4.177],[51.07,-4.176],[51.069,-4.17],[51.066,-4.167],[51.062,-4.163],[51.061,-4.161],[51.058,-4.161],[51.058,-4.159],[51.059,-4.154],[51.057,-4.15],[51.057,-4.148],[51.054,-4.148],[51.052,-4.147],[51.051,-4.145],[51.05,-4.144],[51.05,-4.141],[51.05,-4.14],[51.05,-4.137],[51.049,-4.133],[51.046,-4.13],[51.045,-4.129],[51.043,-4.128],[51.043,-4.131],[51.043,-4.139],[51.042,-4.14],[51.038,-4.14],[51.037,-4.142],[51.035,-4.144],[51.033,-4.144],[51.029,-4.143],[51.03,-4.144],[51.027,-4.145],[51.025,-4.145],[51.025,-4.142],[51.024,-4.141],[51.023,-4.144],[51.021,-4.141],[51.021,-4.137],[51.02,-4.133],[51.02,-4.131],[51.02,-4.128],[51.02,-4.123],[51.019,-4.121],[51.019,-4.119],[51.019,-4.115],[51.016,-4.115],[51.015,-4.116],[51.014,-4.118],[51.011,-4.119],[51.01,-4.115],[51.011,-4.109],[51.01,-4.106],[51.01,-4.105],[51.009,-4.099],[51.009,-4.097],[51.006,-4.095],[51.006,-4.093],[51.003,-4.092],[51.003,-4.09],[51.002,-4.087],[51.002,-4.083],[51.002,-4.078],[51.002,-4.077],[51,-4.077],[50.997,-4.079],[50.996,-4.08],[50.996,-4.082],[50.993,-4.084],[50.99,-4.083],[50.989,-4.084],[50.987,-4.085],[50.986,-4.085],[50.985,-4.09],[50.984,-4.092],[50.983,-4.092],[50.983,-4.094],[50.983,-4.095],[50.98,-4.096],[50.979,-4.094],[50.977,-4.097],[50.976,-4.103],[50.974,-4.106],[50.974,-4.111],[50.975,-4.115],[50.976,-4.12],[50.979,-4.125],[50.979,-4.128],[50.978,-4.134],[50.977,-4.136],[50.978,-4.137],[50.979,-4.14],[50.978,-4.144],[50.979,-4.15],[50.978,-4.152],[50.976,-4.15],[50.974,-4.154],[50.973,-4.156],[50.972,-4.158],[50.972,-4.162],[50.972,-4.168],[50.97,-4.169],[50.968,-4.171],[50.967,-4.174],[50.966,-4.178],[50.964,-4.179],[50.962,-4.176],[50.961,-4.177],[50.961,-4.181],[50.96,-4.184],[50.96,-4.187],[50.96,-4.194],[50.962,-4.195],[50.962,-4.205],[50.961,-4.21],[50.961,-4.211],[50.961,-4.214],[50.961,-4.219],[50.96,-4.222],[50.961,-4.227],[50.96,-4.229],[50.959,-4.227],[50.956,-4.227],[50.954,-4.229],[50.954,-4.228],[50.952,-4.23],[50.951,-4.23],[50.948,-4.23],[50.947,-4.229],[50.945,-4.23],[50.944,-4.231],[50.945,-4.233],[50.944,-4.236],[50.941,-4.236],[50.94,-4.235],[50.938,-4.236],[50.936,-4.239],[50.934,-4.239],[50.931,-4.241],[50.929,-4.242],[50.926,-4.243],[50.924,-4.241],[50.923,-4.239],[50.921,-4.238],[50.919,-4.237],[50.917,-4.237],[50.915,-4.242],[50.914,-4.246],[50.913,-4.251],[50.914,-4.253],[50.914,-4.255],[50.911,-4.258],[50.911,-4.26],[50.912,-4.261],[50.914,-4.262],[50.913,-4.267],[50.916,-4.27],[50.916,-4.271],[50.918,-4.275],[50.916,-4.279],[50.915,-4.284],[50.917,-4.286],[50.918,-4.286],[50.919,-4.283],[50.921,-4.285],[50.922,-4.282],[50.924,-4.283],[50.925,-4.282],[50.926,-4.28],[50.927,-4.281],[50.926,-4.285],[50.926,-4.288],[50.925,-4.289],[50.927,-4.292],[50.928,-4.292],[50.93,-4.295],[50.932,-4.296],[50.933,-4.296],[50.934,-4.299],[50.934,-4.3],[50.935,-4.304],[50.936,-4.304],[50.937,-4.299],[50.94,-4.3],[50.939,-4.301],[50.94,-4.302],[50.941,-4.3],[50.94,-4.298],[50.94,-4.296],[50.94,-4.294],[50.939,-4.291],[50.939,-4.288],[50.942,-4.291],[50.943,-4.292],[50.944,-4.294],[50.944,-4.296],[50.947,-4.298],[50.949,-4.296],[50.951,-4.298],[50.95,-4.3],[50.95,-4.306],[50.949,-4.308],[50.946,-4.309],[50.944,-4.311],[50.943,-4.319],[50.944,-4.323],[50.944,-4.325],[50.944,-4.33],[50.946,-4.335],[50.946,-4.337],[50.945,-4.344],[50.944,-4.346],[50.943,-4.348],[50.94,-4.349],[50.94,-4.35],[50.938,-4.35],[50.936,-4.349],[50.935,-4.35],[50.932,-4.347],[50.931,-4.348],[50.93,-4.351],[50.931,-4.354],[50.93,-4.356],[50.931,-4.359],[50.93,-4.362],[50.929,-4.363],[50.929,-4.367],[50.93,-4.368],[50.93,-4.371],[50.931,-4.373],[50.933,-4.374],[50.934,-4.375],[50.934,-4.377],[50.933,-4.38],[50.934,-4.383],[50.934,-4.387],[50.934,-4.39],[50.935,-4.391],[50.935,-4.394],[50.935,-4.396],[50.936,-4.399],[50.936,-4.403],[50.936,-4.404],[50.937,-4.407],[50.938,-4.409],[50.938,-4.41],[50.939,-4.414],[50.939,-4.421],[50.939,-4.423],[50.94,-4.424],[50.942,-4.425],[50.942,-4.429],[50.941,-4.431],[50.941,-4.432],[50.939,-4.434],[50.937,-4.436],[50.935,-4.439],[50.934,-4.439],[50.931,-4.442],[50.929,-4.444],[50.929,-4.448],[50.929,-4.45],[50.929,-4.454],[50.928,-4.455],[50.93,-4.459],[50.931,-4.464],[50.931,-4.47],[50.93,-4.48],[50.929,-4.486],[50.928,-4.489],[50.928,-4.493],[50.928,-4.497],[50.927,-4.498],[50.927,-4.501],[50.927,-4.505],[50.927,-4.508],[50.927,-4.511],[50.927,-4.513],[50.926,-4.516],[50.927,-4.519],[50.927,-4.527],[50.926,-4.529],[50.926,-4.533],[50.928,-4.54],[50.928,-4.545],[50.929,-4.548],[50.934,-4.547],[50.935,-4.548],[50.94,-4.549],[50.941,-4.548],[50.943,-4.546],[50.944,-4.544],[50.947,-4.544],[50.948,-4.542],[50.949,-4.542],[50.951,-4.544],[50.953,-4.544],[50.956,-4.542],[50.958,-4.539],[50.961,-4.539],[50.964,-4.537],[50.965,-4.535],[50.966,-4.535],[50.968,-4.534],[50.968,-4.535],[50.97,-4.534],[50.972,-4.536],[50.973,-4.534],[50.975,-4.535],[50.976,-4.535],[50.978,-4.536],[50.979,-4.536],[50.981,-4.534],[50.982,-4.532],[50.983,-4.533],[50.985,-4.532],[50.987,-4.532],[50.988,-4.534],[50.989,-4.534],[50.99,-4.532],[50.99,-4.535],[50.991,-4.534],[50.994,-4.535],[50.996,-4.534],[50.996,-4.533],[50.997,-4.532],[51,-4.533],[51.001,-4.534],[51.003,-4.531],[51.006,-4.532],[51.007,-4.533],[51.007,-4.534],[51.008,-4.535],[51.01,-4.532],[51.011,-4.528],[51.013,-4.53],[51.013,-4.528],[51.015,-4.527],[51.016,-4.529],[51.017,-4.529],[51.02,-4.526],[51.021,-4.527],[51.023,-4.525],[51.022,-4.524],[51.021,-4.519],[51.022,-4.513],[51.022,-4.51],[51.022,-4.509],[51.021,-4.507],[51.019,-4.501],[51.02,-4.499],[51.021,-4.499],[51.022,-4.497],[51.021,-4.493],[51.022,-4.486],[51.022,-4.483],[51.022,-4.474],[51.022,-4.472],[51.021,-4.463],[51.02,-4.46],[51.018,-4.458],[51.017,-4.455],[51.015,-4.448],[51.015,-4.446],[51.015,-4.442],[51.014,-4.436],[51.013,-4.433],[51.013,-4.428],[51.014,-4.426],[51.014,-4.424],[51.012,-4.422],[51.012,-4.419],[51.012,-4.417],[51.01,-4.415],[51.008,-4.41],[51.007,-4.408],[51.005,-4.404],[51.003,-4.4],[51,-4.397],[50.997,-4.394],[50.995,-4.389],[50.994,-4.385],[50.993,-4.381],[50.991,-4.375],[50.99,-4.373],[50.991,-4.37],[50.99,-4.367],[50.991,-4.355],[50.99,-4.353],[50.99,-4.351],[50.99,-4.347],[50.99,-4.342],[50.99,-4.338],[50.991,-4.334],[50.992,-4.332],[50.992,-4.327],[50.992,-4.323],[50.993,-4.319],[50.994,-4.316],[50.995,-4.315],[50.996,-4.309],[51,-4.301],[51.001,-4.301],[51.003,-4.298],[51.005,-4.297],[51.006,-4.295],[51.007,-4.295],[51.007,-4.291],[51.01,-4.291],[51.01,-4.289],[51.011,-4.289],[51.016,-4.285],[51.016,-4.283],[51.018,-4.281],[51.022,-4.275],[51.024,-4.275],[51.024,-4.274],[51.027,-4.271],[51.027,-4.27],[51.032,-4.268],[51.032,-4.267],[51.036,-4.264],[51.036,-4.262],[51.037,-4.261],[51.04,-4.257],[51.04,-4.254],[51.04,-4.249],[51.04,-4.247],[51.041,-4.245],[51.043,-4.241],[51.043,-4.24],[51.047,-4.239],[51.054,-4.236],[51.059,-4.235],[51.061,-4.235],[51.064,-4.234],[51.066,-4.234],[51.066,-4.232],[51.065,-4.229],[51.067,-4.225],[51.068,-4.225],[51.066,-4.229],[51.066,-4.231],[51.067,-4.234],[51.072,-4.235],[51.073,-4.234],[51.074,-4.233],[51.074,-4.237],[51.078,-4.239],[51.078,-4.237],[51.077,-4.232],[51.074,-4.226],[51.074,-4.224],[51.073,-4.222],[51.072,-4.223],[51.071,-4.22],[51.069,-4.218],[51.067,-4.214],[51.066,-4.212],[51.064,-4.211],[51.062,-4.207],[51.059,-4.206],[51.058,-4.203],[51.057,-4.199],[51.058,-4.196],[51.059,-4.196]"
